# Q(A^-1)        R
7.0102100000000002e-03 9.0819106927874016e-01
7.3896099999999996e-03 9.5737697341139860e-01
7.7808900000000004e-03 9.7214543666306297e-01
8.1676400000000003e-03 9.5605778762552707e-01
8.5508500000000005e-03 9.5934117502761318e-01
8.9350499999999999e-03 9.6410159066252132e-01
9.3179000000000005e-03 9.4191564835455477e-01
9.7159900000000007e-03 9.8067384107837918e-01
1.0121700000000001e-02 9.1943590745203496e-01
1.0496800000000001e-02 9.2021324468884702e-01
1.0864400000000000e-02 8.9490569365977313e-01
1.1281100000000001e-02 9.3206278746956139e-01
1.1646800000000001e-02 9.4699115914032306e-01
1.2049199999999999e-02 9.4449459459151031e-01
1.2436800000000000e-02 9.8644387356046870e-01
1.2834200000000000e-02 9.9875596633857688e-01
1.3188500000000001e-02 9.8829525006482077e-01
1.3589499999999999e-02 9.6262633125208419e-01
1.3965900000000000e-02 9.4689521179532199e-01
1.4381100000000001e-02 9.1454460797805415e-01
1.4755000000000001e-02 8.8709858083934634e-01
1.5113300000000000e-02 8.5605793753760884e-01
1.5531500000000000e-02 7.8039534355174578e-01
1.5917600000000000e-02 7.0946309147135611e-01
1.6286499999999999e-02 6.4973539777195677e-01
1.6690000000000000e-02 5.6616073718184168e-01
1.7078699999999999e-02 4.6872800098101475e-01
1.7459100000000002e-02 3.8133604437019963e-01
1.7872699999999998e-02 2.8816252132418579e-01
1.8234700000000000e-02 2.3731256086718394e-01
1.8630799999999999e-02 1.7985225436607274e-01
1.9016900000000000e-02 1.3622311499285475e-01
1.9423699999999999e-02 1.0491603408543673e-01
1.9784099999999999e-02 8.5055296104082717e-02
2.0173600000000000e-02 6.6691314438675889e-02
2.0562799999999999e-02 5.3970060020009265e-02
2.0964600000000000e-02 4.4904365264223665e-02
2.1345200000000002e-02 3.8684772200563544e-02
2.1769199999999999e-02 3.4025866544403809e-02
2.2088600000000000e-02 3.2974816008041474e-02
2.2535099999999999e-02 3.0067425271385378e-02
2.2856000000000001e-02 2.8287975140105701e-02
2.3274400000000001e-02 2.6391735652683622e-02
2.3683800000000001e-02 2.3841616343215920e-02
2.4023599999999999e-02 2.3491470316873698e-02
2.4409899999999998e-02 2.0779776141578617e-02
2.4806600000000002e-02 1.9903437267135036e-02
2.5220599999999999e-02 1.8386378797431019e-02
2.5609300000000002e-02 1.6843046205700183e-02
2.5983400000000000e-02 1.5486643833066083e-02
2.5024700000000000e-02 1.9098703185595776e-02
2.7386400000000002e-02 1.2266341793073029e-02
2.9803900000000001e-02 7.3895159957629393e-03
3.2275800000000000e-02 4.9307516802637010e-03
3.4706700000000000e-02 3.4676673537647673e-03
3.7003000000000001e-02 2.7921838791693863e-03
3.9481000000000002e-02 2.2581360076650400e-03
4.1914100000000003e-02 1.7104640850549861e-03
4.4395200000000003e-02 1.3300401225505780e-03
4.6847800000000002e-02 9.9014831294742746e-04
4.9230599999999999e-02 8.1689370804829292e-04
5.1504399999999999e-02 6.6661607604177409e-04
5.3976099999999999e-02 5.3080056294171863e-04
5.6515900000000001e-02 4.4195527216753911e-04
5.8875999999999998e-02 3.9081042448795483e-04
6.1249600000000001e-02 3.3663492495277951e-04
6.3723100000000005e-02 2.7590913138874907e-04
6.6265500000000005e-02 2.4063344371000027e-04
6.8440000000000001e-02 2.0367933836090119e-04
7.0938799999999996e-02 1.7708286100143016e-04
7.3386999999999994e-02 1.4691910210545107e-04
7.5684100000000004e-02 1.3721015611969044e-04
7.8229999999999994e-02 1.1841206536399828e-04
8.0724000000000004e-02 1.0273639414354033e-04
8.2983000000000001e-02 9.0748733638342939e-05
8.5431699999999999e-02 8.1070204790055730e-05
8.7947300000000006e-02 7.2428653283579500e-05
9.0261700000000000e-02 6.3377950306038776e-05
9.2644699999999996e-02 5.7109866536142488e-05
9.5092200000000002e-02 5.0914248117639248e-05
9.7510299999999994e-02 4.4562944239970038e-05
1.0008599999999999e-01 4.0738794723954439e-05
9.4985500000000000e-02 5.1003622750920330e-05
1.0112599999999999e-01 4.0288640004458106e-05
1.0739799999999999e-01 3.1495864794949541e-05
1.1333600000000001e-01 2.5300014089360922e-05
1.1946400000000000e-01 2.0449037271819003e-05
1.2536500000000000e-01 1.7126605861421343e-05
1.3167899999999999e-01 1.3399386147625531e-05
1.3776900000000000e-01 1.1320496063988211e-05
1.4393600000000001e-01 9.1027290543185791e-06
1.5011300000000000e-01 7.5000097326855863e-06
1.4005600000000001e-01 1.0311548368104599e-05
1.4827299999999999e-01 7.9641223414236742e-06
1.5698699999999999e-01 6.1420121378164052e-06
1.6536600000000001e-01 5.0222386939891266e-06
1.7362100000000000e-01 4.0810465411226399e-06
1.8239400000000000e-01 3.3059063761981962e-06
1.9058600000000001e-01 2.7429341136452036e-06
1.9896800000000001e-01 2.3149939338206273e-06
2.0757400000000001e-01 1.9122771558140797e-06
2.1581000000000000e-01 1.6034749003271480e-06
2.2447100000000000e-01 1.3151907247221402e-06
2.3229200000000000e-01 1.1613489476791364e-06
2.4122099999999999e-01 9.9382567573205032e-07
2.4984700000000001e-01 8.4658758357499363e-07
2.6612300000000000e-01 6.3958370859671911e-07
2.7504800000000001e-01 5.3309348296821826e-07
2.8355999999999998e-01 4.6825625970791236e-07
2.9112300000000002e-01 4.2776940006807870e-07
2.9977999999999999e-01 3.6121610158443155e-07
