# Q(A^-1)        R
7.0057399999999999e-03 9.5052703103619396e-01
7.2715999999999996e-03 9.8399516955657329e-01
7.5499800000000004e-03 9.9858744816068112e-01
7.8284300000000008e-03 1.0000000000000000e+00
8.1023299999999996e-03 1.0000000000000000e+00
8.3850499999999998e-03 1.0000000000000000e+00
8.6618400000000005e-03 9.9390720466823679e-01
8.9271300000000001e-03 9.9524320978311687e-01
9.1927799999999994e-03 9.9416483436711589e-01
9.4538499999999998e-03 9.8942139307483412e-01
9.7638199999999994e-03 9.9236643176642614e-01
1.0029900000000000e-02 9.7117573380432787e-01
1.0291800000000000e-02 9.5361287497181180e-01
1.0584900000000000e-02 9.4426154149810659e-01
1.0852000000000001e-02 9.2296526334904472e-01
1.1114100000000000e-02 9.6345460733819577e-01
1.1394800000000000e-02 9.8131403256317151e-01
1.1672500000000001e-02 9.7897672298310623e-01
1.1955800000000001e-02 9.9165139696447235e-01
1.2236700000000000e-02 1.0000000000000000e+00
1.2485200000000000e-02 1.0000000000000000e+00
1.2780200000000000e-02 1.0000000000000000e+00
1.3062400000000000e-02 1.0000000000000000e+00
1.3321200000000000e-02 1.0000000000000000e+00
1.3626299999999999e-02 1.0000000000000000e+00
1.3866600000000000e-02 1.0000000000000000e+00
1.4182500000000001e-02 1.0000000000000000e+00
1.4456699999999999e-02 1.0000000000000000e+00
1.4695700000000001e-02 1.0000000000000000e+00
1.4996900000000001e-02 1.0000000000000000e+00
1.5250100000000001e-02 1.0000000000000000e+00
1.5552200000000000e-02 9.9975008897828477e-01
1.5810299999999999e-02 9.9466245632383177e-01
1.6087199999999999e-02 9.7389840015855855e-01
1.6372299999999999e-02 9.3250544982816808e-01
1.6643399999999999e-02 8.8801684752236842e-01
1.6932400000000000e-02 8.3659600652738719e-01
1.7194000000000001e-02 7.6704546385271499e-01
1.7445700000000001e-02 7.1050733656485854e-01
1.7730500000000000e-02 6.2028664803977873e-01
1.7996399999999999e-02 5.6100616911436718e-01
1.8314500000000001e-02 4.8607100512461743e-01
1.8574299999999998e-02 4.1965497036675342e-01
1.8817700000000000e-02 3.5951921911036844e-01
1.9145300000000001e-02 2.8823619030637576e-01
1.9389500000000000e-02 2.5109483250343212e-01
1.9668000000000001e-02 2.1627148851596315e-01
1.9918100000000001e-02 1.8423065028072214e-01
2.0189599999999999e-02 1.5239575212747811e-01
2.0521700000000000e-02 1.2406644841615998e-01
2.0760899999999999e-02 1.0640779101554808e-01
2.1022500000000000e-02 9.2401173748455689e-02
2.1292599999999998e-02 8.0563680354640080e-02
2.1596799999999999e-02 6.6427072700415632e-02
2.1913200000000001e-02 5.8741256784319400e-02
2.2186800000000000e-02 5.4272575143464757e-02
2.2372000000000000e-02 5.0301290358367744e-02
2.2704800000000001e-02 4.3948513924265444e-02
2.2970700000000000e-02 4.0466042374906287e-02
2.3226400000000001e-02 3.7103971602174615e-02
2.3497700000000000e-02 3.3106600850579031e-02
2.3752200000000001e-02 3.0729040550866442e-02
2.4071599999999999e-02 2.8864491377991595e-02
2.4400200000000000e-02 2.5954899519079484e-02
2.4620400000000001e-02 2.5144423600686711e-02
2.4903900000000000e-02 2.3941926026128178e-02
2.5152399999999998e-02 2.2658828790810867e-02
2.5457899999999999e-02 2.1576701292419342e-02
2.5699699999999999e-02 2.0744968434893828e-02
2.6021200000000001e-02 1.9127131576007976e-02
2.5014800000000000e-02 2.3378083556112213e-02
2.7407500000000001e-02 1.4979255731119877e-02
2.9828799999999999e-02 9.4114506223285967e-03
