# Q(A^-1)        R
7.0035499999999999e-03 1.0000000000000000e+00
7.6549399999999998e-03 9.7333959604547371e-01
8.2917600000000004e-03 8.4945964964882581e-01
8.9778099999999993e-03 7.0817001275586566e-01
9.6075499999999994e-03 5.2280265837492479e-01
1.0284500000000000e-02 3.3351419712730346e-01
1.0922299999999999e-02 1.9949887692844168e-01
1.1571400000000001e-02 9.3326424473016020e-02
1.2243900000000000e-02 4.9357427793137454e-02
1.2885799999999999e-02 2.5329008307224916e-02
1.3596199999999999e-02 1.1164818346842674e-02
1.4203600000000000e-02 5.7177233311812882e-03
1.4867099999999999e-02 2.9960012598662898e-03
1.5523000000000000e-02 1.6246892705803358e-03
1.6180900000000002e-02 9.3641681562782182e-04
1.6807400000000000e-02 5.4839816550546704e-04
1.7492600000000001e-02 3.1306781733429274e-04
1.8153800000000001e-02 2.2981406686140116e-04
1.8801200000000001e-02 1.6455339122735488e-04
2.0101899999999999e-02 1.3782115990078727e-04
2.0750299999999999e-02 1.5418918172758133e-04
2.1430800000000000e-02 1.5626188831081793e-04
2.2089600000000001e-02 2.0631458322462217e-04
2.2665000000000001e-02 2.5153708808476493e-04
2.3390100000000000e-02 3.0116564840754315e-04
2.5339899999999999e-02 3.4298082078315742e-04
2.4983800000000000e-02 3.5621625438879591e-04
2.7419200000000001e-02 3.3205465836956002e-04
2.9825000000000001e-02 2.8447051095243525e-04
3.2255399999999997e-02 1.8104588112494879e-04
3.4695400000000001e-02 1.3898065826592278e-04
3.7077499999999999e-02 1.3382166733851730e-04
3.9466700000000000e-02 1.0379728992327920e-04
4.1940600000000001e-02 7.2079232321940872e-05
4.4396699999999997e-02 4.5483023324228858e-05
4.6739200000000002e-02 3.3598822896907848e-05
4.9219199999999998e-02 2.3426446788954635e-05
5.1695199999999997e-02 1.6562269112121335e-05
5.4015300000000002e-02 1.3431378238563953e-05
5.6533600000000003e-02 1.1625899565906302e-05
5.8904499999999999e-02 1.0821638483309213e-05
6.1319600000000002e-02 1.0379973449688033e-05
6.3798099999999996e-02 8.4942372901232707e-06
6.8621799999999997e-02 5.1444180607576982e-06
7.1089100000000002e-02 4.0433263863152526e-06
7.3479600000000006e-02 3.4386714309768574e-06
7.5775899999999993e-02 3.3207181161692557e-06
7.8205700000000003e-02 3.0006970771147135e-06
8.0662300000000006e-02 2.4644417946762777e-06
8.3077200000000004e-02 1.9348648334136139e-06
8.5689799999999997e-02 1.4802041293142144e-06
9.0291999999999997e-02 1.2523047107178600e-06
9.2760899999999993e-02 1.1599864145870647e-06
9.5046400000000003e-02 1.0366682603916094e-06
9.7610500000000003e-02 9.3966837006130730e-07
9.4944299999999995e-02 1.0606802420318664e-06
1.0713100000000000e-01 6.1317912742203268e-07
1.1341200000000000e-01 4.6697244567867221e-07
1.1948400000000001e-01 3.0154313049098208e-07
1.2562000000000001e-01 2.2578109577155676e-07
1.4407000000000000e-01 8.2352178366361886e-08
1.5005199999999999e-01 6.0240136512226610e-08
1.5695700000000001e-01 4.3841078028054751e-08
1.7389399999999999e-01 1.9834716811769501e-08
1.9010800000000000e-01 9.7846083726040102e-09
2.0736399999999999e-01 4.2204576814634179e-09
2.2456100000000001e-01 1.7791762532282451e-09
2.4111299999999999e-01 8.2744458164992208e-10
2.4911200000000000e-01 5.7008692800755053e-10
2.5807400000000003e-01 3.4483098928579308e-10
2.7485999999999999e-01 1.3806475270465220e-10
2.8327400000000003e-01 9.5537799863804283e-11
2.9182300000000000e-01 6.2679293173790397e-11
2.9990200000000000e-01 4.0935282942902056e-11
