# Q(A^-1)        R
6.9936000000000000e-03 1.0000000000000000e+00
7.6580099999999998e-03 1.0000000000000000e+00
8.2932800000000001e-03 1.0000000000000000e+00
8.9686899999999996e-03 1.0000000000000000e+00
9.6182699999999999e-03 9.8675879564329938e-01
1.0266600000000001e-02 9.3910151571891776e-01
1.0920900000000001e-02 8.7431818662554339e-01
1.1594300000000000e-02 9.2497721279000822e-01
1.2235800000000000e-02 9.6543845359349501e-01
1.2885799999999999e-02 9.7499979236955225e-01
1.3562800000000000e-02 1.0000000000000000e+00
1.4185600000000000e-02 9.7756763000913727e-01
1.4830100000000001e-02 1.0000000000000000e+00
1.5485600000000000e-02 1.0000000000000000e+00
1.6170299999999999e-02 1.0000000000000000e+00
1.6832099999999999e-02 1.0000000000000000e+00
1.7499399999999998e-02 9.8946277879867928e-01
1.8117399999999999e-02 8.4326392068675571e-01
1.8774699999999998e-02 6.3458448266604506e-01
1.9439800000000000e-02 4.5364101298889237e-01
2.0101500000000001e-02 3.0042273846893502e-01
2.0746600000000000e-02 2.0136799811098541e-01
2.1423200000000000e-02 1.2703699070800401e-01
2.2065399999999999e-02 8.8749845311385939e-02
2.2697800000000001e-02 6.0639994663325106e-02
2.3363499999999999e-02 4.3144118292936927e-02
2.4067399999999999e-02 3.3569478673429895e-02
2.4735400000000001e-02 2.7763698846399905e-02
2.5292100000000001e-02 2.4906076075154833e-02
2.6039799999999998e-02 2.1124187250660606e-02
2.5036200000000002e-02 2.6131679792644448e-02
2.7395599999999999e-02 1.7599329800859320e-02
2.9856700000000000e-02 1.3264277067968882e-02
3.2272400000000000e-02 9.6502702931844410e-03
3.4724199999999997e-02 7.0360723230084021e-03
3.7122400000000000e-02 5.4655471264957074e-03
3.9520899999999998e-02 4.4032031001481195e-03
4.1930400000000000e-02 3.0502235741774754e-03
4.4451299999999999e-02 2.1254161627828139e-03
4.6769900000000003e-02 1.6486451853681343e-03
4.9233399999999997e-02 1.2920543960753825e-03
5.1574500000000002e-02 1.0084272783100481e-03
5.4032700000000003e-02 7.8975351877208131e-04
5.6453299999999998e-02 6.6626813168644574e-04
5.8833200000000002e-02 5.8678179301101079e-04
6.1273899999999999e-02 5.1097560055289159e-04
6.3746600000000000e-02 4.1167591418085441e-04
6.6082199999999994e-02 3.4445320224382877e-04
6.8643499999999996e-02 2.8370465492093071e-04
7.1067400000000003e-02 2.4877172045848113e-04
7.3381500000000002e-02 2.2464001134983063e-04
7.5746999999999995e-02 1.9227731290123148e-04
7.8274499999999997e-02 1.6641854050911546e-04
8.0628500000000006e-02 1.4493312542446493e-04
8.3109000000000002e-02 1.2616627261951018e-04
8.5773500000000003e-02 1.0623013274084530e-04
8.7888800000000003e-02 9.4856766479860350e-05
9.0244900000000003e-02 8.4735368643815717e-05
9.2746999999999996e-02 7.5837465166665738e-05
9.5251000000000002e-02 6.7270941234972868e-05
9.7738800000000001e-02 5.9708012383462547e-05
9.9894999999999998e-02 5.4327651133594556e-05
9.4968600000000000e-02 6.7549821119239307e-05
1.0106700000000000e-01 5.2821975705252752e-05
1.0717300000000000e-01 4.0858845356736029e-05
1.1309600000000000e-01 3.2822121188961032e-05
1.1936800000000000e-01 2.4954894867012605e-05
1.2551399999999999e-01 1.9820344896323608e-05
1.3169400000000001e-01 1.5694272341318042e-05
1.3802000000000000e-01 1.2888504851933478e-05
1.4373100000000000e-01 1.0594068575650074e-05
1.5012200000000001e-01 8.4101720697066793e-06
1.4018500000000000e-01 1.2081088709385808e-05
1.4816900000000000e-01 9.0949027732537979e-06
1.5691900000000000e-01 6.6372247601261653e-06
1.6541200000000000e-01 5.1728509361563317e-06
1.7374000000000001e-01 4.0427836951288603e-06
1.8218400000000001e-01 3.2431265978242691e-06
1.9009100000000001e-01 2.5365106714126796e-06
1.9920399999999999e-01 1.9934381357934202e-06
2.1590200000000001e-01 1.2432739181459169e-06
2.2428500000000001e-01 9.9850025878368815e-07
2.3250499999999999e-01 8.0978001336755437e-07
2.4125500000000000e-01 6.5502137015633591e-07
2.4944300000000000e-01 5.5386792959191374e-07
2.6631500000000002e-01 3.3908737121331095e-07
2.7478399999999997e-01 2.7065497007564542e-07
2.8317700000000001e-01 2.1821371733397829e-07
