# Q(A^-1)        R
7.0036999999999999e-03 9.1180693157317283e-01
7.6424300000000004e-03 9.3564042714125628e-01
8.3120799999999995e-03 9.8861249308208188e-01
8.9792299999999995e-03 9.2973862501549498e-01
9.6225000000000008e-03 8.9810139855752658e-01
1.0290499999999999e-02 8.8078498948239403e-01
1.0915500000000000e-02 8.2918195444875675e-01
1.1609700000000001e-02 8.5439521565807741e-01
1.2249700000000001e-02 8.6474979514543249e-01
1.2889299999999999e-02 8.7487062235101620e-01
1.3571400000000001e-02 8.3687669996953473e-01
1.4189900000000000e-02 8.3129314843597490e-01
1.4863500000000000e-02 8.1768262729989105e-01
1.5516400000000000e-02 8.1743791506997510e-01
1.6143600000000001e-02 7.9656423572676105e-01
1.6860900000000002e-02 7.8166430504422624e-01
1.7487200000000001e-02 7.0092630808995315e-01
1.8159499999999999e-02 6.5074560638329026e-01
1.8808200000000001e-02 5.9698059269561499e-01
1.9462199999999999e-02 5.3178903636309294e-01
2.0104700000000000e-02 5.1284863913786438e-01
2.0760199999999999e-02 4.6596370772777773e-01
2.1390699999999999e-02 4.9834901585288088e-01
2.2080400000000000e-02 4.6777815767508069e-01
2.2727500000000001e-02 4.2470215377962606e-01
2.3389900000000002e-02 4.0142205867760061e-01
2.4028600000000001e-02 3.4043266950265111e-01
2.4742199999999999e-02 2.8943428748354144e-01
2.5319600000000001e-02 2.5310006240408206e-01
2.5980300000000001e-02 2.2589936405862912e-01
2.4981699999999999e-02 2.7180442079366507e-01
2.7439999999999999e-02 1.8499623116769748e-01
2.9867100000000001e-02 1.0904022923587772e-01
3.2309499999999998e-02 6.7378260732229842e-02
3.4697400000000003e-02 3.4209409146520334e-02
3.7040299999999998e-02 1.7248395046290041e-02
3.9438200000000000e-02 8.7831630596322645e-03
4.1910700000000002e-02 4.7031832698429506e-03
4.4408499999999997e-02 3.0547813574056159e-03
4.6752099999999998e-02 2.3701213966898856e-03
4.9138200000000000e-02 2.3737347804219022e-03
5.1697699999999999e-02 2.1795054490743168e-03
5.4059099999999999e-02 2.1315159389810410e-03
5.6435399999999997e-02 1.9615056985563535e-03
5.8910799999999999e-02 1.7833516421612216e-03
6.1247099999999999e-02 1.5824257685906696e-03
6.3664399999999996e-02 1.2753048536668960e-03
6.6160700000000003e-02 1.0491742244865111e-03
6.8597000000000005e-02 8.3486973166059617e-04
7.0914199999999997e-02 6.5421302907472749e-04
7.3224800000000007e-02 5.2000978458017675e-04
7.5737499999999999e-02 4.4963569201979410e-04
7.8185000000000004e-02 3.7502206252245176e-04
8.0681600000000006e-02 3.2327052272354345e-04
8.3079299999999995e-02 2.8427999806212326e-04
8.5458999999999993e-02 2.5765035019274042e-04
8.8025800000000001e-02 2.2270119394188529e-04
9.0455700000000000e-02 1.9920486740473352e-04
9.2843599999999998e-02 1.8017620841179454e-04
9.5185900000000004e-02 1.5954617326746211e-04
9.7497799999999996e-02 1.4678033849582569e-04
9.9903900000000004e-02 1.3767536698623272e-04
9.4825699999999999e-02 1.6711904894095843e-04
1.0116400000000000e-01 1.2932467436478211e-04
1.0730300000000000e-01 9.8918559120626849e-05
1.1327000000000000e-01 7.6830360932209651e-05
1.1961800000000000e-01 5.4379616795954496e-05
1.2552099999999999e-01 4.2940813634970351e-05
1.3157400000000000e-01 3.4397484669728840e-05
1.3783500000000001e-01 2.8753431183946103e-05
1.4393300000000001e-01 2.3358611008470394e-05
1.4982500000000001e-01 1.8423207840170035e-05
1.4009500000000000e-01 2.6356320813625939e-05
1.4848200000000000e-01 1.8995693668342764e-05
1.5661600000000001e-01 1.4501547884640385e-05
1.6526199999999999e-01 1.1230172064414460e-05
1.7374500000000001e-01 8.8630863339536034e-06
1.8210999999999999e-01 6.4496516457524508e-06
1.9006799999999999e-01 5.2119655768238673e-06
1.9903599999999999e-01 4.0455472270971292e-06
2.0776300000000000e-01 3.0526121908063213e-06
2.1573400000000001e-01 2.3037873442623161e-06
2.2395000000000001e-01 1.7854816688110132e-06
2.3216899999999999e-01 1.4221706765402701e-06
2.4914800000000001e-01 9.3203090846254714e-07
2.5767299999999999e-01 7.1050283743630396e-07
2.7548499999999998e-01 4.1258930119179380e-07
2.8302100000000002e-01 3.4758298764717635e-07
2.9981600000000003e-01 2.3283315818781888e-07
