# Q(A^-1)        R
6.9997200000000001e-03 9.1574863919097227e-01
7.6523199999999998e-03 1.0000000000000000e+00
8.3060100000000008e-03 1.0000000000000000e+00
8.9662100000000005e-03 1.0000000000000000e+00
9.6294099999999997e-03 9.5821662602525204e-01
1.0287700000000000e-02 9.4432359998163273e-01
1.0919699999999999e-02 9.2395143236287858e-01
1.1588299999999999e-02 9.5774846018982807e-01
1.2234399999999999e-02 9.9248312406327965e-01
1.2899300000000001e-02 9.9475711713042969e-01
1.3577600000000000e-02 9.5256789134795383e-01
1.4217499999999999e-02 9.3642258239128684e-01
1.4859400000000000e-02 9.4302783434732784e-01
1.5519200000000000e-02 9.8068538811943784e-01
1.6160500000000001e-02 9.9712210449863958e-01
1.6865600000000001e-02 1.0000000000000000e+00
1.7495500000000001e-02 1.0000000000000000e+00
1.8139700000000002e-02 9.9758291831835832e-01
1.8803700000000000e-02 9.7190509459714425e-01
1.9429200000000001e-02 9.1194291834240893e-01
2.0120800000000001e-02 9.1274236386449648e-01
2.0766799999999998e-02 8.7558079587873383e-01
2.1430100000000001e-02 8.8568406949001932e-01
2.2068399999999998e-02 8.9088618658890262e-01
2.2694499999999999e-02 8.5177441337833371e-01
2.3375099999999999e-02 8.0953787351016093e-01
2.4037200000000002e-02 7.3486246176773118e-01
2.4684200000000000e-02 6.4803540724649245e-01
2.5346799999999999e-02 5.5218085442600007e-01
2.6025400000000001e-02 4.4525151501740190e-01
2.5016600000000000e-02 5.9734591023399375e-01
2.7442899999999999e-02 2.3284172649774371e-01
2.9804000000000001e-02 7.6469278186078071e-02
3.2297699999999999e-02 3.3012855533302327e-02
3.4677399999999997e-02 2.0281193838267968e-02
3.7052399999999999e-02 1.5462961836909216e-02
3.9453599999999998e-02 1.3315414938327370e-02
4.1948800000000001e-02 1.0138648849299332e-02
4.4276200000000002e-02 7.3910882271332520e-03
4.6779300000000003e-02 5.3974757500214526e-03
4.9226499999999999e-02 4.1787392215638331e-03
5.1614699999999999e-02 3.2410913083867200e-03
5.4032700000000003e-02 2.5744454066973055e-03
5.6380399999999997e-02 2.0581924889993735e-03
5.8804200000000001e-02 1.7783445808888926e-03
6.1506699999999997e-02 1.5900412202971945e-03
6.3753599999999994e-02 1.3424167992757664e-03
6.6150399999999998e-02 1.1570037899058859e-03
6.8630700000000003e-02 9.5386716030556229e-04
7.0988399999999993e-02 8.1085892196106947e-04
7.3540300000000003e-02 6.9337140653016470e-04
7.5956700000000002e-02 6.2453133009035251e-04
7.8176300000000004e-02 5.6695597153320529e-04
8.0598699999999995e-02 4.9254512395885419e-04
8.3020499999999997e-02 4.3088676596655316e-04
8.5429699999999997e-02 3.8482878351504162e-04
8.7817000000000006e-02 3.3809175035620040e-04
9.0455199999999999e-02 3.0077361310644224e-04
9.2816999999999997e-02 2.7536552626142405e-04
9.5082600000000003e-02 2.4470265004546718e-04
9.7595399999999999e-02 2.1460176274097539e-04
9.9985099999999993e-02 1.9747706393871347e-04
9.5083299999999996e-02 2.4469710079251289e-04
1.0121500000000000e-01 1.9235146277579590e-04
1.0711000000000000e-01 1.4776933151654063e-04
1.1325100000000000e-01 1.1812123131261539e-04
1.1947099999999999e-01 9.5270132538140647e-05
1.2552900000000000e-01 7.6850419378202722e-05
1.3181000000000001e-01 6.3208200630377365e-05
1.3783899999999999e-01 5.2885179656910509e-05
1.4399999999999999e-01 4.2779473632917091e-05
1.4992300000000000e-01 3.5868492480523894e-05
1.3998400000000000e-01 4.9094526159028566e-05
1.4855900000000000e-01 3.6856208338719006e-05
1.5697100000000000e-01 2.8777113467769437e-05
1.6533500000000001e-01 2.3285965625669643e-05
1.7362000000000000e-01 1.8770499926812067e-05
1.8192400000000000e-01 1.5826383459547116e-05
1.9040299999999999e-01 1.3425835039165137e-05
1.9896000000000000e-01 1.1251177559610230e-05
2.0751000000000000e-01 9.3600853273520669e-06
2.1561200000000000e-01 7.7711431215531973e-06
2.2380700000000001e-01 6.5684244559166395e-06
2.3253099999999999e-01 5.6301439749119565e-06
2.4102499999999999e-01 4.9513762496457121e-06
2.4979899999999999e-01 4.3140337815476840e-06
2.5769300000000001e-01 3.7466784008264975e-06
2.6602199999999998e-01 3.1961873797147180e-06
2.7440599999999998e-01 2.7956181924967055e-06
2.8349000000000002e-01 2.3808853639271372e-06
2.9138900000000001e-01 2.1604665468418376e-06
2.9963800000000002e-01 1.9080465134501881e-06
