# Q(A^-1)        R
7.0175200000000002e-03 8.9525861175768007e-01
7.2642300000000000e-03 9.5211035323948101e-01
7.5494799999999999e-03 9.9575671837220070e-01
7.8323600000000000e-03 9.8312255219179856e-01
8.1109500000000005e-03 9.9568378009557812e-01
8.3731799999999992e-03 1.0000000000000000e+00
8.6594099999999993e-03 1.0000000000000000e+00
8.9229700000000006e-03 9.9106060863143086e-01
9.2011000000000003e-03 9.8974460709159351e-01
9.4782200000000007e-03 9.9231300676739398e-01
9.7523799999999997e-03 9.7363745822030878e-01
1.0031399999999999e-02 9.5691710375728700e-01
1.0308700000000001e-02 9.3987248383228805e-01
1.0573500000000000e-02 9.3199527741120269e-01
1.0856299999999999e-02 9.4001349000495815e-01
1.1124600000000000e-02 9.3266195512354622e-01
1.1405000000000000e-02 9.3679917224943055e-01
1.1673800000000000e-02 9.8134053770106888e-01
1.1964799999999999e-02 1.0000000000000000e+00
1.2234399999999999e-02 1.0000000000000000e+00
1.2510700000000000e-02 1.0000000000000000e+00
1.2759299999999999e-02 1.0000000000000000e+00
1.3064700000000000e-02 9.9929867291350949e-01
1.3330099999999999e-02 9.9802477472079143e-01
1.3606900000000000e-02 9.9413691506052260e-01
1.3893900000000001e-02 9.7241082386601441e-01
1.4164299999999999e-02 9.6262540972343735e-01
1.4421700000000001e-02 9.6508273151543800e-01
1.4673100000000000e-02 9.7437986780834895e-01
1.4989900000000000e-02 9.7822862851658721e-01
1.5235300000000000e-02 9.8510866874326086e-01
1.5524800000000000e-02 9.9553623948406533e-01
1.5819400000000001e-02 1.0000000000000000e+00
1.6068300000000001e-02 1.0000000000000000e+00
1.6352100000000001e-02 9.9825229871861709e-01
1.6651699999999998e-02 9.9668938323083112e-01
1.6933299999999998e-02 1.0000000000000000e+00
1.7186799999999999e-02 1.0000000000000000e+00
1.7449800000000001e-02 1.0000000000000000e+00
1.7726800000000001e-02 1.0000000000000000e+00
1.8033000000000000e-02 1.0000000000000000e+00
1.8273999999999999e-02 1.0000000000000000e+00
1.8564700000000000e-02 1.0000000000000000e+00
1.8853399999999999e-02 1.0000000000000000e+00
1.9105700000000000e-02 1.0000000000000000e+00
1.9394600000000001e-02 1.0000000000000000e+00
1.9662599999999999e-02 1.0000000000000000e+00
1.9918499999999999e-02 1.0000000000000000e+00
2.0251999999999999e-02 1.0000000000000000e+00
2.0522599999999998e-02 1.0000000000000000e+00
2.0780400000000001e-02 1.0000000000000000e+00
