# Q(A^-1)        R
6.9943399999999999e-03 1.7282989244249955e-01
8.0079499999999998e-03 1.7510913039998557e-01
9.0042999999999998e-03 1.3023582343084816e-01
1.0015500000000000e-02 9.5732679009760777e-02
1.0990800000000000e-02 7.9571604662440384e-02
1.2004200000000000e-02 5.2229802363778360e-02
1.2988400000000001e-02 5.4404638234042388e-02
1.4005800000000001e-02 3.8798136950999450e-02
1.4989700000000000e-02 3.1827168124367505e-02
1.6027900000000001e-02 4.1938835744016655e-02
1.6997000000000002e-02 4.7118898164177608e-02
1.8017700000000001e-02 3.6136889654680322e-02
1.8993699999999999e-02 3.4492540517134289e-02
1.9980899999999999e-02 2.0378681577683661e-02
2.1000100000000001e-02 1.3024401744239536e-02
2.1978100000000000e-02 8.1466967071777419e-03
2.2986900000000001e-02 9.0475473442887273e-03
2.4029100000000001e-02 1.2165883201074146e-02
2.4996100000000000e-02 1.3586591928577528e-02
2.5990699999999999e-02 1.5517410848871847e-02
2.5023400000000001e-02 1.3750306384892748e-02
2.7454699999999999e-02 1.3953183430930539e-02
2.9811700000000000e-02 9.1305564489691550e-03
3.2216799999999997e-02 7.2132523789880344e-03
3.4677699999999999e-02 4.8279592452406227e-03
3.7061299999999998e-02 4.9073472676900475e-03
3.9530200000000001e-02 3.9456489970222663e-03
4.1907000000000000e-02 2.5807958585429341e-03
4.4346200000000002e-02 1.6990129182420321e-03
4.6776699999999997e-02 1.1226008030179719e-03
4.9195599999999999e-02 9.1042099668037614e-04
5.1568099999999999e-02 7.6813082650810513e-04
5.4008300000000002e-02 5.3884049173045915e-04
5.6445700000000001e-02 4.8017357337182178e-04
5.8882700000000003e-02 4.1898901559742720e-04
6.1245500000000001e-02 3.4479164550245119e-04
6.3741400000000004e-02 1.9977424042109823e-04
6.6167299999999998e-02 1.2331847018367420e-04
6.8531400000000006e-02 7.6414701905811675e-05
7.1061700000000005e-02 5.6984669759904271e-05
7.3335100000000000e-02 2.9339806089634876e-05
7.5774400000000006e-02 2.3259215538245023e-05
7.8349100000000005e-02 1.2234849656898016e-05
8.0749199999999993e-02 7.4144203505940971e-06
8.2995799999999995e-02 4.7995493073259347e-06
9.0312500000000004e-02 3.3912474168990178e-06
9.5213199999999998e-02 4.5752444522841767e-06
9.7456600000000004e-02 4.9248491389798672e-06
1.0020600000000000e-01 6.3320347562073833e-06
9.4975500000000004e-02 4.3208458964907114e-06
1.0099300000000000e-01 7.8377613825801130e-06
1.0728100000000000e-01 1.1846790531598846e-05
1.1333100000000000e-01 1.3502587100246288e-05
1.1954500000000000e-01 1.3518463728856493e-05
1.2566800000000000e-01 9.5772502581340908e-06
1.3164200000000001e-01 5.8205331685230492e-06
1.4385800000000001e-01 2.1023930291064958e-06
1.4997500000000000e-01 1.1919084799862588e-06
1.3986899999999999e-01 2.9689678877460009e-06
1.4857200000000001e-01 1.1496978012284670e-06
1.6539799999999999e-01 2.7943713966503761e-07
1.7369399999999999e-01 1.2393306127412322e-07
1.8187800000000001e-01 7.1975395178468185e-08
1.9901400000000000e-01 6.0952390141018824e-08
2.0731900000000000e-01 6.3654174707974693e-08
2.4158299999999999e-01 9.2919877779717344e-09
2.4979100000000001e-01 5.4754516565495783e-09
2.6619300000000001e-01 1.3980153714591366e-09
2.8312599999999999e-01 3.7746260338239101e-10
2.9996499999999998e-01 1.2372801648627980e-10
