# Q(A^-1)        R
6.9996700000000004e-03 9.2986926484616284e-01
7.2807499999999999e-03 9.5773607733741573e-01
7.5562900000000002e-03 9.9691321036620584e-01
7.8222699999999992e-03 1.0000000000000000e+00
8.0898099999999994e-03 1.0000000000000000e+00
8.3761500000000006e-03 1.0000000000000000e+00
8.6469900000000002e-03 1.0000000000000000e+00
8.9284399999999993e-03 1.0000000000000000e+00
9.2017499999999999e-03 1.0000000000000000e+00
9.4811500000000007e-03 1.0000000000000000e+00
9.7418000000000001e-03 1.0000000000000000e+00
1.0036600000000000e-02 9.9166686095237278e-01
1.0299400000000000e-02 9.6380136357674806e-01
1.0574099999999999e-02 9.7381255756253327e-01
1.0847500000000000e-02 9.4217683048870016e-01
1.1139100000000001e-02 9.4832798136470342e-01
1.1383700000000000e-02 9.6377647078850048e-01
1.1674700000000000e-02 9.8523547021005198e-01
1.1974700000000000e-02 9.9480772358322034e-01
1.2241600000000000e-02 9.9837472689146467e-01
1.2492200000000000e-02 1.0000000000000000e+00
1.2782399999999999e-02 9.9778156926356298e-01
1.3044600000000000e-02 9.9168202636356828e-01
1.3321500000000000e-02 9.8128132855423977e-01
1.3603499999999999e-02 9.6854496611021867e-01
1.3882800000000001e-02 9.6290608135488232e-01
1.4169200000000000e-02 9.4847171185622314e-01
1.4440900000000000e-02 9.6913755665374623e-01
1.4713199999999999e-02 9.7312699632276145e-01
1.4968800000000001e-02 9.6963431015667079e-01
1.5290800000000000e-02 9.9346749730381789e-01
1.5517899999999999e-02 1.0000000000000000e+00
1.5800499999999999e-02 1.0000000000000000e+00
1.6093900000000001e-02 1.0000000000000000e+00
1.6352999999999999e-02 1.0000000000000000e+00
1.6629700000000001e-02 1.0000000000000000e+00
1.6923299999999999e-02 1.0000000000000000e+00
1.7186799999999999e-02 1.0000000000000000e+00
1.7485299999999999e-02 1.0000000000000000e+00
1.7726100000000002e-02 1.0000000000000000e+00
1.8024300000000000e-02 1.0000000000000000e+00
1.8286899999999998e-02 1.0000000000000000e+00
1.8587699999999999e-02 9.9789011498104696e-01
1.8818499999999998e-02 9.4659339480719784e-01
1.9107099999999998e-02 8.8162143796173342e-01
1.9392599999999999e-02 8.2028747697765814e-01
1.9663199999999999e-02 7.5769019351194222e-01
1.9943400000000000e-02 6.8516675680501904e-01
2.0235099999999999e-02 6.0047333306680672e-01
2.0509500000000000e-02 5.4041789109141403e-01
2.0765499999999999e-02 4.8158102536876796e-01
2.1045800000000000e-02 4.0851816773321731e-01
2.1338099999999999e-02 3.6141192910215408e-01
2.1599799999999999e-02 3.0518810383879946e-01
2.1863199999999999e-02 2.6700638921086572e-01
2.2121200000000001e-02 2.3572811463027835e-01
2.2421400000000001e-02 2.0229709883414784e-01
2.2699199999999999e-02 1.7229123046403685e-01
2.2964999999999999e-02 1.5050322610776271e-01
2.3256400000000000e-02 1.3282006116170339e-01
2.3518399999999998e-02 1.1700855210339793e-01
2.3781099999999999e-02 1.0388619822748073e-01
2.4063500000000002e-02 9.4588945208846892e-02
