# Q(A^-1)        R
7.0054000000000002e-03 8.9880248488350944e-01
7.2736700000000003e-03 8.0209869059946826e-01
7.5531100000000000e-03 7.1225874876490769e-01
7.8307600000000008e-03 6.5927700360303843e-01
8.1016999999999999e-03 5.9964269117974400e-01
8.3574900000000004e-03 5.3810011731602325e-01
8.6459299999999996e-03 4.4342804924066848e-01
8.9103800000000007e-03 3.7326236251226536e-01
9.1924199999999998e-03 3.2532718452019882e-01
9.4763499999999997e-03 2.7064112853982891e-01
9.7538299999999998e-03 2.2164180447612952e-01
1.0049900000000000e-02 1.7841072694850807e-01
1.0316300000000000e-02 1.3823688105063298e-01
1.0584400000000001e-02 1.0633962756432792e-01
1.0856100000000000e-02 7.4771467311655460e-02
1.1146900000000000e-02 5.6558811802899706e-02
1.1420500000000000e-02 4.2322877838232770e-02
1.1667000000000000e-02 3.2676384575185707e-02
1.1941999999999999e-02 2.4125654406082778e-02
1.2233100000000000e-02 1.7517163963130074e-02
1.2509100000000000e-02 1.3433432134777760e-02
1.2781700000000000e-02 1.0294257507288457e-02
1.3048000000000001e-02 7.6849145330970901e-03
1.3328100000000001e-02 6.0787487364060595e-03
1.3619600000000001e-02 4.5474537558689897e-03
1.3866300000000000e-02 3.7100502790923372e-03
1.4190400000000001e-02 3.0219715092529580e-03
1.4429200000000000e-02 2.5673138230430667e-03
1.4705100000000000e-02 2.1886581912122466e-03
1.4960700000000000e-02 1.8870511516370378e-03
1.5260100000000000e-02 1.6657629491782459e-03
1.5537700000000000e-02 1.4845015103499616e-03
1.5813600000000001e-02 1.3349351845499033e-03
1.6096800000000001e-02 1.1987267086176437e-03
1.6358600000000001e-02 1.1024282512500448e-03
1.6647900000000000e-02 1.0476921435002768e-03
1.6923000000000001e-02 9.8028231450370614e-04
1.7179400000000001e-02 9.3817985847395168e-04
1.7502600000000000e-02 9.1083608700127938e-04
1.7750100000000001e-02 8.3724393104909599e-04
1.8010800000000000e-02 8.2608389227008965e-04
1.8270700000000001e-02 8.2294438010561120e-04
1.8583400000000000e-02 7.9782810091171593e-04
1.8873999999999998e-02 7.8227719857577546e-04
1.9122900000000002e-02 7.3607454094414123e-04
1.9384200000000001e-02 7.1496523784660344e-04
1.9921999999999999e-02 6.9867096426905260e-04
2.0225099999999999e-02 6.5298255339575877e-04
2.0499199999999999e-02 6.3435386867241594e-04
2.0762200000000001e-02 6.0467500689479045e-04
2.1013000000000000e-02 5.8222384671724806e-04
2.1310500000000000e-02 5.2294049457256915e-04
2.1593299999999999e-02 4.8825785481217083e-04
2.1860000000000001e-02 4.6450018799246818e-04
2.2126500000000000e-02 4.4989295768736747e-04
2.2419999999999999e-02 3.9806095352504375e-04
2.2727899999999999e-02 3.5683824484710792e-04
2.2977200000000000e-02 3.4453042101658342e-04
2.3244399999999998e-02 3.2447389433645188e-04
2.3512000000000002e-02 2.9446036118217425e-04
2.3791300000000001e-02 2.7552771960969987e-04
2.4098600000000001e-02 2.6303923950019692e-04
2.4382800000000000e-02 2.3736594233651396e-04
2.4902500000000001e-02 2.0469100979798337e-04
2.5182300000000001e-02 1.9393670421020189e-04
2.5436600000000000e-02 1.8359527238443049e-04
2.5687800000000000e-02 1.7928019787765464e-04
2.5992299999999999e-02 1.6349282566684544e-04
2.5007300000000000e-02 2.0032208518668535e-04
2.7424899999999999e-02 1.3378523562871338e-04
2.9858900000000001e-02 9.4585517916248384e-05
3.2280999999999997e-02 6.1794960200694548e-05
3.4628899999999997e-02 5.0449292348045841e-05
3.7056499999999999e-02 4.5287579225380599e-05
3.9505199999999997e-02 3.3526716943685901e-05
4.1902200000000001e-02 2.5497757231159422e-05
4.4358200000000000e-02 1.8485228692904027e-05
4.6841899999999999e-02 1.5896312545942596e-05
4.9153299999999997e-02 1.4354854226141811e-05
5.1647899999999997e-02 1.1948275495899012e-05
5.3917399999999997e-02 9.1976527749465763e-06
5.6485199999999999e-02 7.4870984852087074e-06
5.8932800000000000e-02 6.8535671130559638e-06
6.3734299999999994e-02 4.5327547648779266e-06
6.6123100000000004e-02 3.3874537368967623e-06
6.8623799999999999e-02 2.4928334376043620e-06
7.0979500000000001e-02 2.0003381180189127e-06
7.3370299999999999e-02 1.7326595745127877e-06
7.8305600000000003e-02 1.5707129777021285e-06
8.0646899999999994e-02 1.3541549618918407e-06
8.3205799999999996e-02 1.1851604245781884e-06
8.5474900000000006e-02 9.5599582731322605e-07
8.7857299999999999e-02 8.3615793772856567e-07
9.0297199999999994e-02 7.1498011110895596e-07
9.2779899999999998e-02 6.2492236732651857e-07
9.7599099999999994e-02 4.8737694320793313e-07
9.9966299999999994e-02 4.3420053758481214e-07
9.4987500000000002e-02 5.6059362882898865e-07
1.1329500000000001e-01 2.4567531054332674e-07
1.1962600000000000e-01 1.7114768560503612e-07
1.2545400000000001e-01 1.3006050190934006e-07
1.3158600000000001e-01 9.4317249198157707e-08
1.3772799999999999e-01 7.1122773872523614e-08
1.4996599999999999e-01 3.5932668300844677e-08
1.3970800000000000e-01 6.2786058284100319e-08
1.6531999999999999e-01 1.8765708264973823e-08
2.1563199999999999e-01 1.5135531452924278e-09
2.2437299999999999e-01 1.0031438862878372e-09
2.3248800000000000e-01 6.8309801644037229e-10
2.5802100000000000e-01 1.9876621311111466e-10
2.7526099999999998e-01 7.7158443692178489e-11
2.9149900000000001e-01 3.3388708041643049e-11
