# Q(A^-1)        R
7.0058200000000003e-03 8.9019672670474215e-01
7.3898799999999997e-03 9.3726553148171954e-01
7.7781800000000000e-03 9.5494469618472444e-01
8.1552800000000009e-03 9.9590814680298534e-01
8.5712800000000006e-03 9.7018446501943045e-01
8.9330899999999994e-03 1.0000000000000000e+00
9.3302500000000000e-03 1.0000000000000000e+00
9.7161100000000000e-03 1.0000000000000000e+00
1.0117400000000000e-02 9.8981555985815806e-01
1.0493900000000000e-02 9.7250576248733767e-01
1.0889500000000000e-02 9.8163365171958539e-01
1.1268400000000000e-02 9.9018241115909078e-01
1.1655100000000000e-02 9.4756972352474744e-01
1.2024500000000000e-02 9.6933836066235690e-01
1.2413900000000000e-02 9.2763147642837440e-01
1.2831100000000000e-02 9.6154265551687135e-01
1.3188099999999999e-02 9.5541137253459851e-01
1.3563600000000000e-02 8.8316428319822149e-01
1.3982400000000001e-02 9.2316726496444967e-01
1.4339400000000000e-02 9.7046875094068275e-01
1.4745200000000000e-02 8.8158329769866428e-01
1.5138300000000000e-02 8.9255372321162219e-01
1.5529299999999999e-02 8.9347227318552092e-01
1.5918800000000000e-02 8.6543104714914332e-01
1.6284099999999999e-02 7.9440538722037379e-01
1.6694600000000000e-02 7.4038591189199021e-01
1.7067800000000001e-02 6.7519585668854354e-01
1.7466800000000001e-02 6.1764878630740494e-01
1.7865200000000001e-02 5.2774358530801213e-01
1.8244099999999999e-02 4.8376278502798403e-01
1.8639699999999999e-02 4.3575543122707905e-01
1.8978200000000001e-02 3.9276458061158093e-01
1.9397299999999999e-02 3.2185461599986709e-01
1.9779900000000000e-02 2.6404917825369878e-01
2.0159000000000000e-02 2.0723655569966043e-01
2.0569299999999999e-02 1.7180038994248498e-01
2.0974799999999998e-02 1.2591469083920151e-01
2.1335000000000000e-02 9.0751916453908649e-02
2.1729200000000001e-02 6.4246014751178193e-02
2.2151199999999999e-02 4.8292348331426468e-02
2.2519000000000001e-02 3.4045219995779336e-02
2.2916300000000001e-02 2.3565891079402421e-02
2.3278600000000000e-02 1.8219338206644786e-02
2.3706999999999999e-02 1.3559601404998522e-02
2.4083000000000000e-02 1.1387346213577426e-02
2.4483999999999999e-02 8.4025329341993610e-03
2.4808500000000001e-02 6.8585645629976088e-03
2.5268300000000000e-02 5.7573169269042757e-03
2.5620199999999999e-02 4.5583310462572399e-03
2.5989300000000000e-02 3.9935294811783220e-03
2.4996800000000000e-02 6.1847740668828210e-03
2.7406699999999999e-02 2.1377862165826412e-03
2.9854200000000001e-02 7.4141858006727479e-04
3.2253499999999997e-02 2.3651768149118821e-04
3.4659599999999999e-02 9.7296563499671822e-05
3.7124999999999998e-02 3.7200632046954179e-05
3.9483499999999998e-02 1.4231248419864316e-05
4.1895000000000002e-02 6.0332987507240643e-06
4.4334100000000001e-02 2.9696844811776614e-06
4.6820899999999999e-02 1.8771413144001798e-06
4.9175900000000002e-02 1.2469335910013005e-06
5.6495400000000001e-02 5.5227517362037025e-07
5.8894200000000001e-02 5.0687892817273455e-07
6.8461200000000000e-02 2.3603076500396779e-07
7.5923699999999997e-02 1.5988744113883994e-07
8.0628400000000003e-02 1.2013454115113639e-07
9.2732999999999996e-02 6.3029473304366569e-08
9.5113100000000006e-02 5.7105014003653695e-08
9.9772100000000002e-02 4.7081055222483008e-08
9.4814800000000005e-02 5.5824974702316684e-08
1.1343700000000000e-01 3.1516644790648508e-08
1.1978800000000001e-01 2.4040866583414080e-08
1.2534699999999999e-01 1.9878352406008783e-08
1.4988799999999999e-01 9.6383304736354091e-09
1.4007500000000001e-01 1.3570115991813361e-08
1.9051299999999999e-01 3.2256381029396356e-09
1.9908200000000001e-01 2.7118233391792989e-09
2.0719399999999999e-01 2.1818002322314744e-09
2.2413500000000000e-01 1.5091284980709183e-09
2.4984100000000001e-01 9.7998704111707215e-10
2.5800600000000001e-01 7.8545625035791768e-10
2.7483099999999999e-01 5.0677168599213579e-10
2.8286400000000000e-01 4.4244440137918277e-10
2.9198200000000002e-01 3.7216684478876586e-10
3.0007899999999998e-01 3.1622846008438898e-10
