# Q(A^-1)        R
6.9946200000000000e-03 8.9465085748495288e-01
8.0096500000000001e-03 9.9650168553898177e-01
9.0027600000000003e-03 1.0000000000000000e+00
1.0018200000000000e-02 9.9493299627746246e-01
1.1008600000000000e-02 9.4205393734702136e-01
1.1973100000000000e-02 9.5975675254338333e-01
1.2999500000000001e-02 1.0000000000000000e+00
1.4007300000000000e-02 9.7901839433543192e-01
1.4968700000000000e-02 9.2871581039453432e-01
1.6022000000000002e-02 8.9009708332218662e-01
1.6979399999999999e-02 8.5415941148545171e-01
1.7999700000000000e-02 7.5412390889428094e-01
1.8998500000000001e-02 6.5913598998127798e-01
1.9996699999999999e-02 5.5208929277900964e-01
2.1015099999999998e-02 4.3625691364522767e-01
2.1998700000000000e-02 3.6861512035326521e-01
2.2987799999999999e-02 2.8718733046279737e-01
2.4015700000000001e-02 2.3209745590453879e-01
2.5008200000000001e-02 1.8994637127737171e-01
2.6028200000000001e-02 1.6668919748457647e-01
2.5013100000000000e-02 1.8969831909858342e-01
2.7445100000000000e-02 1.3994890708642557e-01
2.9791100000000001e-02 8.3784832700916939e-02
3.2286299999999997e-02 5.1454119234066661e-02
3.4665700000000001e-02 2.9975005333050281e-02
3.7067299999999997e-02 1.8857167656985894e-02
3.9483699999999997e-02 1.2384269009254337e-02
4.1878100000000001e-02 7.0896165949565562e-03
4.4343399999999998e-02 3.9826235638558477e-03
4.6803200000000003e-02 2.4433358542204054e-03
4.9169200000000003e-02 1.8503753897556171e-03
5.1742900000000001e-02 1.4811639766525550e-03
5.4059999999999997e-02 1.3992115253788455e-03
5.6440200000000003e-02 1.3054702455049670e-03
5.8823399999999998e-02 1.3132800824393635e-03
6.1310200000000002e-02 1.2925232748095706e-03
6.3769199999999998e-02 1.1845519915488708e-03
6.6069900000000001e-02 1.0870808808462430e-03
6.8634899999999999e-02 9.8894512733226146e-04
7.0945599999999998e-02 8.2657319985748130e-04
7.3466600000000007e-02 6.5008623628376016e-04
7.5795000000000001e-02 5.5608090699628778e-04
7.8172500000000006e-02 4.3816625252175300e-04
8.0635999999999999e-02 3.4682473929694547e-04
8.3023500000000000e-02 2.8488602180109038e-04
8.5564100000000004e-02 2.5382466057652413e-04
8.7858900000000004e-02 2.1137678688258512e-04
9.0252799999999994e-02 1.9091877260476821e-04
9.2498700000000003e-02 1.6410264771628901e-04
9.5222399999999999e-02 1.5225623935689688e-04
9.7704700000000005e-02 1.3480337355949789e-04
9.9898899999999999e-02 1.3687555910058512e-04
9.5130099999999995e-02 1.5339626244002661e-04
1.0128700000000000e-01 1.3154912934271523e-04
1.0726200000000000e-01 1.1209266245633496e-04
1.1337300000000000e-01 8.6617499187777256e-05
1.1943900000000000e-01 6.7412570707094577e-05
1.2572200000000000e-01 5.2905956669273181e-05
1.3164600000000001e-01 4.2843524667852563e-05
1.3785500000000001e-01 3.7162955519739796e-05
1.4403800000000000e-01 2.8937575988998187e-05
1.4990500000000001e-01 2.3131778406060647e-05
1.4015300000000000e-01 3.3027089284226219e-05
1.4846599999999999e-01 2.3205146747801674e-05
1.5683300000000000e-01 1.7895986565574613e-05
1.6516900000000001e-01 1.4854543003267859e-05
1.7379900000000001e-01 1.2270727700526827e-05
1.8241800000000000e-01 9.2202968672406779e-06
1.9090499999999999e-01 7.5152422630253078e-06
1.9922400000000001e-01 6.5466410731358102e-06
2.0721100000000001e-01 5.5407910100877591e-06
2.1594099999999999e-01 4.3021318986405324e-06
2.2441500000000000e-01 3.2776137639943839e-06
2.3284700000000000e-01 2.7871289703777943e-06
2.4107899999999999e-01 2.2683707854143600e-06
2.4954000000000001e-01 2.0422633754828483e-06
2.5761499999999998e-01 1.6263256974142501e-06
2.6606999999999997e-01 1.4163720004562464e-06
2.7508600000000000e-01 1.1264137749708447e-06
2.8333100000000000e-01 9.3838588409223281e-07
2.9160999999999998e-01 8.2584787315619723e-07
