# Q(A^-1)        R
7.0044100000000000e-03 1.0000000000000000e+00
7.6572500000000000e-03 1.0000000000000000e+00
8.3163800000000000e-03 1.0000000000000000e+00
8.9704099999999998e-03 1.0000000000000000e+00
9.6206399999999997e-03 1.0000000000000000e+00
1.0260900000000000e-02 1.0000000000000000e+00
1.0923000000000000e-02 1.0000000000000000e+00
1.1577900000000000e-02 1.0000000000000000e+00
1.2242100000000001e-02 1.0000000000000000e+00
1.2856200000000000e-02 1.0000000000000000e+00
1.3568200000000001e-02 1.0000000000000000e+00
1.4203100000000000e-02 9.5213473048980446e-01
1.4869700000000000e-02 8.1119065939599999e-01
1.5513799999999999e-02 6.9705704993274609e-01
1.6183900000000001e-02 5.1423847275090906e-01
1.6797500000000000e-02 4.2811170929111064e-01
1.7485299999999999e-02 3.7746249523170777e-01
1.8108900000000001e-02 2.7084899999497014e-01
1.8816400000000000e-02 2.2788994203896171e-01
1.9452799999999999e-02 1.7773193133317569e-01
2.0063399999999999e-02 1.3468637803731387e-01
2.0763299999999998e-02 1.1417500008051200e-01
2.1421400000000000e-02 9.5034822706249744e-02
2.2085700000000000e-02 7.1848631484143236e-02
2.2702600000000000e-02 4.3439646598540049e-02
2.3397999999999999e-02 3.8337985383917271e-02
2.4061300000000001e-02 2.6325946264048817e-02
2.4724400000000001e-02 2.0762284637729774e-02
2.5347700000000001e-02 1.5134316823493461e-02
2.5989900000000000e-02 1.1925289255140229e-02
2.5007200000000000e-02 1.6368934359851005e-02
2.7414399999999998e-02 7.0532547619371446e-03
2.9860399999999999e-02 3.9399583993011671e-03
3.2230599999999998e-02 2.5136765920570777e-03
3.4656399999999997e-02 1.5891108361673438e-03
3.7089900000000002e-02 9.6499297822360717e-04
3.9418000000000002e-02 4.3765650572063103e-04
4.1871600000000002e-02 2.1095454624549639e-04
4.4371300000000002e-02 1.3058780969384796e-04
4.6780700000000001e-02 1.0777625386304177e-04
4.9100499999999998e-02 8.2379994870502934e-05
5.1652499999999997e-02 5.8649235534535764e-05
5.4062600000000002e-02 4.1682311249472307e-05
5.6407699999999998e-02 2.6816589686802638e-05
5.8831200000000000e-02 1.6782242740026487e-05
6.1389600000000002e-02 1.0854667238078352e-05
6.3702300000000003e-02 6.2020721030967180e-06
6.6103700000000001e-02 3.5842679064360907e-06
6.8493700000000005e-02 2.1846895034511608e-06
7.0975899999999995e-02 1.2622158286253686e-06
7.3234099999999996e-02 9.2562187021274006e-07
7.8204899999999994e-02 5.4674592310668891e-07
9.9962400000000007e-02 1.0452128596469330e-07
9.5029299999999997e-02 1.3747034814998711e-07
1.1945500000000001e-01 4.2577810300864956e-08
1.2546099999999999e-01 3.5934395483901220e-08
1.3150500000000001e-01 2.8109544907537383e-08
1.3774500000000001e-01 2.5844092505519953e-08
1.4385800000000001e-01 2.2781792459497383e-08
1.7338400000000001e-01 1.0251404497711909e-08
1.9048599999999999e-01 7.0894136877853715e-09
2.1570100000000000e-01 3.4353029811006692e-09
2.4106000000000000e-01 2.4003852896746257e-09
2.6573400000000003e-01 1.5128392219996990e-09
3.0035600000000001e-01 1.0240736036948306e-09
