# Q(A^-1)        R
6.9996800000000003e-03 9.0080872213173702e-01
8.0005200000000005e-03 9.5863500145957592e-01
9.0128099999999996e-03 9.6512477023634968e-01
9.9890799999999991e-03 9.2993946247011361e-01
1.1018099999999999e-02 8.8648107061059267e-01
1.1990700000000000e-02 9.4092394236669674e-01
1.2994500000000001e-02 9.5475121772220539e-01
1.4005600000000000e-02 9.4363737719110241e-01
1.5009600000000000e-02 9.9360449614645829e-01
1.6012599999999998e-02 1.0000000000000000e+00
1.7009099999999999e-02 9.9909449853889198e-01
1.7981299999999999e-02 9.9860892945147894e-01
1.9000900000000001e-02 9.3563926094417105e-01
2.0015300000000000e-02 8.7880070825989764e-01
2.1014000000000001e-02 8.6902640322799052e-01
2.1988600000000001e-02 7.4089804182336172e-01
2.2979699999999999e-02 5.9504909767580771e-01
2.3961799999999998e-02 3.5692314671577369e-01
2.5027199999999999e-02 1.7765830481177208e-01
2.6021599999999999e-02 8.6064575141246047e-02
2.5003800000000000e-02 1.8087816347054794e-01
2.7398400000000000e-02 3.7012214464851881e-02
2.9861800000000001e-02 1.2724791724916806e-02
3.2254300000000000e-02 7.8920099438585262e-03
3.4668499999999998e-02 5.8929791713925204e-03
3.7065000000000001e-02 5.2106804240243049e-03
3.9503299999999998e-02 4.7316997257710013e-03
4.1841700000000003e-02 4.2237865068927875e-03
4.4329100000000003e-02 3.6622088314093317e-03
4.6825699999999998e-02 3.4045403716425602e-03
4.9194000000000002e-02 3.2998223686320082e-03
5.1665500000000003e-02 2.5070030675132236e-03
5.4025600000000000e-02 1.9189006620593941e-03
5.6503900000000003e-02 1.4642167632196240e-03
5.8918400000000003e-02 1.2365050592335876e-03
6.1217300000000002e-02 1.0083922472836687e-03
6.3568100000000002e-02 7.6470044828887281e-04
6.6161399999999995e-02 5.3995450503504052e-04
6.8574599999999999e-02 3.8457125204196353e-04
7.0995699999999995e-02 2.6842351951013045e-04
7.3266899999999996e-02 2.3250726150303818e-04
7.5848499999999999e-02 2.0673905817142924e-04
7.8379500000000005e-02 1.8199375765884000e-04
8.0646800000000005e-02 1.6549844667330455e-04
8.3131999999999998e-02 1.4248817665746358e-04
8.5547799999999993e-02 1.1860234416024508e-04
8.7948200000000004e-02 1.0514140233014208e-04
9.0411800000000000e-02 9.2771723282123725e-05
9.2724000000000001e-02 8.0501767310380443e-05
9.5281299999999999e-02 6.9161545748144400e-05
9.7719600000000004e-02 6.0649453347133408e-05
1.0015700000000000e-01 5.3394879447128779e-05
9.4992099999999996e-02 7.2383603993202066e-05
1.0104500000000000e-01 5.2001451158118323e-05
1.0734700000000000e-01 3.8499247765467321e-05
1.1326300000000000e-01 2.9121801039241734e-05
1.1932600000000000e-01 2.2296093692804960e-05
1.2544300000000000e-01 1.6061126245304267e-05
1.3173000000000001e-01 1.1335711893930789e-05
1.3785000000000000e-01 7.8799212127174335e-06
1.4390100000000000e-01 5.5393267427535936e-06
1.5017100000000000e-01 4.0468585538793668e-06
1.4007500000000001e-01 6.8067136487357633e-06
1.4841900000000000e-01 4.5403356849614000e-06
1.5686500000000000e-01 2.9212789340559498e-06
1.6549400000000000e-01 1.9805172160269951e-06
1.7372000000000001e-01 1.3269086160155569e-06
1.8233500000000000e-01 9.1406419712939159e-07
1.9914399999999999e-01 3.9686660171651029e-07
2.0749699999999999e-01 2.5857488197121225e-07
2.1586500000000000e-01 1.6862851075636285e-07
2.5792999999999999e-01 2.0779581470902657e-08
3.0020599999999997e-01 2.0713188941812177e-09
