# Q(A^-1)        R
7.0015700000000004e-03 9.1720040584548101e-01
7.2848699999999997e-03 9.4398901465655349e-01
7.5691999999999999e-03 9.9831851215456791e-01
7.8407000000000008e-03 1.0000000000000000e+00
8.1024600000000006e-03 1.0000000000000000e+00
8.3714700000000006e-03 1.0000000000000000e+00
8.6589900000000001e-03 1.0000000000000000e+00
8.9141199999999993e-03 1.0000000000000000e+00
9.1941000000000002e-03 9.7932062683177001e-01
9.4795599999999997e-03 9.5057015382654420e-01
9.7537900000000000e-03 9.4823815714533599e-01
1.0016799999999999e-02 9.2947036072666922e-01
1.0309700000000000e-02 9.0192529999932869e-01
1.0555200000000001e-02 9.0185575687039821e-01
1.0847200000000000e-02 8.7582099421462078e-01
1.1127600000000000e-02 8.8720674295099677e-01
1.1395900000000000e-02 8.8822180776587101e-01
1.1700000000000000e-02 9.2068447961901334e-01
1.1967200000000001e-02 9.3106579665099320e-01
1.2240700000000000e-02 9.4269475911119205e-01
1.2508300000000000e-02 9.4529108233625969e-01
1.2763500000000001e-02 9.4738296124852306e-01
1.3051600000000000e-02 9.4688494591499095e-01
1.3352299999999999e-02 9.2739845382558661e-01
1.3598799999999999e-02 9.5348285580384529e-01
1.3895100000000001e-02 9.3685213987665106e-01
1.4142500000000001e-02 9.1549390073433945e-01
1.4454699999999999e-02 9.0651498030662925e-01
1.4733599999999999e-02 9.3133731967613431e-01
1.4978699999999999e-02 9.3632718959927663e-01
1.5265700000000000e-02 9.6019274508412122e-01
1.5522299999999999e-02 9.7590584313785511e-01
1.5825100000000002e-02 9.9197316611348052e-01
1.6069000000000000e-02 1.0000000000000000e+00
1.6366200000000001e-02 1.0000000000000000e+00
1.6633900000000000e-02 1.0000000000000000e+00
1.6913299999999999e-02 1.0000000000000000e+00
1.7181900000000000e-02 1.0000000000000000e+00
1.7450700000000000e-02 1.0000000000000000e+00
1.7738500000000001e-02 1.0000000000000000e+00
1.8013200000000000e-02 1.0000000000000000e+00
1.8287100000000001e-02 1.0000000000000000e+00
1.8562599999999999e-02 1.0000000000000000e+00
1.8821999999999998e-02 1.0000000000000000e+00
1.9100599999999999e-02 9.8929809449515227e-01
1.9391100000000001e-02 9.6608299462497271e-01
1.9675999999999999e-02 9.6013728672427023e-01
1.9957099999999998e-02 9.7150305227928824e-01
2.0185999999999999e-02 9.6776889259867060e-01
2.0505700000000002e-02 9.2678912547625303e-01
2.0762400000000000e-02 9.1659537094813037e-01
2.1033900000000001e-02 9.2939001007054589e-01
2.1319600000000001e-02 9.4165266328128072e-01
2.1636200000000001e-02 9.1450805927473633e-01
2.1855400000000001e-02 9.1903178008906938e-01
