# Q(A^-1)        R
6.9994699999999998e-03 9.5518965812747547e-01
7.4022200000000002e-03 1.0000000000000000e+00
7.7739699999999998e-03 1.0000000000000000e+00
8.1665399999999999e-03 1.0000000000000000e+00
8.5653599999999993e-03 9.9234404919245756e-01
8.9581999999999995e-03 1.0000000000000000e+00
9.3354800000000002e-03 1.0000000000000000e+00
9.7264399999999994e-03 1.0000000000000000e+00
1.0118200000000001e-02 9.8008168254297467e-01
1.0480800000000000e-02 9.4922937160027754e-01
1.0880799999999999e-02 9.1061302599104199e-01
1.1248899999999999e-02 9.9007767254391044e-01
1.1656600000000000e-02 9.8714526924830182e-01
1.2037000000000001e-02 1.0000000000000000e+00
1.2435500000000000e-02 1.0000000000000000e+00
1.2822300000000000e-02 1.0000000000000000e+00
1.3193399999999999e-02 1.0000000000000000e+00
1.3606600000000000e-02 1.0000000000000000e+00
1.3996700000000001e-02 1.0000000000000000e+00
1.4387799999999999e-02 1.0000000000000000e+00
1.4751000000000000e-02 1.0000000000000000e+00
1.5128500000000000e-02 1.0000000000000000e+00
1.5531900000000000e-02 1.0000000000000000e+00
1.5939600000000002e-02 1.0000000000000000e+00
1.6311800000000001e-02 1.0000000000000000e+00
1.6698500000000002e-02 9.9970331329500706e-01
1.7056600000000002e-02 9.9156343084885856e-01
1.7486999999999999e-02 9.6577366975118673e-01
1.7857399999999999e-02 9.6343056571572561e-01
1.8261099999999999e-02 9.5802954115019201e-01
1.8629400000000001e-02 9.9181609580331476e-01
1.9016000000000002e-02 9.5572883721012514e-01
1.9373000000000001e-02 9.1610546480822930e-01
1.9793499999999999e-02 9.4161898571047609e-01
2.0197600000000000e-02 1.0000000000000000e+00
2.0590799999999999e-02 9.9055746432256553e-01
2.0967900000000001e-02 9.9605451538036194e-01
2.1366699999999999e-02 1.0000000000000000e+00
2.1732000000000001e-02 1.0000000000000000e+00
2.2156300000000000e-02 1.0000000000000000e+00
2.2513999999999999e-02 1.0000000000000000e+00
2.2894899999999999e-02 1.0000000000000000e+00
2.3264600000000000e-02 1.0000000000000000e+00
2.3677600000000000e-02 1.0000000000000000e+00
2.4095900000000000e-02 9.8787293544437160e-01
2.4476800000000000e-02 9.5908923257125800e-01
2.4865000000000002e-02 9.0610014352514390e-01
2.5205499999999999e-02 8.2874866633328381e-01
2.5566200000000001e-02 7.5158147549712284e-01
2.6060500000000000e-02 5.8601991189262437e-01
2.4991699999999999e-02 8.7634139740445649e-01
2.7345899999999999e-02 3.1094473944520051e-01
2.9904000000000000e-02 7.5936048309075507e-02
3.2308999999999997e-02 2.8906076520744676e-02
3.4639400000000001e-02 1.7609230117099518e-02
3.7124400000000002e-02 1.2948772818602901e-02
3.9476499999999998e-02 1.0558331427451320e-02
4.1944799999999997e-02 7.0955728049674101e-03
4.4244100000000001e-02 5.2500533651432977e-03
4.6726600000000000e-02 3.9969268010353566e-03
4.9160400000000000e-02 2.9655873934690026e-03
5.1545899999999999e-02 2.2575319309621053e-03
5.4075499999999999e-02 1.7076209755525140e-03
5.6518300000000000e-02 1.3505777696949234e-03
5.8951999999999997e-02 1.1998205073437680e-03
6.1128900000000000e-02 1.0762842230833984e-03
6.3638200000000006e-02 8.2896702629248675e-04
6.6012500000000002e-02 6.8405241353853132e-04
6.8494700000000006e-02 5.6101996412894015e-04
7.0910699999999993e-02 4.5191442632475055e-04
7.3335399999999995e-02 3.9153092673675267e-04
7.5762800000000005e-02 3.3958984197024711e-04
7.8130800000000000e-02 2.8583398011809772e-04
8.0611799999999997e-02 2.4765276001309532e-04
8.3102700000000002e-02 2.0889450107035274e-04
8.5544400000000007e-02 1.7380371018288013e-04
8.8020899999999999e-02 1.4532831751782617e-04
9.0296199999999993e-02 1.2834086196624226e-04
9.2618900000000004e-02 1.1783363056247788e-04
9.5155600000000007e-02 9.5208195137771624e-05
9.7615800000000003e-02 8.4925552073207900e-05
1.0001500000000001e-01 7.5959558198022129e-05
9.5029100000000005e-02 9.8283288112089356e-05
1.0104800000000000e-01 7.3526598026684150e-05
1.0719900000000000e-01 5.5255491416144273e-05
1.1332399999999999e-01 3.9963467863592707e-05
1.1966400000000001e-01 2.8803126123255674e-05
1.2529299999999999e-01 2.2502087863401378e-05
1.3200500000000001e-01 1.7679459528715615e-05
1.3782500000000000e-01 1.3695946590717114e-05
1.4406700000000000e-01 9.9624821204156326e-06
1.4998900000000001e-01 7.3626312728562829e-06
1.4008000000000001e-01 1.2301470931415825e-05
1.4842200000000000e-01 8.0666915824089843e-06
1.5695400000000001e-01 5.3884778450077810e-06
1.6512600000000000e-01 3.7043751318803033e-06
1.7366999999999999e-01 2.5428008020629114e-06
1.8220900000000001e-01 1.8279124038445515e-06
1.9008300000000000e-01 1.3392051868719768e-06
1.9886200000000001e-01 9.7992837773304969e-07
2.0739400000000000e-01 6.7911420726555326e-07
2.1551400000000001e-01 4.9151208887296432e-07
2.4109700000000001e-01 1.9946837376035686e-07
2.4954100000000001e-01 1.5304007869317419e-07
2.6620700000000003e-01 8.3707109200743772e-08
2.7482800000000002e-01 5.9917930346463811e-08
2.8347499999999998e-01 4.4199302351298399e-08
2.9188700000000001e-01 3.2061439545753210e-08
