# Q(A^-1)        R
6.9997999999999996e-03 1.0000000000000000e+00
7.3807500000000002e-03 1.0000000000000000e+00
7.7643499999999997e-03 1.0000000000000000e+00
8.1497199999999992e-03 1.0000000000000000e+00
8.5553899999999995e-03 1.0000000000000000e+00
8.9412299999999997e-03 1.0000000000000000e+00
9.3255100000000004e-03 1.0000000000000000e+00
9.7245800000000000e-03 1.0000000000000000e+00
1.0113400000000000e-02 9.9446883916711881e-01
1.0483100000000000e-02 9.8988445907834188e-01
1.0877000000000000e-02 8.9534448757653751e-01
1.1270100000000000e-02 9.1696142110422674e-01
1.1653300000000000e-02 9.2129581782365799e-01
1.2035400000000000e-02 9.0024926454343868e-01
1.2433300000000000e-02 9.4574141435914494e-01
1.2808200000000000e-02 9.0215383265318327e-01
1.3183700000000000e-02 9.0359198106629690e-01
1.3587900000000000e-02 8.8152587854579434e-01
1.3971500000000000e-02 8.9017219462959529e-01
1.4388900000000000e-02 9.0834026661694056e-01
1.4748700000000000e-02 9.2955222079330735e-01
1.5119700000000000e-02 9.3485306579869965e-01
1.5533300000000000e-02 9.7749042605635827e-01
1.5924700000000000e-02 9.9871953475219422e-01
1.6299600000000001e-02 1.0000000000000000e+00
1.6671399999999999e-02 1.0000000000000000e+00
1.7082300000000002e-02 1.0000000000000000e+00
1.7489999999999999e-02 1.0000000000000000e+00
1.7894500000000001e-02 1.0000000000000000e+00
1.8271800000000001e-02 1.0000000000000000e+00
1.8605099999999999e-02 1.0000000000000000e+00
1.9023600000000002e-02 1.0000000000000000e+00
1.9392300000000001e-02 9.9215591475247789e-01
1.9790900000000000e-02 9.1479909313205399e-01
2.0195600000000001e-02 7.4338825134841824e-01
2.0566000000000001e-02 6.2038674981834740e-01
2.0979399999999999e-02 4.5396876674487413e-01
2.1331400000000000e-02 3.0345268146066162e-01
2.1771400000000000e-02 2.1071369044935190e-01
2.2107900000000000e-02 1.4914126988049359e-01
2.2506499999999999e-02 8.8064633281717736e-02
2.2937300000000001e-02 5.2515162428910821e-02
2.3273700000000001e-02 3.4851806769681165e-02
2.3662800000000001e-02 2.0334689746097846e-02
2.4070399999999999e-02 1.2844071617381513e-02
2.4476100000000001e-02 8.1213818228646623e-03
2.4818300000000001e-02 5.5966290200781827e-03
2.5212499999999999e-02 3.6920153168035052e-03
2.5630300000000002e-02 2.5931908600194762e-03
2.6041600000000002e-02 2.0052604161778865e-03
2.4992400000000001e-02 4.6833349534644497e-03
2.7461500000000000e-02 1.2480715343148303e-03
2.9841199999999998e-02 8.7872282265067942e-04
3.2318899999999998e-02 7.7011713223341569e-04
3.4625700000000002e-02 6.3956187188503896e-04
3.7093300000000003e-02 5.3360716314428190e-04
3.9543900000000000e-02 4.2525414271625008e-04
4.1933499999999999e-02 3.0130938362361002e-04
4.4322399999999998e-02 2.2323012075342474e-04
4.6845900000000003e-02 1.8333067022409559e-04
4.9273699999999997e-02 1.5213892965271726e-04
5.1566000000000001e-02 1.1853842871466619e-04
5.4047600000000001e-02 9.4295173314742919e-05
5.6519600000000003e-02 7.6877942838931524e-05
5.8930200000000002e-02 7.0151893460956572e-05
6.1300700000000000e-02 6.3849881465956153e-05
6.3822599999999993e-02 5.2435788282149850e-05
6.6217999999999999e-02 4.2508259115017725e-05
6.8467500000000001e-02 3.4634111566119957e-05
7.0983800000000000e-02 2.9408927935246065e-05
7.3292099999999999e-02 2.5778668376947656e-05
7.5850899999999999e-02 2.3093671864639956e-05
7.8212400000000001e-02 2.0795040938248553e-05
8.0616300000000002e-02 1.7949847801334728e-05
8.2911899999999997e-02 1.5033479002091504e-05
8.5583500000000007e-02 1.2699488049210080e-05
8.7892200000000004e-02 1.1184648741341085e-05
9.0456700000000001e-02 9.3213532724761673e-06
9.2528100000000002e-02 8.7200858317429154e-06
9.5115300000000000e-02 7.5217027246906779e-06
9.7489599999999996e-02 6.7474877292786476e-06
1.0004200000000001e-01 5.9770632433629516e-06
9.4949300000000000e-02 7.7820526087276831e-06
1.0095500000000000e-01 5.5467811376012660e-06
1.0734399999999999e-01 4.2035737908789660e-06
1.1341600000000000e-01 3.3080977871631846e-06
1.1942600000000000e-01 2.4686475754485656e-06
1.2542000000000000e-01 1.8285357439199878e-06
1.3141200000000000e-01 1.4158825712858764e-06
1.3780200000000001e-01 1.0587449894617011e-06
1.4999199999999999e-01 6.1916714934646960e-07
1.4860200000000001e-01 6.5389367191610575e-07
1.5713900000000000e-01 4.6945627042109612e-07
1.6523199999999999e-01 3.3311155372984659e-07
1.7372799999999999e-01 2.3794654121060517e-07
1.8206300000000000e-01 1.6604290588542474e-07
1.9062299999999999e-01 1.1676261513408749e-07
1.9929600000000000e-01 8.2561403304802080e-08
2.0741299999999999e-01 5.7692022030551709e-08
2.2417999999999999e-01 2.9605685890875001e-08
2.4081500000000000e-01 1.5408200122786626e-08
2.6599000000000000e-01 5.0882122655880826e-09
2.7500400000000003e-01 3.5427781454994801e-09
2.8277300000000000e-01 2.5090932297135554e-09
