# Q(A^-1)        R
6.9995400000000003e-03 7.5304801608590310e-01
7.3708400000000000e-03 7.0849856751069606e-01
7.7754599999999997e-03 6.6203965319059377e-01
8.1741200000000000e-03 6.1448353859235805e-01
8.5533999999999992e-03 5.3620733755365491e-01
8.9357099999999995e-03 4.4958982897785160e-01
9.3346000000000002e-03 3.6965058133198625e-01
9.7136400000000008e-03 2.9732007546414790e-01
1.0107000000000000e-02 2.4533545165393994e-01
1.0481900000000001e-02 1.9177292969512821e-01
1.0890800000000001e-02 1.3188244782043126e-01
1.1252000000000000e-02 1.0343995309158857e-01
1.1673500000000000e-02 7.4956940138919098e-02
1.2045400000000000e-02 5.4034148254454864e-02
1.2422600000000001e-02 3.9773715272343607e-02
1.2799100000000001e-02 3.1431145315226339e-02
1.3226600000000000e-02 2.2240138930345980e-02
1.3586000000000001e-02 1.7761926090757149e-02
1.3987800000000000e-02 1.3949395519521202e-02
1.4381300000000000e-02 1.1156743189700216e-02
1.4744300000000000e-02 9.0468586070380046e-03
1.5153300000000000e-02 7.6113896076809417e-03
1.5563600000000000e-02 6.4676847691450910e-03
1.5894599999999998e-02 5.7293247434437831e-03
1.6321100000000002e-02 5.1084761428871550e-03
1.6714799999999998e-02 4.6590878930883326e-03
1.7063200000000001e-02 4.4721207582740360e-03
1.7459200000000001e-02 4.4571681875629184e-03
1.7857999999999999e-02 4.0005067798101505e-03
1.8255799999999999e-02 3.9370703342751162e-03
1.8662100000000001e-02 3.9108521356704413e-03
1.9040399999999999e-02 4.0122509378562468e-03
1.9377200000000001e-02 3.9040223706351615e-03
1.9789700000000000e-02 3.9478900452665361e-03
2.0182499999999999e-02 3.8273380246411528e-03
2.0556600000000001e-02 3.7813582975365690e-03
2.0984599999999999e-02 3.5831120571562371e-03
2.1388200000000000e-02 3.1766650676731474e-03
2.1779000000000000e-02 3.0482163433984905e-03
2.2140199999999999e-02 2.7602985924061992e-03
2.2510200000000001e-02 2.3974091080918125e-03
2.2909200000000001e-02 2.1284336653448069e-03
2.3316600000000000e-02 1.8691653303981846e-03
2.3689399999999999e-02 1.6356825302452939e-03
2.4085200000000001e-02 1.5450262892985104e-03
2.4417999999999999e-02 1.4110208456322309e-03
2.4878100000000000e-02 1.1722005630666848e-03
2.5217199999999999e-02 1.0726095710720015e-03
2.5634700000000000e-02 9.7466415282010475e-04
2.5957000000000001e-02 9.1372998517069942e-04
2.4982500000000001e-02 1.1345724179805821e-03
2.7451000000000000e-02 6.5520931975598896e-04
2.9841599999999999e-02 4.1589136865184385e-04
3.2239299999999999e-02 2.7145568322451498e-04
3.4686599999999998e-02 2.2134397659459359e-04
3.7170000000000002e-02 2.1390863801745049e-04
3.9500300000000002e-02 1.6888253429366067e-04
4.1986700000000002e-02 1.2969720103127807e-04
4.4384000000000000e-02 9.1450801657659065e-05
4.6782200000000003e-02 7.7181407428646612e-05
4.9296800000000002e-02 6.6075591599065356e-05
5.1635000000000000e-02 5.2000973212102185e-05
5.4077100000000003e-02 3.8587319451540309e-05
5.6390400000000000e-02 3.1573402678479730e-05
5.8906000000000000e-02 2.8811087696776533e-05
6.1215499999999999e-02 2.5810888120239150e-05
6.3641400000000001e-02 1.9077703055854271e-05
6.6174300000000005e-02 1.4119405075115743e-05
6.8485900000000002e-02 1.0791672021919163e-05
7.0930400000000005e-02 8.9292671221141760e-06
7.3554599999999998e-02 7.6750303036696453e-06
7.5810500000000003e-02 7.6169200230431108e-06
7.8089300000000000e-02 6.8715607757528735e-06
8.0713199999999999e-02 5.8904032072524733e-06
8.3040400000000000e-02 5.0045167041855059e-06
8.5516400000000006e-02 4.2660238163750335e-06
8.7826100000000004e-02 3.6635854097304146e-06
9.0364000000000000e-02 3.0771382469906687e-06
9.2635599999999998e-02 2.7486507491241924e-06
9.5116300000000001e-02 2.3482838556793581e-06
9.7607500000000000e-02 2.1313316105220577e-06
9.9977499999999997e-02 1.8661731933863651e-06
9.4938999999999996e-02 2.3951309203578453e-06
1.0714300000000000e-01 1.3594845415211381e-06
1.1333500000000001e-01 1.0187398739129522e-06
1.1946100000000000e-01 6.9467635997438647e-07
1.2575300000000000e-01 5.0568294087499333e-07
1.3167400000000001e-01 3.7653480881425962e-07
1.3988500000000001e-01 2.3124946674555769e-07
1.5661100000000000e-01 9.5654989772908252e-08
1.7374300000000001e-01 4.1306315928792310e-08
1.8221100000000001e-01 2.7534603367317592e-08
2.1592600000000001e-01 4.7899077664711402e-09
2.5794400000000001e-01 5.6523932143403213e-10
2.6589000000000002e-01 3.5018763451919850e-10
2.7514499999999997e-01 2.1604512138229629e-10
2.9184700000000002e-01 8.7181386218598673e-11
3.0000100000000002e-01 5.5039802576706265e-11
