# Q(A^-1)        R
7.0058700000000000e-03 9.3643651093572511e-01
7.9862800000000001e-03 9.9589047957876042e-01
9.0081099999999997e-03 1.0000000000000000e+00
1.0018700000000000e-02 1.0000000000000000e+00
1.1005300000000001e-02 1.0000000000000000e+00
1.1989100000000001e-02 1.0000000000000000e+00
1.2981700000000001e-02 1.0000000000000000e+00
1.4000300000000000e-02 1.0000000000000000e+00
1.5012800000000000e-02 1.0000000000000000e+00
1.5989400000000001e-02 1.0000000000000000e+00
1.7005900000000001e-02 1.0000000000000000e+00
1.7983499999999999e-02 9.8865026864512129e-01
1.9010200000000001e-02 8.2314565332956002e-01
1.9988499999999999e-02 6.8182836604210451e-01
2.0983000000000002e-02 5.1772066189039290e-01
2.2008600000000000e-02 3.3065924202590158e-01
2.3017699999999999e-02 1.8920154058925601e-01
2.3965299999999998e-02 1.0353526225925681e-01
2.4992299999999999e-02 6.0298767731528473e-02
2.6003100000000001e-02 3.9721149856429480e-02
2.4960199999999998e-02 6.1029105571740280e-02
2.7431500000000001e-02 2.6908008353285131e-02
2.9822700000000001e-02 1.7348881071702543e-02
3.2264700000000000e-02 1.3049832420611571e-02
3.4658500000000002e-02 9.6983179886585714e-03
3.7109600000000000e-02 7.8657478794137980e-03
3.9525400000000002e-02 5.3195916147391036e-03
4.1940999999999999e-02 3.5032762674775710e-03
4.4316899999999999e-02 2.4471660742208402e-03
4.6679800000000000e-02 2.0643914560659333e-03
4.9228099999999997e-02 1.7087070561458053e-03
5.1555499999999997e-02 1.3301650886961328e-03
5.3973699999999999e-02 1.0153235059916644e-03
5.6529799999999998e-02 8.3516016396122431e-04
5.8829899999999997e-02 7.8355189545219152e-04
6.1294000000000001e-02 7.2494212678002616e-04
6.3777000000000000e-02 5.6448404805920340e-04
6.6020800000000004e-02 4.2655710119508599e-04
6.8517099999999997e-02 3.1710092322880272e-04
7.0948300000000006e-02 2.4280803952032013e-04
7.3393200000000006e-02 2.0212643134231837e-04
7.5849100000000003e-02 1.6865942242188180e-04
7.8304499999999999e-02 1.3629730530122407e-04
8.0624000000000001e-02 1.1228735798883149e-04
8.3032499999999995e-02 8.8295835561775647e-05
8.5489700000000002e-02 7.2528885730454131e-05
8.7897900000000001e-02 6.2442778216691578e-05
9.0395199999999995e-02 5.5206391666526305e-05
9.2686599999999994e-02 5.0442061604959885e-05
9.5125299999999996e-02 4.3138451785208100e-05
9.7474000000000005e-02 3.9748975500854634e-05
1.0026700000000000e-01 3.4307519382209680e-05
9.5064899999999994e-02 4.3556213313468690e-05
1.0117000000000000e-01 3.3372926814615626e-05
1.0713600000000000e-01 2.4650956002867791e-05
1.1321800000000000e-01 1.7008560176104834e-05
1.1942600000000000e-01 1.2256454330378392e-05
1.2560800000000000e-01 8.6475489934041295e-06
1.3173199999999999e-01 6.1599895661091283e-06
1.3764599999999999e-01 4.1599947762343550e-06
1.4410899999999999e-01 2.6867478164118997e-06
1.3994100000000001e-01 3.5949022762588781e-06
1.4840000000000000e-01 2.0039171418090247e-06
1.5675500000000001e-01 1.1666209104909877e-06
1.7404700000000001e-01 4.2785768400060842e-07
1.9069600000000000e-01 1.7057824953581484e-07
2.0729300000000001e-01 6.5515431381006818e-08
2.1644900000000000e-01 3.7883562910246721e-08
2.2461200000000001e-01 2.4549296935454394e-08
2.4939900000000001e-01 6.9051310147694389e-09
2.5741599999999998e-01 4.3030321079418446e-09
2.7479700000000001e-01 1.6034287604721613e-09
2.9983700000000002e-01 3.8231573287833250e-10
