# Q(A^-1)        R
6.9987299999999999e-03 8.4510545790454239e-01
7.3814900000000001e-03 9.1089394063865459e-01
7.7980300000000001e-03 9.7093087051511195e-01
8.1632200000000005e-03 9.9864332097404629e-01
8.5557500000000009e-03 9.5138152631216177e-01
8.9480800000000006e-03 9.2261377540007905e-01
9.3232200000000001e-03 9.0187535196222679e-01
9.7190300000000000e-03 8.6671488532983321e-01
1.0087499999999999e-02 8.8859812295992302e-01
1.0494500000000000e-02 8.7122586210657971e-01
1.0879399999999999e-02 8.8253958213645456e-01
1.1270900000000000e-02 9.1713977407450464e-01
1.1641600000000000e-02 9.6245945845881664e-01
1.2041300000000000e-02 9.9914530374372934e-01
1.2419800000000000e-02 9.9739975532078617e-01
1.2798000000000000e-02 1.0000000000000000e+00
1.3202800000000001e-02 1.0000000000000000e+00
1.3585200000000000e-02 9.9900246038311280e-01
1.3976100000000000e-02 9.8756507687656447e-01
1.4397300000000000e-02 9.9717209500481918e-01
1.4760600000000000e-02 1.0000000000000000e+00
1.5152799999999999e-02 1.0000000000000000e+00
1.5549400000000000e-02 1.0000000000000000e+00
1.5906500000000000e-02 1.0000000000000000e+00
1.6317600000000002e-02 9.9007388676555763e-01
1.6697099999999999e-02 9.8816561856475227e-01
1.7060499999999999e-02 9.9321366371248887e-01
1.7437600000000001e-02 9.7825485919407618e-01
1.7822500000000002e-02 9.3721661139981716e-01
1.8238600000000001e-02 9.5528960316893108e-01
1.8642599999999999e-02 9.3482928414512800e-01
1.8981600000000001e-02 9.1301983595010783e-01
1.9415499999999999e-02 9.1897099659276194e-01
1.9782100000000000e-02 9.2813976044928115e-01
2.0161399999999999e-02 9.6941038732498197e-01
2.0564599999999999e-02 9.6378244028522253e-01
2.0992199999999999e-02 1.0000000000000000e+00
2.1327200000000001e-02 1.0000000000000000e+00
2.1739300000000000e-02 1.0000000000000000e+00
2.2133400000000001e-02 1.0000000000000000e+00
2.2466600000000000e-02 1.0000000000000000e+00
2.2901100000000001e-02 1.0000000000000000e+00
2.3300200000000000e-02 1.0000000000000000e+00
2.3704300000000001e-02 9.6402040493888674e-01
2.4077600000000001e-02 9.9078913097049670e-01
2.4493200000000000e-02 9.4702483842491580e-01
2.4822100000000000e-02 9.3350046191018232e-01
2.5298600000000001e-02 9.0800675008367060e-01
2.5581500000000000e-02 9.3420086515272205e-01
2.5985299999999999e-02 8.9298931256794956e-01
2.4950600000000000e-02 9.4146479622176338e-01
2.7412099999999998e-02 6.1320352955914426e-01
2.9827699999999999e-02 2.6671122282810850e-01
3.2268800000000000e-02 1.2581301515060864e-01
3.4688099999999999e-02 7.2787895669979924e-02
3.7102599999999999e-02 4.9976406950378784e-02
3.9537299999999997e-02 4.0407443605898659e-02
4.1919999999999999e-02 2.9671687847038865e-02
4.4367200000000002e-02 2.0748852056998026e-02
4.6701199999999998e-02 1.5402850980119426e-02
4.9241500000000001e-02 1.1427671598113672e-02
5.1689600000000002e-02 9.1441328660608594e-03
5.4138600000000002e-02 6.6821323012695609e-03
5.6485899999999999e-02 5.4688385098139647e-03
5.8863800000000001e-02 4.8413748591865273e-03
6.1246200000000001e-02 4.2272429165772151e-03
6.3732300000000006e-02 3.4423161253407989e-03
6.6127900000000003e-02 2.8755644104907149e-03
6.8506800000000007e-02 2.2095931412898532e-03
7.0989600000000000e-02 1.9839296877069154e-03
7.3499400000000006e-02 1.5795466480875728e-03
7.5786400000000004e-02 1.4927751230800546e-03
7.8272499999999995e-02 1.2729984762531060e-03
8.0606999999999998e-02 1.0896232418788391e-03
8.3150799999999997e-02 9.1997198686093922e-04
8.5469900000000001e-02 8.2924635234138963e-04
8.7924000000000002e-02 6.9500409970694489e-04
9.0405700000000006e-02 6.4105778974011098e-04
9.2783400000000002e-02 5.9658581738518553e-04
9.5189800000000005e-02 5.2708841519570940e-04
9.7649799999999995e-02 4.5689585053022651e-04
1.0008000000000000e-01 4.1181033090532802e-04
9.5058100000000006e-02 5.2587182011452416e-04
1.0092400000000000e-01 4.1257684301185211e-04
1.0720399999999999e-01 2.9604351639932246e-04
1.1330200000000000e-01 2.2881523723973605e-04
1.1930100000000000e-01 1.7523096366530813e-04
1.2556300000000001e-01 1.3399681141364693e-04
1.3195200000000001e-01 1.0076365982833967e-04
1.3787300000000000e-01 8.3278237317362062e-05
1.4386299999999999e-01 6.8257237126828624e-05
1.5007799999999999e-01 5.7335781486505024e-05
1.4001900000000000e-01 8.1441201963229067e-05
1.4831800000000001e-01 6.0440975588351563e-05
1.5674500000000000e-01 4.5143854343882435e-05
1.6522300000000001e-01 3.5699064775053382e-05
1.7368700000000001e-01 2.7843819016583815e-05
1.8211900000000000e-01 2.3101515848809372e-05
1.9060099999999999e-01 1.8508812040445638e-05
1.9884299999999999e-01 1.4391695707675517e-05
2.0743300000000001e-01 1.1630054028022015e-05
2.1630600000000000e-01 9.2954380332070981e-06
2.2424400000000000e-01 7.5472584297312482e-06
2.3245700000000000e-01 6.4560357034648603e-06
2.4092200000000000e-01 5.8670124488075478e-06
2.4978300000000001e-01 4.7721946905344293e-06
2.5789600000000001e-01 4.0393436096428715e-06
2.6613700000000001e-01 3.4804829038746347e-06
2.7438600000000002e-01 2.8737873269329554e-06
2.8298099999999998e-01 2.4676936682100489e-06
2.9174299999999997e-01 2.1409046713934462e-06
3.0013299999999998e-01 1.8049451000479166e-06
