# Q(A^-1)        R
6.9971900000000004e-03 9.1849047534858064e-01
7.3768799999999997e-03 9.6576900921329267e-01
7.7871499999999996e-03 9.8564000194923596e-01
8.1506800000000004e-03 9.9826157078921107e-01
8.5500200000000002e-03 1.0000000000000000e+00
8.9276000000000008e-03 1.0000000000000000e+00
9.3187500000000006e-03 1.0000000000000000e+00
9.7198300000000005e-03 9.9840570626180269e-01
1.0090999999999999e-02 9.8058102080143372e-01
1.0478700000000001e-02 9.6507685066952387e-01
1.0861200000000000e-02 9.2270336257235142e-01
1.1257200000000000e-02 9.5893327938851292e-01
1.1667900000000000e-02 9.8042451250904172e-01
1.2040000000000000e-02 9.9396623387350425e-01
1.2405700000000000e-02 1.0000000000000000e+00
1.2806500000000000e-02 1.0000000000000000e+00
1.3198300000000000e-02 1.0000000000000000e+00
1.3583000000000000e-02 9.9972509391571629e-01
1.4003099999999999e-02 9.8042417919382152e-01
1.4387199999999999e-02 9.6657774642062655e-01
1.4763300000000000e-02 9.7839651293824237e-01
1.5148600000000000e-02 9.7567178915365294e-01
1.5514200000000001e-02 9.9100426097503180e-01
1.5916400000000001e-02 9.9933705413853080e-01
1.6259699999999998e-02 1.0000000000000000e+00
1.6719800000000000e-02 1.0000000000000000e+00
1.7059200000000000e-02 1.0000000000000000e+00
1.7480099999999998e-02 1.0000000000000000e+00
1.7847300000000000e-02 1.0000000000000000e+00
1.8239499999999999e-02 1.0000000000000000e+00
1.8609000000000001e-02 1.0000000000000000e+00
1.9032400000000001e-02 1.0000000000000000e+00
1.9415700000000001e-02 1.0000000000000000e+00
1.9762300000000000e-02 1.0000000000000000e+00
2.0172200000000001e-02 9.6328551027617837e-01
2.0597899999999999e-02 9.3580478421649382e-01
2.0945800000000001e-02 9.0179455847144363e-01
2.1338599999999999e-02 8.3858981834781210e-01
2.1727199999999999e-02 7.5584668245228492e-01
2.2125599999999999e-02 6.9055344189759260e-01
2.2485499999999999e-02 6.0364710607055927e-01
2.2909599999999999e-02 4.9824387601349590e-01
2.3274099999999999e-02 4.3062852882007929e-01
2.3690599999999999e-02 3.5063750810833449e-01
2.4067100000000001e-02 2.8797470500719763e-01
2.4466300000000000e-02 2.3686586614449004e-01
2.4822000000000000e-02 2.0365694468120163e-01
2.5251900000000001e-02 1.6250052234998200e-01
2.5589799999999999e-02 1.4189433122591369e-01
2.6041600000000002e-02 1.1619956492466146e-01
2.4982799999999999e-02 1.8884814428069263e-01
2.7370400000000000e-02 7.9084447815581313e-02
2.9786300000000002e-02 4.2052967303343999e-02
3.2203700000000002e-02 2.4815466534998713e-02
3.4629800000000002e-02 1.6476437854831955e-02
3.7128500000000002e-02 1.2435685498609824e-02
3.9528000000000001e-02 9.8487175345770978e-03
4.1903700000000002e-02 6.8262255730009939e-03
4.4337900000000000e-02 4.8217487631701441e-03
4.6778199999999999e-02 3.6471570363230069e-03
4.9183800000000000e-02 3.0009846519482150e-03
5.1563800000000000e-02 2.2956272951203060e-03
5.3994100000000003e-02 1.7360104132028073e-03
5.6438599999999998e-02 1.4038229870948860e-03
5.8857800000000002e-02 1.2428133209346362e-03
6.1266800000000003e-02 1.0939203745223536e-03
6.3724799999999998e-02 8.8325487651579992e-04
6.6150399999999998e-02 7.2084156815078245e-04
6.8506399999999995e-02 5.9560295401179944e-04
7.0993899999999999e-02 4.8037612754151936e-04
7.3368900000000001e-02 4.1896430176868808e-04
7.5745699999999999e-02 3.7491832505628578e-04
7.8088400000000002e-02 3.3044871568907707e-04
8.0712699999999998e-02 2.7453169180938376e-04
8.3139199999999996e-02 2.3629647814316849e-04
8.5551400000000000e-02 2.0157172467552897e-04
8.7930099999999997e-02 1.7110577120588023e-04
9.0256699999999995e-02 1.5546668019644953e-04
9.2814599999999997e-02 1.3496232265658225e-04
9.5434199999999997e-02 1.1239559147094069e-04
9.7631700000000002e-02 1.0127028059327360e-04
1.0010100000000000e-01 9.0614498791720055e-05
9.4934699999999997e-02 1.1868862130736698e-04
1.0114700000000000e-01 8.6641618743708084e-05
1.0731900000000000e-01 6.4030262805763949e-05
1.1335099999999999e-01 4.7857642926125464e-05
1.1932000000000000e-01 3.5385598851032301e-05
1.2556999999999999e-01 2.6812641588796952e-05
1.3147100000000000e-01 1.9922296214197309e-05
1.3785500000000001e-01 1.5460826330479534e-05
1.4376900000000001e-01 1.1358045831665434e-05
1.5002699999999999e-01 8.5233604990696858e-06
1.3995400000000000e-01 1.3622279333212595e-05
1.4848200000000000e-01 9.1586030487640262e-06
1.5654699999999999e-01 6.2922062527607151e-06
1.6523900000000000e-01 4.3699893440671477e-06
1.7372799999999999e-01 3.0081731331927306e-06
1.8203000000000000e-01 2.1274410424853043e-06
1.9058300000000000e-01 1.5361881905292119e-06
1.9882900000000001e-01 1.0892674071730269e-06
2.0727899999999999e-01 7.5762665428521799e-07
2.3233400000000001e-01 2.5800513085187240e-07
2.4125600000000000e-01 1.7527965103018372e-07
2.7453899999999998e-01 3.9195106491550671e-08
2.8289399999999998e-01 2.7289444518975746e-08
