# Q(A^-1)        R
6.9962200000000000e-03 9.5819705255179011e-01
7.2700600000000001e-03 9.9867844466045907e-01
7.5382299999999999e-03 1.0000000000000000e+00
7.8380299999999993e-03 1.0000000000000000e+00
8.1092999999999998e-03 1.0000000000000000e+00
8.3747300000000004e-03 1.0000000000000000e+00
8.6414100000000004e-03 1.0000000000000000e+00
8.9291400000000003e-03 1.0000000000000000e+00
9.2000299999999997e-03 1.0000000000000000e+00
9.4820600000000005e-03 1.0000000000000000e+00
9.7475300000000008e-03 1.0000000000000000e+00
1.0018700000000000e-02 1.0000000000000000e+00
1.0296700000000001e-02 1.0000000000000000e+00
1.0567699999999999e-02 1.0000000000000000e+00
1.0849200000000000e-02 9.9938371659539260e-01
1.1138300000000000e-02 9.4805767736483293e-01
1.1415600000000000e-02 8.9559492283984887e-01
1.1669000000000001e-02 8.5632936365448087e-01
1.1945400000000000e-02 8.5239579318828107e-01
1.2220099999999999e-02 8.1510813721281050e-01
1.2514800000000000e-02 8.0166649482357710e-01
1.2792599999999999e-02 7.5080578275148813e-01
1.3051300000000000e-02 6.5518794066273345e-01
1.3340299999999999e-02 6.4150433449795541e-01
1.3611000000000000e-02 5.9199847725402466e-01
1.3874900000000001e-02 5.5272998712519106e-01
1.4161500000000000e-02 5.0058005828650720e-01
1.4435999999999999e-02 4.1710679104069776e-01
1.4704900000000000e-02 3.9368106893644439e-01
1.5007100000000001e-02 3.4007732184898504e-01
1.5254900000000000e-02 2.8967633468233744e-01
1.5540099999999999e-02 2.5460949918190390e-01
1.5792600000000000e-02 2.3282941360688966e-01
1.6080899999999999e-02 1.9785802619305590e-01
1.6353800000000002e-02 1.7047767795095514e-01
1.6614199999999999e-02 1.5869774047655497e-01
1.6961199999999999e-02 1.2191186072447678e-01
1.7197100000000000e-02 1.1864539494129639e-01
1.7469200000000001e-02 1.0390884256650461e-01
1.7765500000000000e-02 8.2730926952836153e-02
1.8022400000000001e-02 7.1883753553054153e-02
1.8254400000000000e-02 6.2786129909866553e-02
1.8562200000000001e-02 5.6515833235333900e-02
1.8820199999999999e-02 5.0506322515669222e-02
1.9116600000000001e-02 4.3179192559191525e-02
1.9410000000000000e-02 3.8362009660258614e-02
1.9635300000000001e-02 3.5703691369748020e-02
1.9957099999999998e-02 3.1735209435850079e-02
2.0215400000000001e-02 2.8981676591390733e-02
2.0490800000000000e-02 2.7676390594870887e-02
2.0772100000000002e-02 2.5490265100771480e-02
2.1071599999999999e-02 2.3245677484264107e-02
2.1323499999999999e-02 2.1590814813261645e-02
2.1590000000000002e-02 1.7183922178160196e-02
2.1850300000000000e-02 1.6868795884447230e-02
2.2162800000000000e-02 1.6312164521583818e-02
2.2431099999999999e-02 1.3663028564909183e-02
2.2647700000000000e-02 1.1936654298300372e-02
