# Q(A^-1)        R
7.0041900000000004e-03 9.2752487472117429e-01
7.2654399999999997e-03 9.4043685805079580e-01
7.5435600000000004e-03 9.9321648770101589e-01
7.8350799999999995e-03 9.7381934933977510e-01
8.1017999999999993e-03 9.6338025622241374e-01
8.3845800000000009e-03 9.5954359462114647e-01
8.6475700000000003e-03 9.7150555713720710e-01
8.9287099999999994e-03 9.8154859360254187e-01
9.1969400000000007e-03 9.7679035334535125e-01
9.4628100000000003e-03 9.7851076337278886e-01
9.7402900000000004e-03 9.8946336912921351e-01
1.0028900000000000e-02 9.5387501400985131e-01
1.0309600000000000e-02 9.4715661782585392e-01
1.0573300000000001e-02 9.2145246201728659e-01
1.0855000000000000e-02 9.2138906179302105e-01
1.1121900000000001e-02 9.3941758303432366e-01
1.1424500000000001e-02 9.3667618624732474e-01
1.1687299999999999e-02 9.2901832887416658e-01
1.1993000000000000e-02 9.2132941541789304e-01
1.2249899999999999e-02 9.0632365572981333e-01
1.2499200000000000e-02 8.8616415705559581e-01
1.2771800000000000e-02 8.6157235629438544e-01
1.3062100000000000e-02 8.2672432292879106e-01
1.3331600000000001e-02 7.7915046987833048e-01
1.3606699999999999e-02 7.2911049750851598e-01
1.3891000000000001e-02 6.8953763493163733e-01
1.4156100000000000e-02 6.3458362523946443e-01
1.4431599999999999e-02 5.9552245882561483e-01
1.4693299999999999e-02 5.4550784516412965e-01
1.4971500000000000e-02 5.0028108768258561e-01
1.5270799999999999e-02 4.4544665295470764e-01
1.5534100000000000e-02 3.8892659467600921e-01
1.5813700000000000e-02 3.4733659889880869e-01
1.6102399999999999e-02 3.0394399107969239e-01
1.6365700000000000e-02 2.5958353639446607e-01
1.6623800000000001e-02 2.2817098871777056e-01
1.6920399999999999e-02 1.9456006928495903e-01
1.7167300000000000e-02 1.6046297951455712e-01
1.7453600000000000e-02 1.3200511639342624e-01
1.7748900000000001e-02 1.1078981752932239e-01
1.8053000000000000e-02 9.5156578966007321e-02
1.8301800000000000e-02 8.2588487047041914e-02
1.8578500000000001e-02 7.0576945133731320e-02
1.8891100000000001e-02 5.8725846569050173e-02
1.9099600000000001e-02 5.2874222376641855e-02
1.9391499999999999e-02 4.6146443608426575e-02
1.9677000000000000e-02 4.1166925252949876e-02
1.9949000000000001e-02 3.7239912343290361e-02
2.0239199999999999e-02 3.3455389099780894e-02
2.0529800000000001e-02 3.0808788789359748e-02
2.0751700000000001e-02 2.8718489263678256e-02
2.1044500000000001e-02 2.7044342551998380e-02
2.1311900000000002e-02 2.5029104317217284e-02
2.1592299999999998e-02 2.3288712331289908e-02
2.1878800000000000e-02 2.3126806925512812e-02
2.2182500000000001e-02 2.2380451613450467e-02
2.2403400000000000e-02 2.1373394768027361e-02
2.2707000000000001e-02 2.0012209324660971e-02
2.2963000000000001e-02 1.9247393622276624e-02
2.3227500000000002e-02 1.8441624411951629e-02
2.3505200000000000e-02 1.7255548309533644e-02
