# Q(A^-1)        R
7.0051599999999999e-03 1.0000000000000000e+00
7.2661399999999999e-03 1.0000000000000000e+00
7.5526600000000001e-03 1.0000000000000000e+00
7.8232900000000001e-03 1.0000000000000000e+00
8.0948300000000008e-03 1.0000000000000000e+00
8.3774200000000000e-03 1.0000000000000000e+00
8.6486600000000007e-03 1.0000000000000000e+00
8.9329900000000000e-03 1.0000000000000000e+00
9.1967899999999998e-03 1.0000000000000000e+00
9.4759300000000005e-03 1.0000000000000000e+00
9.7561000000000002e-03 1.0000000000000000e+00
1.0036099999999999e-02 1.0000000000000000e+00
1.0304300000000001e-02 1.0000000000000000e+00
1.0575899999999999e-02 1.0000000000000000e+00
1.0854300000000001e-02 1.0000000000000000e+00
1.1132200000000000e-02 1.0000000000000000e+00
1.1389200000000000e-02 1.0000000000000000e+00
1.1660100000000000e-02 9.6464663265844841e-01
1.1946200000000001e-02 8.9558211266262100e-01
1.2219499999999999e-02 8.8488544360114652e-01
1.2504100000000001e-02 9.4987057597446878e-01
1.2777400000000000e-02 9.6320357259016243e-01
1.3060600000000000e-02 9.3091334925218605e-01
1.3322300000000000e-02 9.7566645031989807e-01
1.3606600000000000e-02 9.5612022169817035e-01
1.3879200000000000e-02 9.5503112309958760e-01
1.4149699999999999e-02 9.0524628262975282e-01
1.4449399999999999e-02 9.6501241138693072e-01
1.4721400000000001e-02 9.3184849141522097e-01
1.4983399999999999e-02 9.5142298242753476e-01
1.5243300000000000e-02 9.1505181139397318e-01
1.5541599999999999e-02 9.2037500008994655e-01
1.5818499999999999e-02 9.7264945975398964e-01
1.6093900000000001e-02 1.0000000000000000e+00
1.6364900000000002e-02 1.0000000000000000e+00
1.6643600000000001e-02 1.0000000000000000e+00
1.6921499999999999e-02 1.0000000000000000e+00
1.7189599999999999e-02 1.0000000000000000e+00
1.7473300000000001e-02 1.0000000000000000e+00
1.7740900000000000e-02 1.0000000000000000e+00
1.7988400000000002e-02 9.9129821180760791e-01
1.8266100000000000e-02 9.9729761387988225e-01
1.8571600000000001e-02 1.0000000000000000e+00
1.8850800000000001e-02 1.0000000000000000e+00
1.9133399999999998e-02 1.0000000000000000e+00
1.9379100000000000e-02 1.0000000000000000e+00
1.9662099999999998e-02 1.0000000000000000e+00
1.9971599999999999e-02 1.0000000000000000e+00
2.0222799999999999e-02 1.0000000000000000e+00
2.0473499999999999e-02 9.8786616433719976e-01
2.0763000000000000e-02 8.9645866926543083e-01
2.1075099999999999e-02 7.7237080885723974e-01
2.1340499999999998e-02 5.3925278758684347e-01
2.1607800000000000e-02 3.9140757485113165e-01
2.1860700000000000e-02 2.8098680121741426e-01
2.2172600000000001e-02 1.7419274073602667e-01
2.2426499999999999e-02 1.0938195769594326e-01
2.2653800000000002e-02 6.9001271237151440e-02
2.2980199999999999e-02 3.5657154224073936e-02
2.3248899999999999e-02 1.9391639466930826e-02
2.3520099999999999e-02 9.1455756668584534e-03
2.3769100000000001e-02 4.8774959784115904e-03
2.4007600000000000e-02 2.4819379882512491e-03
2.4335499999999999e-02 9.7038667831783403e-04
2.4630300000000001e-02 4.8832199416002666e-04
2.4929000000000000e-02 2.0958611074594372e-04
2.5173800000000000e-02 1.0642905370654180e-04
2.5450299999999999e-02 5.2596047156370560e-05
2.4974099999999999e-02 1.9058127711654436e-04
2.7415999999999999e-02 3.5154202268303813e-06
2.9825600000000001e-02 1.5405514499442752e-06
3.2265900000000000e-02 1.3498706640156143e-06
3.4698800000000002e-02 1.3009116296654175e-06
4.1847000000000002e-02 7.2641358820173963e-07
4.4429200000000002e-02 5.1748399866056055e-07
4.9205899999999997e-02 3.6824959240315802e-07
5.1540400000000000e-02 2.9008055638981284e-07
5.4038799999999998e-02 2.2310433760689764e-07
5.6325199999999999e-02 1.9033548913164140e-07
5.8818299999999997e-02 1.7763081139986185e-07
6.8478200000000003e-02 8.2309722617151115e-08
7.3367799999999997e-02 6.2421342905957731e-08
8.0639400000000000e-02 4.7740432949095767e-08
9.2823699999999995e-02 2.4318382845522075e-08
9.5129800000000000e-02 2.1401024865119266e-08
9.7498100000000004e-02 1.8733336461215903e-08
9.9894700000000003e-02 1.7005418037680836e-08
1.2554599999999999e-01 7.5108041959452738e-09
1.3177300000000000e-01 5.6237847644932760e-09
1.4389700000000000e-01 3.8050277437099629e-09
1.4007500000000001e-01 4.3771941589502910e-09
1.4836900000000000e-01 3.2666983161631226e-09
1.5690399999999999e-01 2.9875189500255662e-09
2.1573700000000001e-01 6.1361540738758560e-10
2.2428899999999999e-01 5.6796707900754805e-10
2.3262500000000000e-01 4.6120200771116574e-10
2.4911100000000000e-01 3.8773298130659408e-10
2.6594099999999998e-01 2.1999663662344183e-10
2.7428399999999997e-01 1.9283508180351591e-10
