# Q(A^-1)        R
6.9924300000000000e-03 9.6866641566525391e-01
7.3836900000000000e-03 9.9015518633497823e-01
7.7689500000000002e-03 1.0000000000000000e+00
8.1753499999999996e-03 1.0000000000000000e+00
8.5378199999999998e-03 1.0000000000000000e+00
8.9252499999999992e-03 1.0000000000000000e+00
9.3192599999999993e-03 9.9774956367386625e-01
9.7040500000000005e-03 9.9906029799118812e-01
1.0097399999999999e-02 9.7503487995105531e-01
1.0505199999999999e-02 9.5763463278360395e-01
1.0859400000000000e-02 9.0244040081594468e-01
1.1260400000000000e-02 9.5780876846133756e-01
1.1634600000000000e-02 9.5878251375941859e-01
1.2038099999999999e-02 9.9172211504843066e-01
1.2406000000000000e-02 1.0000000000000000e+00
1.2794800000000000e-02 1.0000000000000000e+00
1.3207000000000000e-02 1.0000000000000000e+00
1.3585900000000000e-02 1.0000000000000000e+00
1.3960600000000000e-02 1.0000000000000000e+00
1.4357999999999999e-02 1.0000000000000000e+00
1.4736800000000000e-02 1.0000000000000000e+00
1.5152799999999999e-02 1.0000000000000000e+00
1.5521500000000001e-02 1.0000000000000000e+00
1.5908400000000000e-02 1.0000000000000000e+00
1.6326400000000001e-02 9.9150221522281479e-01
1.6679400000000000e-02 9.5145541856583937e-01
1.7087800000000000e-02 8.9432901741080717e-01
1.7449300000000001e-02 8.2930697434265521e-01
1.7858099999999998e-02 7.1725452493111486e-01
1.8227699999999999e-02 6.3047788853190201e-01
1.8629600000000000e-02 5.3483733714866510e-01
1.8995300000000000e-02 4.2646324189439577e-01
1.9396099999999999e-02 3.5017189886657590e-01
1.9765999999999999e-02 2.8704753609228056e-01
2.0178600000000001e-02 2.2471117631092963e-01
2.0581700000000001e-02 1.7824459201080445e-01
2.0961199999999999e-02 1.4380207817355486e-01
2.1348499999999999e-02 1.1705971460334398e-01
2.1731899999999998e-02 9.6563454203016805e-02
2.2107200000000000e-02 8.5513373072679338e-02
2.2495200000000000e-02 7.2804672328447922e-02
2.2905100000000001e-02 6.2393710112466021e-02
2.3286299999999999e-02 5.5094428417506849e-02
2.3687600000000000e-02 4.7645783912741886e-02
2.4106800000000001e-02 4.2837853500682366e-02
2.4413600000000001e-02 3.9014361999301826e-02
2.4827900000000000e-02 3.6395096462290374e-02
2.5241500000000000e-02 3.4717652880776051e-02
2.5627100000000000e-02 3.1511843990203209e-02
2.6041000000000002e-02 2.8787133148577393e-02
2.4996800000000000e-02 3.5547903652725095e-02
2.7406099999999999e-02 2.2614918719369295e-02
2.9839500000000001e-02 1.4020602645478544e-02
3.2303800000000001e-02 8.7130933919969036e-03
3.4698199999999998e-02 6.0571870834529367e-03
3.7130799999999999e-02 4.8402843451339096e-03
3.9492600000000003e-02 4.0191582440496773e-03
4.1990100000000002e-02 3.0051453738872947e-03
4.4382199999999997e-02 2.3080959414592539e-03
4.6695199999999999e-02 1.7484028741015427e-03
4.9191199999999997e-02 1.3964127880111258e-03
5.1658000000000003e-02 1.0882857633746329e-03
5.4023799999999997e-02 8.6251183822412742e-04
5.6467299999999998e-02 7.2500627492475369e-04
5.8950700000000002e-02 6.3238990611994591e-04
6.1298999999999999e-02 5.5726213205076983e-04
6.3654699999999995e-02 4.6276998641299591e-04
6.6128000000000006e-02 3.8869686755564858e-04
6.8526900000000002e-02 3.2679628350795986e-04
7.0939000000000002e-02 2.8073196282405930e-04
7.3401400000000006e-02 2.3946737720965459e-04
7.5842900000000005e-02 2.1446503795322926e-04
7.8137999999999999e-02 1.8973845327593264e-04
8.0611000000000002e-02 1.5791491644818174e-04
8.3068199999999995e-02 1.3964401945990316e-04
8.5386799999999999e-02 1.2242141933777951e-04
8.7970300000000001e-02 1.0618095109445118e-04
9.0182899999999996e-02 9.5022547555701802e-05
9.2812300000000000e-02 8.4902191017459386e-05
9.5132099999999997e-02 7.6225674295526515e-05
9.7578999999999999e-02 6.5213429475096071e-05
9.9876599999999996e-02 6.0817634652894492e-05
9.4979700000000000e-02 7.6357632192009274e-05
1.0092600000000000e-01 5.9541594361974051e-05
1.0730600000000000e-01 4.5019480814914525e-05
1.1333100000000000e-01 3.6019954597804743e-05
1.1954600000000000e-01 2.8297340546013633e-05
1.2557099999999999e-01 2.3281499432569665e-05
1.3154299999999999e-01 1.8861848729370056e-05
1.3780800000000001e-01 1.5522807348019294e-05
1.4386699999999999e-01 1.2348974176584672e-05
1.4983399999999999e-01 9.7887811335555929e-06
1.4000199999999999e-01 1.3904108126725292e-05
1.4853400000000000e-01 1.0240651099463583e-05
1.5705200000000000e-01 7.7724369434860277e-06
1.6526600000000000e-01 6.1975282693735766e-06
1.7335999999999999e-01 4.8281627279755149e-06
1.8227499999999999e-01 3.8242306056929353e-06
1.9055800000000001e-01 3.0849130080090188e-06
1.9895499999999999e-01 2.4811062611818186e-06
2.0722299999999999e-01 2.0067859841571373e-06
2.1585900000000000e-01 1.5792052350773454e-06
2.2401799999999999e-01 1.2819920759423073e-06
2.4066100000000001e-01 9.0203597096435923e-07
2.4968099999999999e-01 7.2529256716049908e-07
2.5798500000000002e-01 5.9849512057970601e-07
2.6636399999999999e-01 4.8268187646055421e-07
2.7447899999999997e-01 3.9601075925800566e-07
2.8345700000000001e-01 3.1953169345528259e-07
2.9187999999999997e-01 2.6421409520640969e-07
