# Q(A^-1)        R
6.9932299999999996e-03 8.4575225847515301e-01
7.3920899999999996e-03 8.9366435334469252e-01
7.7886400000000003e-03 9.0248324563010129e-01
8.1632700000000002e-03 9.0405252296676830e-01
8.5543500000000005e-03 9.1102742406883419e-01
8.9485199999999997e-03 9.2757081566657451e-01
9.3215299999999997e-03 9.1817363505475125e-01
9.6980499999999997e-03 9.5275543319859468e-01
1.0088900000000000e-02 9.0333171989463257e-01
1.0488200000000000e-02 9.1053896633990794e-01
1.0871000000000000e-02 8.8409896273370192e-01
1.1276100000000001e-02 8.9686428994404321e-01
1.1666599999999999e-02 9.1044231664080055e-01
1.2042300000000001e-02 9.1146518064533100e-01
1.2447900000000000e-02 9.2217088856118978e-01
1.2803200000000001e-02 9.0922033212443543e-01
1.3202400000000000e-02 8.5899693407466637e-01
1.3584600000000000e-02 8.1070679630235909e-01
1.3982600000000000e-02 7.7176977040734285e-01
1.4385700000000000e-02 7.2041177061259432e-01
1.4786499999999999e-02 6.4384710238655796e-01
1.5118599999999999e-02 6.0643851820970163e-01
1.5547200000000001e-02 5.3272267748454571e-01
1.5927899999999998e-02 4.7961947844128477e-01
1.6290599999999999e-02 4.2033324542461847e-01
1.6740999999999999e-02 3.5631507468679563e-01
1.7053300000000000e-02 3.0662703568241545e-01
1.7448000000000002e-02 2.5136217513070058e-01
1.7871900000000000e-02 2.0419280030133882e-01
1.8241000000000000e-02 1.7334978564676323e-01
1.8619600000000000e-02 1.4746406196763495e-01
1.9026800000000000e-02 1.2080929340789580e-01
1.9396199999999999e-02 1.0407902753368480e-01
1.9800000000000002e-02 9.0552744909838945e-02
2.0194000000000000e-02 7.6739143969988696e-02
2.0560999999999999e-02 6.8173883883046460e-02
2.0978799999999999e-02 5.9415019073212533e-02
2.1366300000000001e-02 5.3327789825877152e-02
2.1698100000000001e-02 4.8448963598037374e-02
2.2102900000000002e-02 4.6532950473434705e-02
2.2496499999999999e-02 4.1791007576048561e-02
2.2862400000000001e-02 3.6517411179693995e-02
2.3291400000000000e-02 3.3487086244733372e-02
2.3688700000000000e-02 2.9896241461931445e-02
2.4042800000000000e-02 2.8513673058420723e-02
2.4474500000000000e-02 2.4330472157043124e-02
2.4810300000000000e-02 2.2307974634088287e-02
2.5218500000000001e-02 1.9996076805059278e-02
2.5608100000000002e-02 1.7900199774966877e-02
2.5998700000000000e-02 1.6007410498309005e-02
2.4977500000000000e-02 2.1136962772977056e-02
2.7383299999999999e-02 1.2281022665214816e-02
2.9868100000000002e-02 7.4580207247594323e-03
3.2256199999999999e-02 5.1855667803595192e-03
3.4714399999999999e-02 3.4936193683020194e-03
3.7116200000000002e-02 2.5897528337430597e-03
3.9511100000000000e-02 1.9402342769791470e-03
4.1928600000000003e-02 1.3999827784220407e-03
4.4436999999999997e-02 1.0992931508774944e-03
4.6746599999999999e-02 8.5102928316448025e-04
4.9134700000000003e-02 7.2848053551813753e-04
5.1532700000000001e-02 6.0017430994342160e-04
5.3939800000000003e-02 4.9317004385343523e-04
5.6520500000000001e-02 4.0600362912286307e-04
5.8885899999999998e-02 3.4446742980275995e-04
6.1239799999999997e-02 2.9880111543717399e-04
6.3685599999999995e-02 2.4243115575547569e-04
6.6106399999999996e-02 2.0585023318114658e-04
6.8522399999999997e-02 1.6968870845165195e-04
7.1021799999999996e-02 1.4518064996538098e-04
7.3514999999999997e-02 1.2254320803744095e-04
7.5863100000000003e-02 1.1203708963366414e-04
7.8239000000000003e-02 9.9086483042534702e-05
8.0724799999999999e-02 8.5787795002245605e-05
8.3012799999999998e-02 7.7077607528542767e-05
8.5511000000000004e-02 7.0395044272625435e-05
8.7910600000000005e-02 6.1829014907258269e-05
9.0344200000000000e-02 5.5305765289230892e-05
9.2646199999999998e-02 4.9756516230476887e-05
9.5035300000000003e-02 4.4057752278869510e-05
9.7464499999999996e-02 3.8436341418736581e-05
1.0006300000000000e-01 3.4567647347192211e-05
9.4783500000000007e-02 4.4158245825850418e-05
1.0117900000000001e-01 3.3286096649973187e-05
1.0701200000000000e-01 2.5542540950829043e-05
1.1326500000000000e-01 2.0724750105085687e-05
1.1946400000000000e-01 1.6460185920984512e-05
1.2533100000000000e-01 1.3881444359710209e-05
1.3147600000000001e-01 1.1057613529867248e-05
1.3782900000000001e-01 9.4420254560768153e-06
1.4406300000000000e-01 7.7314541125594805e-06
1.4995900000000001e-01 6.4127517671119844e-06
1.3998800000000000e-01 8.6287210172414776e-06
1.4826300000000001e-01 6.7078304405794136e-06
1.5671399999999999e-01 5.3347659970800535e-06
1.6524500000000000e-01 4.3035740808737320e-06
1.7340600000000000e-01 3.3922406208350333e-06
1.8235199999999999e-01 2.7699154246053232e-06
1.9083000000000000e-01 2.2059303615630311e-06
1.9873499999999999e-01 1.8881386345086451e-06
2.0757800000000001e-01 1.5460564003573923e-06
2.1548600000000001e-01 1.2977463872165886e-06
2.2442200000000001e-01 1.0715109863692738e-06
2.4118899999999999e-01 7.8541881314060946e-07
2.5809100000000001e-01 5.9095327774016551e-07
2.6631899999999997e-01 5.0038907266288276e-07
2.7532099999999998e-01 4.2674778933724236e-07
2.8333599999999998e-01 3.6231977151195417e-07
2.9190600000000000e-01 3.1561832290130284e-07
