# Q(A^-1)        R
6.9914100000000000e-03 9.0597322248366940e-01
8.0039800000000008e-03 9.8913180459663630e-01
9.0011099999999997e-03 9.9226537725326502e-01
1.0002199999999999e-02 9.6952991516242160e-01
1.1004600000000000e-02 9.0162417353568891e-01
1.1990300000000001e-02 9.9375406817439493e-01
1.3001600000000000e-02 9.7027848195215172e-01
1.4009499999999999e-02 9.5205823837518022e-01
1.4988700000000001e-02 9.5004263549699308e-01
1.6016800000000001e-02 9.9349644039576501e-01
1.7004300000000000e-02 9.9558653625567251e-01
1.7992800000000000e-02 9.8866167225063306e-01
1.9034100000000002e-02 9.5577275649727089e-01
2.0025000000000001e-02 8.9306668559557711e-01
2.1003899999999999e-02 8.0783216319034223e-01
2.2005299999999998e-02 6.2825003485814623e-01
2.2964900000000000e-02 4.1682812364047289e-01
2.3965799999999999e-02 2.5214880612578500e-01
2.4972200000000000e-02 1.6191412307186206e-01
2.6032000000000000e-02 1.0696146893910805e-01
2.4986100000000001e-02 1.6084886413275595e-01
2.7382099999999999e-02 7.2467020826560660e-02
2.9854300000000000e-02 4.0344794976059639e-02
3.2295999999999998e-02 2.4648155493442077e-02
3.4652700000000002e-02 1.6374187529233062e-02
3.7037700000000000e-02 1.2229570555912875e-02
3.9559100000000000e-02 9.4195593403629471e-03
4.1899199999999998e-02 6.7485128425714847e-03
4.4278199999999997e-02 5.0484288991189414e-03
4.6735800000000001e-02 4.0770283868600942e-03
4.9234300000000002e-02 3.4259524061749833e-03
5.1634399999999997e-02 2.7246291775241183e-03
5.4084500000000001e-02 2.1414162888380513e-03
5.6350200000000003e-02 1.7439997740447417e-03
5.8892199999999999e-02 1.5357280324878736e-03
6.1317400000000001e-02 1.3239836223997014e-03
6.3697199999999995e-02 1.0952106813548849e-03
6.6212699999999999e-02 8.9220667646211114e-04
6.8554400000000001e-02 7.2503741112128924e-04
7.0922299999999994e-02 6.1230176573530231e-04
7.3359900000000006e-02 5.1058072373251842e-04
7.5763700000000003e-02 4.5655895154021481e-04
7.8220300000000006e-02 3.9604365414504483e-04
8.0550999999999998e-02 3.3541923643878310e-04
8.3139000000000005e-02 2.7770876248917108e-04
8.5524500000000003e-02 2.4404637839689779e-04
8.7888099999999997e-02 2.0685929965175468e-04
9.0341000000000005e-02 1.9180577100698606e-04
9.2845700000000003e-02 1.6768733744004915e-04
9.5109200000000005e-02 1.4616666761908860e-04
9.7523799999999994e-02 1.3188169538906063e-04
9.9912799999999996e-02 1.1507774319319931e-04
9.5032599999999995e-02 1.4744079102703712e-04
1.0107200000000000e-01 1.0915154886990056e-04
1.0720300000000001e-01 8.1125825722089614e-05
1.1334900000000001e-01 6.1864737767561753e-05
1.1945600000000001e-01 4.6378459521146702e-05
1.2540899999999999e-01 3.6957767856257960e-05
1.3172600000000001e-01 2.8874714359654873e-05
1.3762800000000000e-01 2.3960430444889799e-05
1.4388799999999999e-01 1.8320322292406641e-05
1.5005499999999999e-01 1.4485004241603914e-05
1.4035600000000001e-01 2.1141689538629157e-05
1.4849000000000001e-01 1.5238296614413334e-05
1.5673999999999999e-01 1.0819952367996578e-05
1.6514499999999999e-01 7.9041606320146875e-06
1.7359100000000000e-01 5.6404425207382082e-06
1.8202499999999999e-01 4.2512515312601364e-06
1.9062899999999999e-01 3.2382437923471533e-06
1.9871100000000000e-01 2.4472488789869731e-06
2.0738300000000001e-01 1.7872120180648029e-06
2.1547900000000000e-01 1.3477361133882109e-06
2.2400100000000001e-01 9.9082852987153205e-07
2.3242199999999999e-01 7.6291734523117134e-07
2.4112300000000000e-01 5.7082069987865715e-07
2.5787500000000002e-01 3.4178233626378018e-07
2.8265099999999999e-01 1.5151363325613269e-07
3.0017199999999999e-01 8.7021525985164772e-08
