# Q(A^-1)        R
7.0105100000000002e-03 9.5881008061600859e-01
7.2747799999999998e-03 9.8377995133996454e-01
7.5558900000000000e-03 9.9883007042937244e-01
7.8130400000000003e-03 9.9764214168988730e-01
8.0970999999999994e-03 9.9920849913313270e-01
8.3877599999999993e-03 1.0000000000000000e+00
8.6463500000000006e-03 9.8900374837182237e-01
8.9289599999999997e-03 9.9075631832512445e-01
9.2013900000000003e-03 9.8752651106357170e-01
9.4923700000000000e-03 9.8264555446500501e-01
9.7415000000000002e-03 9.9123381255645149e-01
1.0031300000000000e-02 9.5826303097240961e-01
1.0303800000000000e-02 9.3801143309241874e-01
1.0567200000000001e-02 9.1851751782340996e-01
1.0857199999999999e-02 8.8317303187828489e-01
1.1136000000000000e-02 9.2337259454926934e-01
1.1400400000000000e-02 9.5406906911325629e-01
1.1699400000000000e-02 9.3387269404374240e-01
1.1968899999999999e-02 9.7263235330802922e-01
1.2225400000000001e-02 9.9721257980712530e-01
1.2491900000000000e-02 9.9440974592982778e-01
1.2796000000000000e-02 9.9294227367892529e-01
1.3067400000000000e-02 1.0000000000000000e+00
1.3329199999999999e-02 1.0000000000000000e+00
1.3600900000000001e-02 1.0000000000000000e+00
1.3871500000000000e-02 1.0000000000000000e+00
1.4163300000000000e-02 1.0000000000000000e+00
1.4445200000000000e-02 1.0000000000000000e+00
1.4715199999999999e-02 1.0000000000000000e+00
1.4980600000000000e-02 1.0000000000000000e+00
1.5254900000000000e-02 1.0000000000000000e+00
1.5528200000000001e-02 9.9681783031978999e-01
1.5823000000000000e-02 9.9770637478855084e-01
1.6068300000000001e-02 9.9438484487731649e-01
1.6359100000000001e-02 9.7701485224970153e-01
1.6625500000000001e-02 9.5143944103816336e-01
1.6921800000000001e-02 9.0918650091982722e-01
1.7202599999999998e-02 8.6325686306854854e-01
1.7462900000000000e-02 8.1918967140504939e-01
1.7718100000000001e-02 7.4900408169136157e-01
1.8037299999999999e-02 6.6451222421025258e-01
1.8292099999999999e-02 6.0504084747854414e-01
1.8554000000000001e-02 5.4368180538499167e-01
1.8836800000000001e-02 4.6078536219813476e-01
1.9078899999999999e-02 3.9759871010495318e-01
1.9399599999999999e-02 3.4121755781420249e-01
1.9645400000000000e-02 3.0333886955677908e-01
1.9967499999999999e-02 2.4851835673072303e-01
2.0179400000000000e-02 2.1687940683199491e-01
2.0498400000000000e-02 1.7882205736827392e-01
2.0797900000000001e-02 1.5000633816315329e-01
2.1020799999999999e-02 1.2971099496801253e-01
