# Q(A^-1)        R
6.9933299999999999e-03 9.3192512026847385e-01
7.3895200000000001e-03 9.6581151080967831e-01
7.7727600000000001e-03 9.9027535922111865e-01
8.1580799999999998e-03 9.9910523788134442e-01
8.5438600000000003e-03 1.0000000000000000e+00
8.9233699999999999e-03 1.0000000000000000e+00
9.3113999999999992e-03 9.9369395606257260e-01
9.7024499999999996e-03 9.7043573805558681e-01
1.0107400000000001e-02 9.5278070425027317e-01
1.0490800000000000e-02 9.4477541031003487e-01
1.0880500000000000e-02 8.9584618786836168e-01
1.1255400000000000e-02 9.3033412733846710e-01
1.1637300000000000e-02 9.2673253026937386e-01
1.2045500000000001e-02 9.5435124040152608e-01
1.2431500000000000e-02 9.7243771362622244e-01
1.2817000000000000e-02 9.7816978351540351e-01
1.3211199999999999e-02 9.7027402051638234e-01
1.3599999999999999e-02 9.6812229715618769e-01
1.3973100000000000e-02 9.6384175702688291e-01
1.4371000000000000e-02 9.5693675792925947e-01
1.4752599999999999e-02 9.7475421599242140e-01
1.5158700000000001e-02 9.9579917028578013e-01
1.5523800000000001e-02 1.0000000000000000e+00
1.5915800000000001e-02 1.0000000000000000e+00
1.6293700000000001e-02 1.0000000000000000e+00
1.6717099999999999e-02 1.0000000000000000e+00
1.7084700000000001e-02 1.0000000000000000e+00
1.7447899999999999e-02 1.0000000000000000e+00
1.7851200000000001e-02 1.0000000000000000e+00
1.8235100000000001e-02 1.0000000000000000e+00
1.8640799999999999e-02 9.8663768263496809e-01
1.9011000000000000e-02 8.7106984664121234e-01
1.9428700000000000e-02 7.8715493440795492e-01
1.9809600000000000e-02 6.8113335619196413e-01
2.0203100000000002e-02 5.7142278367342292e-01
2.0602800000000001e-02 4.7212680617806912e-01
2.0960400000000001e-02 3.8888248700062045e-01
2.1368300000000000e-02 3.1039117923271836e-01
2.1746999999999999e-02 2.4618003479924405e-01
2.2102000000000000e-02 2.1210720527225982e-01
2.2495899999999999e-02 1.7207021192672275e-01
2.2884499999999999e-02 1.3975536510541053e-01
2.3281099999999999e-02 1.1607658656296933e-01
2.3681100000000000e-02 9.5671398423680165e-02
2.4089099999999999e-02 8.2117119236841007e-02
2.4517799999999999e-02 7.1384372119927028e-02
2.4852300000000001e-02 6.5410067666560490e-02
2.5240700000000001e-02 6.0521093808013030e-02
2.5595900000000001e-02 5.5036424357484452e-02
2.5994400000000001e-02 5.0225212167543699e-02
2.5029699999999998e-02 6.3140931961023231e-02
2.7335000000000002e-02 3.8635858573665811e-02
2.9878300000000000e-02 2.1897329554145216e-02
3.2245400000000000e-02 1.2641425417066681e-02
3.4665899999999999e-02 8.2627680755137101e-03
3.7122299999999997e-02 6.4510311927143439e-03
3.9483799999999999e-02 5.1954787338410842e-03
4.1961199999999997e-02 3.8244906740844205e-03
4.4299800000000000e-02 2.9382257892819653e-03
4.6850500000000003e-02 2.2894892044469555e-03
4.9245299999999999e-02 1.9688806827039274e-03
5.1640499999999999e-02 1.5407326839965564e-03
5.4036000000000001e-02 1.1881984527239479e-03
5.6438299999999997e-02 9.5153563975293302e-04
5.8798900000000001e-02 8.3016790619897245e-04
6.1221299999999999e-02 7.0809715742776243e-04
6.3777299999999995e-02 5.6958837675616847e-04
6.6150799999999996e-02 4.6681626366520501e-04
6.8502499999999994e-02 3.8176178422329122e-04
7.0958400000000005e-02 3.1542771010741142e-04
7.3285000000000003e-02 2.7659159687537489e-04
7.5805700000000004e-02 2.5078889167588032e-04
7.8217200000000001e-02 2.2540665777761909e-04
8.0654500000000004e-02 1.8964670373699294e-04
8.3194299999999999e-02 1.6710816022280194e-04
8.5485800000000001e-02 1.4655487169823084e-04
8.7933600000000001e-02 1.2575474013657475e-04
9.0390499999999999e-02 1.1224137508135894e-04
9.2748999999999998e-02 9.7533157046387941e-05
9.5188499999999995e-02 8.4785317675473569e-05
9.7635799999999995e-02 7.2241121131008261e-05
9.9834300000000001e-02 6.6988128337731870e-05
9.4923199999999999e-02 8.6611051886292302e-05
1.0126000000000000e-01 6.3979571650572018e-05
1.0703500000000001e-01 4.7569368653526412e-05
1.1332500000000000e-01 3.6498845769844610e-05
1.1947300000000000e-01 2.7871668048964808e-05
1.2575400000000000e-01 2.1797564408594590e-05
1.3174300000000000e-01 1.6877913357877948e-05
1.3791999999999999e-01 1.3373627515847609e-05
1.4375399999999999e-01 1.0357752298711422e-05
1.4996499999999999e-01 7.9914617846805596e-06
1.4000599999999999e-01 1.1934759257381289e-05
1.4833499999999999e-01 8.5839792596440048e-06
1.5656999999999999e-01 6.1523488680385359e-06
1.6541200000000000e-01 4.4337184422907612e-06
1.7372599999999999e-01 3.2555996308562994e-06
1.8199100000000001e-01 2.3928253648297932e-06
1.9022000000000000e-01 1.7906255868836014e-06
1.9894500000000001e-01 1.3586214337932863e-06
2.0719399999999999e-01 9.8954622084943383e-07
2.1632699999999999e-01 7.0987004357082910e-07
2.2437199999999999e-01 5.4528694982380855e-07
2.4119399999999999e-01 2.9972595277457079e-07
2.5770199999999999e-01 1.6810938226000158e-07
2.7435500000000002e-01 8.9967347761999868e-08
2.9180800000000001e-01 4.6855357238141655e-08
3.0006500000000003e-01 3.5512222495981405e-08
