#  Q(A^-1)        R           dR         dQ(A^-1)    
7.00876e-03  9.98748e-01  1.23619e-02  7.00876e-04  
7.40233e-03  1.00478e+00  1.23619e-02  7.40233e-04  
7.76508e-03  1.00141e+00  1.23619e-02  7.76508e-04  
8.17387e-03  1.01670e+00  1.23619e-02  8.17387e-04  
8.54756e-03  1.01199e+00  1.23619e-02  8.54756e-04  
8.94186e-03  9.76006e-01  1.23619e-02  8.94186e-04  
9.32898e-03  1.00707e+00  1.23619e-02  9.32898e-04  
9.72214e-03  9.89925e-01  1.23619e-02  9.72214e-04  
1.00876e-02  1.01750e+00  1.23619e-02  1.00876e-03  
1.04832e-02  9.99625e-01  1.23619e-02  1.04832e-03  
1.08930e-02  9.88833e-01  1.23619e-02  1.08930e-03  
1.12526e-02  1.01053e+00  1.23619e-02  1.12526e-03  
1.16432e-02  9.85658e-01  1.23619e-02  1.16432e-03  
1.20333e-02  1.00902e+00  1.23619e-02  1.20333e-03  
1.24008e-02  9.98573e-01  1.23619e-02  1.24008e-03  
1.27961e-02  9.64550e-01  1.23619e-02  1.27961e-03  
1.32037e-02  1.00223e+00  1.23619e-02  1.32037e-03  
1.35828e-02  1.00526e+00  1.23619e-02  1.35828e-03  
1.39620e-02  1.00004e+00  1.23619e-02  1.39620e-03  
1.43794e-02  9.99685e-01  1.23619e-02  1.43794e-03  
1.47261e-02  9.89193e-01  1.23619e-02  1.47261e-03  
1.51216e-02  9.94107e-01  1.23619e-02  1.51216e-03  
1.55228e-02  1.00265e+00  1.23619e-02  1.55228e-03  
1.59082e-02  1.01305e+00  1.23619e-02  1.59082e-03  
1.62971e-02  9.89193e-01  1.23619e-02  1.62971e-03  
1.66876e-02  1.01548e+00  1.23603e-02  1.66876e-03  
1.70750e-02  9.88628e-01  1.23490e-02  1.70750e-03  
1.74538e-02  9.84007e-01  1.23059e-02  1.74538e-03  
1.78954e-02  9.45757e-01  1.21091e-02  1.78954e-03  
1.82440e-02  8.93189e-01  1.17496e-02  1.82440e-03  
1.86449e-02  7.73099e-01  1.09964e-02  1.86449e-03  
1.90258e-02  6.45796e-01  9.86930e-03  1.90258e-03  
1.94049e-02  4.91785e-01  8.54077e-03  1.94049e-03  
1.98253e-02  3.32312e-01  7.10081e-03  1.98253e-03  
2.01828e-02  2.56845e-01  6.27211e-03  2.01828e-03  
2.05346e-02  2.30781e-01  5.89260e-03  2.05346e-03  
2.09724e-02  1.79803e-01  5.10078e-03  2.09724e-03  
2.13239e-02  1.51119e-01  4.66851e-03  2.13239e-03  
2.17227e-02  1.18902e-01  4.30468e-03  2.17227e-03  
2.21573e-02  9.35469e-02  3.90660e-03  2.21573e-03  
2.24898e-02  8.87428e-02  3.64677e-03  2.24898e-03  
2.29014e-02  6.88071e-02  3.36756e-03  2.29014e-03  
2.32953e-02  6.24837e-02  3.13977e-03  2.32953e-03  
2.36929e-02  5.83050e-02  2.94363e-03  2.36929e-03  
2.40678e-02  4.68658e-02  2.78969e-03  2.40678e-03  
2.44764e-02  4.59612e-02  2.64748e-03  2.44764e-03  
2.48034e-02  4.42661e-02  2.54671e-03  2.48034e-03  
2.51815e-02  3.70556e-02  2.44086e-03  2.51815e-03  
2.56015e-02  3.40404e-02  2.33361e-03  2.56015e-03  
2.59956e-02  2.80569e-02  2.23876e-03  2.59956e-03  
2.49722e-02  4.08673e-02  1.54676e-04  2.49722e-03  
2.74368e-02  2.41772e-02  1.19164e-04  2.74368e-03  
2.98799e-02  1.47385e-02  9.30604e-05  2.98799e-03  
3.22542e-02  9.73398e-03  7.65103e-05  3.22542e-03  
3.47231e-02  6.85354e-03  6.38922e-05  3.47231e-03  
3.70842e-02  4.91758e-03  5.42866e-05  3.70842e-03  
