#  Q(A^-1)        R           dR         dQ(A^-1)    
6.98945e-03  9.47615e-01  1.43044e-02  6.98945e-04  
7.39696e-03  9.27603e-01  1.41719e-02  7.39696e-04  
7.78421e-03  9.11770e-01  1.39852e-02  7.78421e-04  
8.14933e-03  8.95386e-01  1.37240e-02  8.14933e-04  
8.56345e-03  8.24919e-01  1.32497e-02  8.56345e-04  
8.93802e-03  7.62525e-01  1.25949e-02  8.93802e-04  
9.31942e-03  6.55171e-01  1.16292e-02  9.31942e-04  
9.71970e-03  4.77954e-01  1.02056e-02  9.71970e-04  
1.01167e-02  3.20998e-01  8.41117e-03  1.01167e-03  
1.05109e-02  1.83744e-01  6.40966e-03  1.05109e-03  
1.08686e-02  1.04369e-01  4.63884e-03  1.08686e-03  
1.12524e-02  4.86609e-02  3.34215e-03  1.12524e-03  
1.16325e-02  4.05999e-02  2.90150e-03  1.16325e-03  
1.20449e-02  5.10838e-02  3.23493e-03  1.20449e-03  
1.24365e-02  6.68917e-02  3.78002e-03  1.24365e-03  
1.28255e-02  7.94217e-02  4.19679e-03  1.28255e-03  
1.32151e-02  9.96540e-02  4.43251e-03  1.32151e-03  
1.36071e-02  9.67948e-02  4.47452e-03  1.36071e-03  
1.39837e-02  8.92358e-02  4.35634e-03  1.39837e-03  
1.43769e-02  7.39375e-02  4.10630e-03  1.43769e-03  
1.47473e-02  6.40548e-02  3.77413e-03  1.47473e-03  
1.51381e-02  5.52543e-02  3.34697e-03  1.51381e-03  
1.55535e-02  3.41986e-02  2.84640e-03  1.55535e-03  
1.59554e-02  2.55745e-02  2.34636e-03  1.59554e-03  
1.62988e-02  1.72236e-02  1.95483e-03  1.62988e-03  
1.66755e-02  1.11315e-02  1.59552e-03  1.66755e-03  
1.70640e-02  8.28155e-03  1.34472e-03  1.70640e-03  
1.74754e-02  8.00428e-03  1.26059e-03  1.74754e-03  
1.78475e-02  8.35080e-03  1.33651e-03  1.78475e-03  
1.82733e-02  9.78509e-03  1.49918e-03  1.82733e-03  
1.86202e-02  1.32024e-02  1.64277e-03  1.86202e-03  
1.90236e-02  1.53178e-02  1.78397e-03  1.90236e-03  
1.93967e-02  1.61060e-02  1.87510e-03  1.93967e-03  
1.97816e-02  1.81656e-02  1.92452e-03  1.97816e-03  
2.01820e-02  1.69248e-02  1.92380e-03  2.01820e-03  
2.05467e-02  1.71051e-02  1.87886e-03  2.05467e-03  
2.09741e-02  1.15168e-02  1.78261e-03  2.09741e-03  
2.13484e-02  1.15265e-02  1.66466e-03  2.13484e-03  
2.17445e-02  1.25754e-02  1.51333e-03  2.17445e-03  
2.21012e-02  8.54140e-03  1.36351e-03  2.21012e-03  
2.25031e-02  3.14097e-03  1.18820e-03  2.25031e-03  
2.29053e-02  6.68196e-03  1.02361e-03  2.29053e-03  
2.32635e-02  1.54714e-03  8.97127e-04  2.32635e-03  
2.36694e-02  1.92385e-03  7.90565e-04  2.36694e-03  
2.40566e-02  2.38094e-03  7.40595e-04  2.40566e-03  
2.44580e-02  2.34612e-03  7.44753e-04  2.44580e-03  
2.48620e-02  3.63748e-03  7.85845e-04  2.48620e-03  
2.52170e-02  5.03603e-03  8.38633e-04  2.52170e-03  
2.56317e-02  3.51795e-03  9.03173e-04  2.56317e-03  
2.59941e-02  4.50699e-03  9.51496e-04  2.59941e-03  
2.50137e-02  3.13473e-03  5.06453e-05  2.50137e-03  
2.74525e-02  4.66957e-03  6.22058e-05  2.74525e-03  
