#  Q(A^-1)        R           dR         dQ(A^-1)    
7.01317e-03  1.02471e+00  1.49592e-02  7.01317e-04  
7.40153e-03  1.01225e+00  1.49592e-02  7.40153e-04  
7.77024e-03  1.02218e+00  1.49592e-02  7.77024e-04  
8.15583e-03  9.99528e-01  1.49592e-02  8.15583e-04  
8.55831e-03  1.03946e+00  1.49592e-02  8.55831e-04  
8.94386e-03  9.89318e-01  1.49592e-02  8.94386e-04  
9.34654e-03  1.00106e+00  1.49592e-02  9.34654e-04  
9.70915e-03  9.97276e-01  1.49592e-02  9.70915e-04  
1.00919e-02  9.82074e-01  1.49592e-02  1.00919e-03  
1.05037e-02  9.78608e-01  1.49592e-02  1.05037e-03  
1.08814e-02  9.98682e-01  1.49592e-02  1.08814e-03  
1.12581e-02  9.95476e-01  1.49592e-02  1.12581e-03  
1.16577e-02  1.01157e+00  1.49592e-02  1.16577e-03  
1.20417e-02  1.01659e+00  1.49592e-02  1.20417e-03  
1.24456e-02  1.00762e+00  1.49592e-02  1.24456e-03  
1.28280e-02  1.01491e+00  1.49592e-02  1.28280e-03  
1.32091e-02  9.88268e-01  1.49591e-02  1.32091e-03  
1.36136e-02  9.81574e-01  1.49590e-02  1.36136e-03  
1.39903e-02  1.02174e+00  1.49588e-02  1.39903e-03  
1.43688e-02  9.84707e-01  1.49584e-02  1.43688e-03  
1.47660e-02  9.99014e-01  1.49580e-02  1.47660e-03  
1.51403e-02  1.00294e+00  1.49576e-02  1.51403e-03  
1.55343e-02  9.94842e-01  1.49571e-02  1.55343e-03  
1.59460e-02  9.81394e-01  1.49566e-02  1.59460e-03  
1.63121e-02  1.00099e+00  1.49560e-02  1.63121e-03  
1.66786e-02  9.87596e-01  1.49553e-02  1.66786e-03  
1.70943e-02  1.01896e+00  1.49544e-02  1.70943e-03  
1.74548e-02  9.94470e-01  1.49535e-02  1.74548e-03  
1.78818e-02  1.01259e+00  1.49521e-02  1.78818e-03  
1.82550e-02  1.01779e+00  1.49508e-02  1.82550e-03  
1.86593e-02  1.00426e+00  1.49489e-02  1.86593e-03  
1.90328e-02  1.01502e+00  1.49469e-02  1.90328e-03  
1.94395e-02  9.91288e-01  1.49442e-02  1.94395e-03  
1.97953e-02  9.77543e-01  1.49413e-02  1.97953e-03  
2.02034e-02  1.01764e+00  1.49373e-02  2.02034e-03  
2.05652e-02  9.91804e-01  1.49329e-02  2.05652e-03  
2.09276e-02  9.88665e-01  1.49275e-02  2.09276e-03  
2.13105e-02  9.87875e-01  1.49205e-02  2.13105e-03  
2.17092e-02  9.69380e-01  1.49112e-02  2.17092e-03  
2.20998e-02  9.88403e-01  1.48997e-02  2.20998e-03  
2.25292e-02  9.85037e-01  1.48836e-02  2.25292e-03  
2.28742e-02  1.02563e+00  1.48667e-02  2.28742e-03  
2.33010e-02  9.98219e-01  1.48396e-02  2.33010e-03  
2.36919e-02  9.52304e-01  1.48074e-02  2.36919e-03  
2.40232e-02  9.58523e-01  1.47722e-02  2.40232e-03  
2.44266e-02  9.70650e-01  1.47142e-02  2.44266e-03  
2.48232e-02  9.48969e-01  1.46386e-02  2.48232e-03  
2.52340e-02  9.25646e-01  1.45331e-02  2.52340e-03  
2.56097e-02  9.29493e-01  1.43985e-02  2.56097e-03  
2.59687e-02  8.87729e-01  1.42294e-02  2.59687e-03  
2.49819e-02  9.51376e-01  8.99600e-04  2.49819e-03  
2.73822e-02  7.47283e-01  7.96877e-04  2.73822e-03  
2.98190e-02  2.54389e-01  4.65130e-04  2.98190e-03  
3.22968e-02  8.31087e-02  2.66210e-04  3.22968e-03  
3.46563e-02  1.13415e-01  3.10956e-04  3.46563e-03  
3.70753e-02  7.57463e-02  2.53886e-04  3.70753e-03  
