#  Q(A^-1)        R           dR         dQ(A^-1)    
6.98845e-03  9.91294e-01  1.56621e-02  6.98845e-04  
7.66335e-03  1.01630e+00  1.56621e-02  7.66335e-04  
8.30587e-03  9.87023e-01  1.56621e-02  8.30587e-04  
8.95210e-03  9.96967e-01  1.56621e-02  8.95210e-04  
9.64069e-03  9.96531e-01  1.56621e-02  9.64069e-04  
1.02684e-02  9.99703e-01  1.56621e-02  1.02684e-03  
1.09575e-02  1.01777e+00  1.56621e-02  1.09575e-03  
1.15971e-02  9.71574e-01  1.56621e-02  1.15971e-03  
1.22321e-02  1.01409e+00  1.56621e-02  1.22321e-03  
1.29126e-02  1.00080e+00  1.56621e-02  1.29126e-03  
1.35474e-02  1.02160e+00  1.56621e-02  1.35474e-03  
1.41968e-02  9.97426e-01  1.56621e-02  1.41968e-03  
1.48654e-02  1.00219e+00  1.56621e-02  1.48654e-03  
1.55102e-02  1.00570e+00  1.56621e-02  1.55102e-03  
1.61852e-02  1.00468e+00  1.56621e-02  1.61852e-03  
1.68123e-02  1.01287e+00  1.56621e-02  1.68123e-03  
1.74788e-02  9.73661e-01  1.56621e-02  1.74788e-03  
1.81491e-02  9.73772e-01  1.56621e-02  1.81491e-03  
1.87839e-02  9.77520e-01  1.56621e-02  1.87839e-03  
1.94442e-02  1.00272e+00  1.56621e-02  1.94442e-03  
2.01185e-02  9.98904e-01  1.56621e-02  2.01185e-03  
2.07657e-02  9.98417e-01  1.56438e-02  2.07657e-03  
2.13883e-02  9.64246e-01  1.55002e-02  2.13883e-03  
2.20477e-02  9.11505e-01  1.50533e-02  2.20477e-03  
2.27535e-02  7.69933e-01  1.35183e-02  2.27535e-03  
2.33811e-02  5.67967e-01  1.17776e-02  2.33811e-03  
2.40525e-02  3.51029e-01  9.19908e-03  2.40525e-03  
2.46695e-02  2.21229e-01  7.37319e-03  2.46695e-03  
2.53263e-02  1.49107e-01  5.97223e-03  2.53263e-03  
2.60532e-02  9.35708e-02  4.93532e-03  2.60532e-03  
2.50427e-02  1.71841e-01  4.00587e-04  2.50427e-03  
2.74168e-02  6.40095e-02  2.44644e-04  2.74168e-03  
2.98467e-02  3.81648e-02  1.89502e-04  2.98467e-03  
3.22598e-02  2.36226e-02  1.49690e-04  3.22598e-03  
3.46918e-02  1.41605e-02  1.14863e-04  3.46918e-03  
3.71112e-02  7.31011e-03  8.41961e-05  3.71112e-03  
3.94958e-02  3.57754e-03  5.81149e-05  3.94958e-03  
4.18763e-02  1.32746e-03  3.67242e-05  4.18763e-03  
4.43540e-02  4.23585e-04  2.04458e-05  4.43540e-03  
4.67853e-02  1.72649e-04  1.37187e-05  4.67853e-03  
4.92348e-02  2.44283e-04  1.65077e-05  4.92348e-03  
5.15818e-02  4.17679e-04  2.05427e-05  5.15818e-03  
5.40674e-02  4.86650e-04  2.30287e-05  5.40674e-03  
5.64738e-02  5.01082e-04  2.34457e-05  5.64738e-03  
5.88393e-02  4.78815e-04  2.22834e-05  5.88393e-03  
6.12993e-02  3.82021e-04  1.98981e-05  6.12993e-03  
6.37304e-02  2.90350e-04  1.68420e-05  6.37304e-03  
6.62984e-02  1.60296e-04  1.33500e-05  6.62984e-03  
6.83894e-02  9.43930e-05  1.06251e-05  6.83894e-03  
7.09883e-02  3.93638e-05  7.78125e-06  7.09883e-03  
7.34639e-02  2.44714e-05  6.06685e-06  7.34639e-03  
7.57718e-02  2.87962e-05  5.57257e-06  7.57718e-03  
7.81800e-02  1.80850e-05  5.84380e-06  7.81800e-03  
8.06529e-02  2.49448e-05  6.30924e-06  8.06529e-03  
8.30642e-02  2.76402e-05  6.59781e-06  8.30642e-03  
8.54698e-02  3.33199e-05  6.62918e-06  8.54698e-03  
8.79706e-02  3.63735e-05  6.40988e-06  8.79706e-03  
9.02560e-02  3.18193e-05  6.04242e-06  9.02560e-03  
9.28635e-02  2.12371e-05  5.51448e-06  9.28635e-03  
9.51596e-02  1.47184e-05  5.02588e-06  9.51596e-03  
9.75959e-02  2.07068e-05  4.54824e-06  9.75959e-03  
9.99370e-02  1.02972e-05  4.17116e-06  9.99370e-03  
9.48931e-02  1.82065e-05  2.82536e-06  9.48931e-03  
1.01102e-01  1.05491e-05  2.35057e-06  1.01102e-02  
1.07335e-01  8.00015e-06  2.14494e-06  1.07335e-02  
1.13418e-01  1.92509e-06  2.04221e-06  1.13418e-02  
1.19530e-01  6.07877e-06  1.91540e-06  1.19530e-02  
1.25706e-01  5.31815e-06  1.77661e-06  1.25706e-02  
1.31416e-01  3.94350e-06  1.66899e-06  1.31416e-02  
1.37601e-01  9.77305e-07  1.57918e-06  1.37601e-02  
1.50240e-01  1.85552e-06  1.43749e-06  1.50240e-02  
1.39838e-01  1.28226e-06  1.15096e-06  1.39838e-02  
1.48194e-01  2.02726e-06  1.12547e-06  1.48194e-02  
1.56926e-01  9.61763e-07  1.10294e-06  1.56926e-02  
1.65484e-01  2.34189e-06  1.08492e-06  1.65484e-02  
1.73820e-01  2.67884e-07  1.07058e-06  1.73820e-02  
1.90533e-01  2.00329e-07  1.04874e-06  1.90533e-02  
1.98952e-01  1.94293e-07  1.04043e-06  1.98952e-02  
2.15670e-01  9.81462e-08  1.02785e-06  2.15670e-02  
2.57910e-01  9.80161e-07  1.01062e-06  2.57910e-02  
2.66364e-01  2.26880e-07  1.00871e-06  2.66364e-02  
2.83356e-01  2.57694e-07  1.00582e-06  2.83356e-02  
