#  Q(A^-1)        R           dR         dQ(A^-1)    
6.99565e-03  9.97215e-01  1.44966e-02  6.99565e-04  
7.26711e-03  1.01739e+00  1.44966e-02  7.26711e-04  
7.54824e-03  9.89176e-01  1.44966e-02  7.54824e-04  
7.81928e-03  9.95806e-01  1.44966e-02  7.81928e-04  
8.10044e-03  1.02478e+00  1.44966e-02  8.10044e-04  
8.38110e-03  9.98496e-01  1.44966e-02  8.38110e-04  
8.65433e-03  1.00159e+00  1.44966e-02  8.65433e-04  
8.92343e-03  9.71970e-01  1.44966e-02  8.92343e-04  
9.21345e-03  1.00217e+00  1.44966e-02  9.21345e-04  
9.48271e-03  9.59144e-01  1.44966e-02  9.48271e-04  
9.74168e-03  9.82391e-01  1.44966e-02  9.74168e-04  
1.00187e-02  9.97874e-01  1.44966e-02  1.00187e-03  
1.03158e-02  1.00082e+00  1.44966e-02  1.03158e-03  
1.05608e-02  9.85231e-01  1.44966e-02  1.05608e-03  
1.08583e-02  1.00787e+00  1.44966e-02  1.08583e-03  
1.11248e-02  9.82352e-01  1.44966e-02  1.11248e-03  
1.14122e-02  9.98190e-01  1.44966e-02  1.14122e-03  
1.16857e-02  9.99781e-01  1.44966e-02  1.16857e-03  
1.19579e-02  9.95705e-01  1.44966e-02  1.19579e-03  
1.22489e-02  9.97619e-01  1.44966e-02  1.22489e-03  
1.24936e-02  1.01238e+00  1.44966e-02  1.24936e-03  
1.27750e-02  9.90010e-01  1.44966e-02  1.27750e-03  
1.30754e-02  1.01369e+00  1.44966e-02  1.30754e-03  
1.33227e-02  9.90277e-01  1.44966e-02  1.33227e-03  
1.35980e-02  1.01113e+00  1.44966e-02  1.35980e-03  
1.38608e-02  1.01475e+00  1.44966e-02  1.38608e-03  
1.41552e-02  1.01419e+00  1.44966e-02  1.41552e-03  
1.44529e-02  1.02552e+00  1.44966e-02  1.44529e-03  
1.47040e-02  1.01251e+00  1.44966e-02  1.47040e-03  
1.49885e-02  1.01268e+00  1.44966e-02  1.49885e-03  
1.52688e-02  1.00110e+00  1.44966e-02  1.52688e-03  
1.55310e-02  9.92100e-01  1.44966e-02  1.55310e-03  
1.58224e-02  1.00104e+00  1.44966e-02  1.58224e-03  
1.61118e-02  1.01526e+00  1.44966e-02  1.61118e-03  
1.63388e-02  1.00135e+00  1.44966e-02  1.63388e-03  
1.66322e-02  9.91615e-01  1.44966e-02  1.66322e-03  
1.69480e-02  1.02581e+00  1.44966e-02  1.69480e-03  
1.72215e-02  9.94614e-01  1.44966e-02  1.72215e-03  
1.74474e-02  9.89760e-01  1.44966e-02  1.74474e-03  
1.77147e-02  1.02573e+00  1.44967e-02  1.77147e-03  
1.80138e-02  1.01181e+00  1.44967e-02  1.80138e-03  
1.82770e-02  1.00588e+00  1.44967e-02  1.82770e-03  
