#  Q(A^-1)        R           dR         dQ(A^-1)    
7.00693e-03  9.84211e-01  1.27753e-02  7.00693e-04  
7.26855e-03  1.01521e+00  1.27753e-02  7.26855e-04  
7.54771e-03  9.88928e-01  1.27753e-02  7.54771e-04  
7.83534e-03  1.00385e+00  1.27753e-02  7.83534e-04  
8.08390e-03  9.93060e-01  1.27753e-02  8.08390e-04  
8.36898e-03  9.82367e-01  1.27753e-02  8.36898e-04  
8.66055e-03  9.84920e-01  1.27753e-02  8.66055e-04  
8.94268e-03  9.97114e-01  1.27753e-02  8.94268e-04  
9.18397e-03  1.00930e+00  1.27753e-02  9.18397e-04  
9.46733e-03  1.00707e+00  1.27753e-02  9.46733e-04  
9.78104e-03  9.95084e-01  1.27753e-02  9.78104e-04  
1.00185e-02  1.00558e+00  1.27753e-02  1.00185e-03  
1.03082e-02  1.02150e+00  1.27753e-02  1.03082e-03  
1.05687e-02  9.89008e-01  1.27753e-02  1.05687e-03  
1.08563e-02  9.99807e-01  1.27753e-02  1.08563e-03  
1.11386e-02  9.91215e-01  1.27753e-02  1.11386e-03  
1.14017e-02  9.95363e-01  1.27753e-02  1.14017e-03  
1.16797e-02  9.93388e-01  1.27753e-02  1.16797e-03  
1.19672e-02  9.82769e-01  1.27753e-02  1.19672e-03  
1.22245e-02  9.95684e-01  1.27753e-02  1.22245e-03  
1.25161e-02  9.90044e-01  1.27753e-02  1.25161e-03  
1.27942e-02  9.97952e-01  1.27753e-02  1.27942e-03  
1.30551e-02  1.00237e+00  1.27753e-02  1.30551e-03  
1.33497e-02  9.85587e-01  1.27753e-02  1.33497e-03  
1.36113e-02  9.95080e-01  1.27753e-02  1.36113e-03  
1.38960e-02  9.99543e-01  1.27753e-02  1.38960e-03  
1.41821e-02  9.86515e-01  1.27753e-02  1.41821e-03  
1.44459e-02  1.02210e+00  1.27753e-02  1.44459e-03  
1.46903e-02  1.02028e+00  1.27753e-02  1.46903e-03  
1.49779e-02  1.00503e+00  1.27753e-02  1.49779e-03  
1.52659e-02  9.90043e-01  1.27753e-02  1.52659e-03  
1.55349e-02  1.00214e+00  1.27753e-02  1.55349e-03  
1.58496e-02  1.01060e+00  1.27753e-02  1.58496e-03  
1.60784e-02  1.01242e+00  1.27753e-02  1.60784e-03  
1.63364e-02  9.82764e-01  1.27753e-02  1.63364e-03  
1.66685e-02  1.00490e+00  1.27753e-02  1.66685e-03  
1.69187e-02  1.01531e+00  1.27753e-02  1.69187e-03  
1.71582e-02  1.00894e+00  1.27753e-02  1.71582e-03  
1.74678e-02  1.00196e+00  1.27753e-02  1.74678e-03  
1.77412e-02  1.00081e+00  1.27753e-02  1.77412e-03  
1.80177e-02  9.85785e-01  1.27753e-02  1.80177e-03  
