#  Q(A^-1)        R           dR         dQ(A^-1)    
7.00247e-03  1.03149e+00  1.52887e-02  7.00247e-04  
7.39389e-03  9.85099e-01  1.52887e-02  7.39389e-04  
7.77524e-03  9.66944e-01  1.52887e-02  7.77524e-04  
8.15214e-03  9.84046e-01  1.52887e-02  8.15214e-04  
8.56015e-03  9.87390e-01  1.52887e-02  8.56015e-04  
8.93444e-03  9.61991e-01  1.52887e-02  8.93444e-04  
9.33328e-03  9.84164e-01  1.52887e-02  9.33328e-04  
9.70306e-03  1.02513e+00  1.52887e-02  9.70306e-04  
1.01068e-02  9.81256e-01  1.52887e-02  1.01068e-03  
1.04853e-02  1.02410e+00  1.52887e-02  1.04853e-03  
1.08811e-02  1.00509e+00  1.52887e-02  1.08811e-03  
1.12496e-02  9.77540e-01  1.52887e-02  1.12496e-03  
1.16451e-02  9.89733e-01  1.52886e-02  1.16451e-03  
1.20485e-02  1.00037e+00  1.52886e-02  1.20485e-03  
1.24245e-02  9.91674e-01  1.52885e-02  1.24245e-03  
1.28182e-02  9.95223e-01  1.52884e-02  1.28182e-03  
1.32195e-02  1.01384e+00  1.52881e-02  1.32195e-03  
1.35978e-02  1.01066e+00  1.52876e-02  1.35978e-03  
1.40313e-02  1.00109e+00  1.52866e-02  1.40313e-03  
1.43829e-02  1.00526e+00  1.52851e-02  1.43829e-03  
1.47382e-02  9.95943e-01  1.52822e-02  1.47382e-03  
1.51162e-02  1.01863e+00  1.52753e-02  1.51162e-03  
1.55584e-02  1.00582e+00  1.52554e-02  1.55584e-03  
1.59117e-02  1.00238e+00  1.52161e-02  1.59117e-03  
1.63049e-02  9.60838e-01  1.50998e-02  1.63049e-03  
1.66996e-02  9.39232e-01  1.48165e-02  1.66996e-03  
1.70780e-02  8.75347e-01  1.42820e-02  1.70780e-03  
1.74621e-02  7.66026e-01  1.33605e-02  1.74621e-03  
1.78647e-02  5.91062e-01  1.19441e-02  1.78647e-03  
1.82387e-02  4.84192e-01  1.04010e-02  1.82387e-03  
1.86209e-02  3.32304e-01  8.82998e-03  1.86209e-03  
1.89758e-02  2.31655e-01  7.66355e-03  1.89758e-03  
1.93809e-02  2.02042e-01  6.78419e-03  1.93809e-03  
1.98022e-02  1.80005e-01  6.20844e-03  1.98022e-03  
2.01942e-02  1.37386e-01  5.80202e-03  2.01942e-03  
2.05585e-02  1.30456e-01  5.40245e-03  2.05585e-03  
2.09200e-02  1.06647e-01  4.96186e-03  2.09200e-03  
2.13578e-02  8.92628e-02  4.40959e-03  2.13578e-03  
2.17086e-02  7.24080e-02  4.01407e-03  2.17086e-03  
2.21037e-02  5.66436e-02  3.65515e-03  2.21037e-03  
2.24844e-02  5.11882e-02  3.40419e-03  2.24844e-03  
2.29227e-02  4.53284e-02  3.22213e-03  2.29227e-03  
2.32468e-02  4.35640e-02  3.12797e-03  2.32468e-03  
2.36442e-02  4.12801e-02  3.02917e-03  2.36442e-03  
2.40679e-02  4.06881e-02  2.91959e-03  2.40679e-03  
2.44601e-02  3.14403e-02  2.80353e-03  2.44601e-03  
2.48418e-02  2.92471e-02  2.67851e-03  2.48418e-03  
2.51870e-02  2.63677e-02  2.55948e-03  2.51870e-03  
2.55685e-02  2.50108e-02  2.42872e-03  2.55685e-03  
2.60064e-02  2.22821e-02  2.28794e-03  2.60064e-03  
2.50232e-02  2.91444e-02  1.61975e-04  2.50232e-03  
2.74472e-02  1.60318e-02  1.20462e-04  2.74472e-03  
2.98341e-02  1.08993e-02  9.86258e-05  2.98341e-03  
3.22854e-02  7.13595e-03  8.04950e-05  3.22854e-03  
3.46977e-02  5.00804e-03  6.76826e-05  3.46977e-03  
3.71046e-02  3.61540e-03  5.77326e-05  3.71046e-03  
3.94850e-02  2.69272e-03  4.99070e-05  3.94850e-03  
4.18945e-02  2.03990e-03  4.35183e-05  4.18945e-03  
4.43635e-02  1.54924e-03  3.81546e-05  4.43635e-03  
4.67391e-02  1.24549e-03  3.38689e-05  4.67391e-03  
4.92151e-02  9.59452e-04  3.01152e-05  4.92151e-03  
5.16148e-02  7.47033e-04  2.70276e-05  5.16148e-03  
5.40165e-02  6.45320e-04  2.43759e-05  5.40165e-03  
5.63760e-02  4.83197e-04  2.21200e-05  5.63760e-03  
5.89353e-02  4.00158e-04  1.99963e-05  5.89353e-03  
6.13542e-02  3.32258e-04  1.82456e-05  6.13542e-03  
6.37526e-02  2.64287e-04  1.67165e-05  6.37526e-03  
6.61978e-02  2.17681e-04  1.53368e-05  6.61978e-03  
6.85705e-02  1.98698e-04  1.41459e-05  6.85705e-03  
7.09788e-02  1.64624e-04  1.30652e-05  7.09788e-03  
7.32862e-02  1.30608e-04  1.21347e-05  7.32862e-03  
7.59851e-02  1.29909e-04  1.11587e-05  7.59851e-03  
7.81590e-02  1.02793e-04  1.04497e-05  7.81590e-03  
8.07681e-02  9.37138e-05  9.67862e-06  8.07681e-03  
8.30015e-02  7.19985e-05  9.07939e-06  8.30015e-03  
8.55839e-02  4.85244e-05  8.44828e-06  8.55839e-03  
8.81035e-02  5.02414e-05  7.88935e-06  8.81035e-03  
9.04696e-02  5.36821e-05  7.40968e-06  9.04696e-03  
9.27441e-02  2.96036e-05  6.98558e-06  9.27441e-03  
9.51098e-02  4.16657e-05  6.57922e-06  9.51098e-03  
9.79031e-02  2.47146e-05  6.14016e-06  9.79031e-03  
1.00003e-01  3.33654e-05  5.83641e-06  1.00003e-02  
9.50605e-02  3.94381e-05  3.49875e-06  9.50605e-03  
1.01192e-01  2.59600e-05  3.09010e-06  1.01192e-02  
1.07129e-01  1.85157e-05  2.76589e-06  1.07129e-02  
1.13417e-01  9.97186e-06  2.48269e-06  1.13417e-02  
1.19427e-01  6.53894e-06  2.25819e-06  1.19427e-02  
1.25637e-01  8.65673e-06  2.06434e-06  1.25637e-02  
1.31601e-01  6.77549e-06  1.90791e-06  1.31601e-02  
1.37427e-01  2.90139e-06  1.77826e-06  1.37427e-02  
1.43667e-01  6.28242e-06  1.66049e-06  1.43667e-02  
1.49771e-01  1.45150e-06  1.56291e-06  1.49771e-02  
1.40082e-01  5.08157e-07  1.19874e-06  1.40082e-02  
1.48638e-01  1.83052e-06  1.15880e-06  1.48638e-02  
1.56838e-01  9.92544e-07  1.12816e-06  1.56838e-02  
1.65229e-01  7.51095e-07  1.10293e-06  1.65229e-02  
1.73808e-01  7.59555e-07  1.08221e-06  1.73808e-02  
1.82386e-01  2.33238e-06  1.06560e-06  1.82386e-02  
1.90441e-01  6.13340e-07  1.05300e-06  1.90441e-02  
1.99047e-01  1.00612e-06  1.04213e-06  1.99047e-02  
2.07304e-01  9.58766e-07  1.03373e-06  2.07304e-02  
2.16151e-01  1.03500e-06  1.02652e-06  2.16151e-02  
2.24179e-01  1.02069e-06  1.02126e-06  2.24179e-02  
2.32506e-01  9.04430e-07  1.01687e-06  2.32506e-02  
2.49633e-01  7.12579e-07  1.01038e-06  2.49633e-02  
2.58075e-01  1.11823e-06  1.00814e-06  2.58075e-02  
2.74943e-01  1.95001e-07  1.00495e-06  2.74943e-02  
2.91190e-01  5.39414e-08  1.00303e-06  2.91190e-02  
2.99812e-01  1.10031e-06  1.00232e-06  2.99812e-02  
