#  Q(A^-1)        R           dR         dQ(A^-1)    
7.00406e-03  1.00460e+00  1.50497e-02  7.00406e-04  
7.65202e-03  1.01241e+00  1.50497e-02  7.65202e-04  
8.31595e-03  1.01903e+00  1.50497e-02  8.31595e-04  
8.97782e-03  1.02337e+00  1.50497e-02  8.97782e-04  
9.62727e-03  9.96156e-01  1.50497e-02  9.62727e-04  
1.02771e-02  1.00115e+00  1.50497e-02  1.02771e-03  
1.09301e-02  1.01152e+00  1.50497e-02  1.09301e-03  
1.16106e-02  1.02059e+00  1.50497e-02  1.16106e-03  
1.22375e-02  1.01101e+00  1.50497e-02  1.22375e-03  
1.28893e-02  9.95851e-01  1.50497e-02  1.28893e-03  
1.35621e-02  9.91672e-01  1.50497e-02  1.35621e-03  
1.41972e-02  1.00882e+00  1.50497e-02  1.41972e-03  
1.48517e-02  1.00489e+00  1.50497e-02  1.48517e-03  
1.55373e-02  1.00177e+00  1.50497e-02  1.55373e-03  
1.61892e-02  9.86609e-01  1.50497e-02  1.61892e-03  
1.68437e-02  1.00465e+00  1.50497e-02  1.68437e-03  
1.74926e-02  1.00601e+00  1.50497e-02  1.74926e-03  
1.81365e-02  9.99245e-01  1.50497e-02  1.81365e-03  
1.87896e-02  9.96680e-01  1.50497e-02  1.87896e-03  
1.94453e-02  1.01189e+00  1.50497e-02  1.94453e-03  
2.00970e-02  9.94052e-01  1.50497e-02  2.00970e-03  
2.07600e-02  1.01705e+00  1.50497e-02  2.07600e-03  
2.14290e-02  9.90919e-01  1.50497e-02  2.14290e-03  
2.20569e-02  9.92112e-01  1.50497e-02  2.20569e-03  
2.27306e-02  1.00326e+00  1.50403e-02  2.27306e-03  
2.33976e-02  9.94940e-01  1.49940e-02  2.33976e-03  
2.40090e-02  9.62279e-01  1.47064e-02  2.40090e-03  
2.47141e-02  8.58065e-01  1.39875e-02  2.47141e-03  
2.53349e-02  6.87526e-01  1.24110e-02  2.53349e-03  
2.60292e-02  4.52735e-01  1.02859e-02  2.60292e-03  
2.50098e-02  7.79044e-01  8.18485e-04  2.50098e-03  
