#  Q(A^-1)        R           dR         dQ(A^-1)    
7.00652e-03  1.02197e+00  1.32442e-02  7.00652e-04  
7.98008e-03  9.89437e-01  1.32442e-02  7.98008e-04  
9.00272e-03  1.01014e+00  1.32442e-02  9.00272e-04  
1.00173e-02  1.01545e+00  1.32442e-02  1.00173e-03  
1.09977e-02  9.83423e-01  1.32371e-02  1.09977e-03  
1.19854e-02  9.67244e-01  1.29458e-02  1.19854e-03  
1.29920e-02  8.55020e-01  1.21858e-02  1.29920e-03  
1.39873e-02  7.80398e-01  1.15718e-02  1.39873e-03  
1.50037e-02  6.84008e-01  1.10388e-02  1.50037e-03  
1.60095e-02  6.13803e-01  1.05426e-02  1.60095e-03  
1.70263e-02  5.63114e-01  1.00560e-02  1.70263e-03  
1.79981e-02  5.13176e-01  9.60005e-03  1.79981e-03  
1.89873e-02  4.66976e-01  9.14395e-03  1.89873e-03  
1.99575e-02  4.39924e-01  8.70432e-03  1.99575e-03  
2.10030e-02  3.97708e-01  8.23901e-03  2.10030e-03  
2.20067e-02  3.50877e-01  7.80203e-03  2.20067e-03  
2.30062e-02  3.00601e-01  7.37673e-03  2.30062e-03  
2.40183e-02  2.77611e-01  6.95652e-03  2.40183e-03  
2.49614e-02  2.36548e-01  6.57595e-03  2.49614e-03  
2.60355e-02  2.17805e-01  6.15546e-03  2.60355e-03  
2.50014e-02  2.44313e-01  4.04687e-04  2.50014e-03  
2.74357e-02  1.80655e-01  3.47381e-04  2.74357e-03  
2.98534e-02  1.29381e-01  2.95160e-04  2.98534e-03  
3.23037e-02  9.10142e-02  2.47170e-04  3.23037e-03  
3.46800e-02  6.29767e-02  2.05375e-04  3.46800e-03  
3.70369e-02  4.22816e-02  1.68408e-04  3.70369e-03  
3.94766e-02  2.67813e-02  1.34635e-04  3.94766e-03  
4.19358e-02  1.62256e-02  1.04959e-04  4.19358e-03  
4.43035e-02  9.48595e-03  8.03043e-05  4.43035e-03  
4.68662e-02  4.78175e-03  5.76972e-05  4.68662e-03  
4.92218e-02  2.34182e-03  4.05483e-05  4.92218e-03  
5.15787e-02  1.04522e-03  2.71092e-05  5.15787e-03  
5.40398e-02  4.43092e-04  1.82508e-05  5.40398e-03  
5.64302e-02  3.73170e-04  1.65960e-05  5.64302e-03  
5.88859e-02  5.29700e-04  2.00295e-05  5.88859e-03  
6.11782e-02  7.89994e-04  2.42178e-05  6.11782e-03  
6.37328e-02  1.13347e-03  2.82142e-05  6.37328e-03  
6.61644e-02  1.43558e-03  3.09330e-05  6.61644e-03  
6.84975e-02  1.50292e-03  3.25091e-05  6.84975e-03  
7.09165e-02  1.62638e-03  3.31581e-05  7.09165e-03  
7.33198e-02  1.57834e-03  3.29259e-05  7.33198e-03  
7.57329e-02  1.41396e-03  3.19448e-05  7.57329e-03  
7.82729e-02  1.26694e-03  3.02470e-05  7.82729e-03  
8.06146e-02  1.06663e-03  2.82067e-05  8.06146e-03  
8.29465e-02  9.05515e-04  2.58358e-05  8.29465e-03  
8.55171e-02  7.01633e-04  2.29565e-05  8.55171e-03  
8.78982e-02  5.58956e-04  2.01536e-05  8.78982e-03  
9.03466e-02  4.11185e-04  1.72452e-05  9.03466e-03  
9.27281e-02  2.75233e-04  1.44971e-05  9.27281e-03  
9.51850e-02  1.83304e-04  1.18639e-05  9.51850e-03  
9.76239e-02  1.32344e-04  9.60586e-06  9.76239e-03  
9.98774e-02  6.97846e-05  8.00790e-06  9.98774e-03  
9.48309e-02  1.78680e-04  6.02051e-06  9.48309e-03  
1.01204e-01  6.14763e-05  3.84651e-06  1.01204e-02  
1.07363e-01  6.39613e-05  3.90513e-06  1.07363e-02  
1.13441e-01  1.13016e-04  4.80355e-06  1.13441e-02  
1.19470e-01  1.38937e-04  5.31589e-06  1.19470e-02  
1.25542e-01  1.45862e-04  5.26641e-06  1.25542e-02  
1.31863e-01  1.03618e-04  4.72243e-06  1.31863e-02  
1.37558e-01  6.75334e-05  3.97907e-06  1.37558e-02  
1.43972e-01  4.24560e-05  3.10735e-06  1.43972e-02  
1.50088e-01  2.01030e-05  2.54149e-06  1.50088e-02  
1.40047e-01  5.15520e-05  1.72005e-06  1.40047e-02  
1.48555e-01  2.13145e-05  1.44949e-06  1.48555e-02  
1.56880e-01  1.88622e-05  1.40420e-06  1.56880e-02  
1.65235e-01  2.10819e-05  1.47991e-06  1.65235e-02  
1.73553e-01  2.61973e-05  1.50226e-06  1.73553e-02  
1.82017e-01  2.00178e-05  1.44359e-06  1.82017e-02  
1.90760e-01  1.39483e-05  1.33864e-06  1.90760e-02  
1.99140e-01  5.89700e-06  1.25834e-06  1.99140e-02  
2.07456e-01  5.51717e-06  1.23918e-06  2.07456e-02  
2.15774e-01  8.56893e-06  1.25118e-06  2.15774e-02  
2.24012e-01  5.58809e-06  1.25069e-06  2.24012e-02  
2.32813e-01  4.82817e-06  1.22530e-06  2.32813e-02  
2.40990e-01  5.47359e-06  1.19056e-06  2.40990e-02  
2.49529e-01  1.36640e-06  1.16164e-06  2.49529e-02  
2.57730e-01  2.42701e-06  1.14979e-06  2.57730e-02  
2.66071e-01  5.05902e-07  1.14662e-06  2.66071e-02  
2.74955e-01  2.00396e-06  1.14086e-06  2.74955e-02  
2.83222e-01  1.68170e-07  1.12975e-06  2.83222e-02  
2.91911e-01  5.24152e-07  1.11546e-06  2.91911e-02  
3.00306e-01  6.93845e-07  1.10429e-06  3.00306e-02  
