#  Q(A^-1)        R           dR         dQ(A^-1)    
7.00305e-03  9.77557e-01  1.30194e-02  7.00305e-04  
7.28733e-03  9.95880e-01  1.30194e-02  7.28733e-04  
7.55040e-03  9.90874e-01  1.30194e-02  7.55040e-04  
7.82953e-03  9.98623e-01  1.30194e-02  7.82953e-04  
8.09528e-03  1.00200e+00  1.30194e-02  8.09528e-04  
8.36456e-03  9.89909e-01  1.30194e-02  8.36456e-04  
8.63389e-03  1.00476e+00  1.30194e-02  8.63389e-04  
8.92790e-03  9.83937e-01  1.30194e-02  8.92790e-04  
9.20017e-03  9.94649e-01  1.30194e-02  9.20017e-04  
9.47554e-03  1.00049e+00  1.30194e-02  9.47554e-04  
9.75569e-03  9.89100e-01  1.30194e-02  9.75569e-04  
1.00261e-02  1.00888e+00  1.30194e-02  1.00261e-03  
1.03152e-02  1.02204e+00  1.30194e-02  1.03152e-03  
1.05925e-02  1.01110e+00  1.30194e-02  1.05925e-03  
1.08576e-02  9.88052e-01  1.30194e-02  1.08576e-03  
1.11216e-02  9.88678e-01  1.30194e-02  1.11216e-03  
1.14194e-02  1.01625e+00  1.30194e-02  1.14194e-03  
1.16979e-02  9.97150e-01  1.30194e-02  1.16979e-03  
1.19493e-02  9.78155e-01  1.30194e-02  1.19493e-03  
1.22332e-02  9.97426e-01  1.30194e-02  1.22332e-03  
1.25309e-02  1.01595e+00  1.30194e-02  1.25309e-03  
1.27616e-02  9.88035e-01  1.30194e-02  1.27616e-03  
1.30559e-02  9.93108e-01  1.30194e-02  1.30559e-03  
1.33457e-02  1.00636e+00  1.30194e-02  1.33457e-03  
1.35919e-02  1.00680e+00  1.30194e-02  1.35919e-03  
1.38865e-02  1.01637e+00  1.30194e-02  1.38865e-03  
1.41627e-02  1.00128e+00  1.30194e-02  1.41627e-03  
1.44193e-02  1.00495e+00  1.30194e-02  1.44193e-03  
1.47305e-02  9.92031e-01  1.30194e-02  1.47305e-03  
1.49699e-02  9.84773e-01  1.30194e-02  1.49699e-03  
1.52832e-02  9.90219e-01  1.30194e-02  1.52832e-03  
1.55417e-02  1.00539e+00  1.30194e-02  1.55417e-03  
1.58269e-02  1.02914e+00  1.30194e-02  1.58269e-03  
1.60662e-02  1.01236e+00  1.30194e-02  1.60662e-03  
1.63905e-02  1.01144e+00  1.30194e-02  1.63905e-03  
1.66412e-02  1.00142e+00  1.30194e-02  1.66412e-03  
1.69036e-02  9.87018e-01  1.30194e-02  1.69036e-03  
1.72256e-02  1.02521e+00  1.30194e-02  1.72256e-03  
1.74634e-02  9.93154e-01  1.30194e-02  1.74634e-03  
1.77117e-02  9.74522e-01  1.30194e-02  1.77117e-03  
1.80087e-02  9.94706e-01  1.30194e-02  1.80087e-03  
1.82820e-02  1.01674e+00  1.30194e-02  1.82820e-03  
1.85475e-02  9.98169e-01  1.30194e-02  1.85475e-03  
1.88227e-02  1.00312e+00  1.30194e-02  1.88227e-03  
1.90546e-02  1.00794e+00  1.30194e-02  1.90546e-03  
1.94121e-02  1.03367e+00  1.30194e-02  1.94121e-03  
1.96745e-02  1.00799e+00  1.30194e-02  1.96745e-03  
1.99476e-02  9.94709e-01  1.30177e-02  1.99476e-03  
2.01506e-02  1.00357e+00  1.30139e-02  2.01506e-03  
2.04809e-02  1.00574e+00  1.29904e-02  2.04809e-03  
2.07966e-02  9.67804e-01  1.29211e-02  2.07966e-03  
2.10223e-02  9.64172e-01  1.28242e-02  2.10223e-03  
2.13146e-02  9.45014e-01  1.25591e-02  2.13146e-03  
2.15778e-02  8.55005e-01  1.21408e-02  2.15778e-03  
2.18674e-02  8.45884e-01  1.20187e-02  2.18674e-03  
2.21356e-02  7.74975e-01  1.14309e-02  2.21356e-03  
2.23998e-02  6.39703e-01  1.04881e-02  2.23998e-03  
2.27263e-02  4.76658e-01  8.99964e-03  2.27263e-03  
2.29690e-02  4.19322e-01  8.45650e-03  2.29690e-03  
2.32037e-02  3.75859e-01  8.03565e-03  2.32037e-03  
2.35623e-02  2.27141e-01  6.05637e-03  2.35623e-03  
2.38436e-02  1.30695e-01  4.60724e-03  2.38436e-03  
2.40654e-02  8.36250e-02  3.72236e-03  2.40654e-03  
2.42915e-02  7.29236e-02  3.60581e-03  2.42915e-03  
2.46168e-02  3.62285e-02  2.41727e-03  2.46168e-03  
2.49142e-02  1.80959e-02  1.73036e-03  2.49142e-03  
