# Q (A^-1),  R, RQ^4 (A^-4)
1.0000e-03 9.9958e-01 9.9958e-13
1.2990e-03 9.9958e-01 2.8461e-12
1.5980e-03 9.9958e-01 6.5181e-12
1.8970e-03 9.9958e-01 1.2944e-11
2.1960e-03 9.9958e-01 2.3246e-11
2.4950e-03 9.9958e-01 3.8735e-11
2.7940e-03 9.9958e-01 6.0915e-11
3.0930e-03 9.9958e-01 9.1482e-11
3.3920e-03 9.9958e-01 1.3232e-10
3.6910e-03 9.9958e-01 1.8552e-10
3.9900e-03 9.9958e-01 2.5334e-10
4.2890e-03 9.9958e-01 3.3825e-10
4.5880e-03 9.9958e-01 4.4290e-10
4.8870e-03 9.9958e-01 5.7014e-10
5.1860e-03 9.9958e-01 7.2301e-10
5.4850e-03 9.9958e-01 9.0474e-10
5.7840e-03 9.9958e-01 1.1187e-09
6.0830e-03 9.9958e-01 1.3686e-09
6.3820e-03 9.9958e-01 1.6582e-09
6.6810e-03 9.9958e-01 1.9915e-09
6.9800e-03 9.9958e-01 2.3727e-09
7.2790e-03 9.9958e-01 2.8061e-09
7.5780e-03 9.9958e-01 3.2964e-09
7.8770e-03 9.9958e-01 3.8482e-09
8.1760e-03 9.9882e-01 4.4633e-09
8.4750e-03 9.9100e-01 5.1125e-09
8.7740e-03 9.5132e-01 5.6379e-09
9.0730e-03 8.5704e-01 5.8077e-09
9.3720e-03 7.2210e-01 5.5709e-09
9.6710e-03 6.0178e-01 5.2641e-09
9.9700e-03 5.1634e-01 5.1017e-09
1.0269e-02 4.5476e-01 5.0570e-09
1.0568e-02 4.0865e-01 5.0971e-09
1.0867e-02 3.7193e-01 5.1868e-09
1.1166e-02 3.4147e-01 5.3082e-09
1.1465e-02 3.1552e-01 5.4517e-09
1.1764e-02 2.9303e-01 5.6121e-09
1.2063e-02 2.7327e-01 5.7864e-09
1.2362e-02 2.5574e-01 5.9726e-09
1.2661e-02 2.4007e-01 6.1690e-09
1.2960e-02 2.2596e-01 6.3747e-09
1.3259e-02 2.1319e-01 6.5888e-09
1.3558e-02 2.0156e-01 6.8107e-09
1.3857e-02 1.9094e-01 7.0399e-09
1.4156e-02 1.8119e-01 7.2760e-09
1.4455e-02 1.7221e-01 7.5186e-09
1.4754e-02 1.6392e-01 7.7675e-09
1.5053e-02 1.5625e-01 8.0224e-09
1.5352e-02 1.4912e-01 8.2830e-09
1.5651e-02 1.4248e-01 8.5494e-09
1.5950e-02 1.3630e-01 8.8211e-09
1.6249e-02 1.3051e-01 9.0982e-09
1.6548e-02 1.2510e-01 9.3805e-09
1.6847e-02 1.2002e-01 9.6679e-09
1.7146e-02 1.1524e-01 9.9602e-09
1.7445e-02 1.1075e-01 1.0257e-08
1.7744e-02 1.0652e-01 1.0559e-08
1.8043e-02 1.0252e-01 1.0866e-08
1.8342e-02 9.8751e-02 1.1177e-08
1.8641e-02 9.5180e-02 1.1493e-08
1.8940e-02 9.1798e-02 1.1813e-08
1.9239e-02 8.8591e-02 1.2137e-08
1.9538e-02 8.5547e-02 1.2466e-08
1.9837e-02 8.2655e-02 1.2799e-08
2.0136e-02 7.9903e-02 1.3136e-08
2.0435e-02 7.7284e-02 1.3477e-08
2.0734e-02 7.4789e-02 1.3822e-08
2.1033e-02 7.2409e-02 1.4171e-08
2.1332e-02 7.0138e-02 1.4524e-08
2.1631e-02 6.7968e-02 1.4880e-08
2.1930e-02 6.5894e-02 1.5241e-08
2.2229e-02 6.3910e-02 1.5605e-08
2.2528e-02 6.2011e-02 1.5972e-08
2.2827e-02 6.0192e-02 1.6343e-08
2.3126e-02 5.8448e-02 1.6718e-08
2.3425e-02 5.6775e-02 1.7095e-08
2.3724e-02 5.5170e-02 1.7477e-08
2.4023e-02 5.3629e-02 1.7861e-08
2.4322e-02 5.2148e-02 1.8249e-08
2.4621e-02 5.0724e-02 1.8639e-08
2.4920e-02 4.9354e-02 1.9033e-08
2.5219e-02 4.8035e-02 1.9430e-08
2.5518e-02 4.6766e-02 1.9830e-08
2.5817e-02 4.5543e-02 2.0232e-08
2.6116e-02 4.4365e-02 2.0638e-08
2.6415e-02 4.3228e-02 2.1046e-08
2.6714e-02 4.2131e-02 2.1457e-08
2.7013e-02 4.1073e-02 2.1870e-08
2.7312e-02 4.0051e-02 2.2286e-08
2.7611e-02 3.9064e-02 2.2704e-08
2.7910e-02 3.8111e-02 2.3125e-08
2.8209e-02 3.7189e-02 2.3548e-08
2.8508e-02 3.6297e-02 2.3974e-08
2.8807e-02 3.5434e-02 2.4401e-08
2.9106e-02 3.4599e-02 2.4831e-08
2.9405e-02 3.3791e-02 2.5263e-08
2.9704e-02 3.3008e-02 2.5697e-08
3.0003e-02 3.2249e-02 2.6133e-08
3.0302e-02 3.1514e-02 2.6570e-08
3.0601e-02 3.0802e-02 2.7010e-08
3.0900e-02 3.0111e-02 2.7451e-08
3.1199e-02 2.9440e-02 2.7893e-08
3.1498e-02 2.8790e-02 2.8338e-08
3.1797e-02 2.8158e-02 2.8784e-08
3.2096e-02 2.7545e-02 2.9231e-08
3.2395e-02 2.6950e-02 2.9680e-08
3.2694e-02 2.6371e-02 3.0130e-08
3.2993e-02 2.5809e-02 3.0581e-08
3.3292e-02 2.5263e-02 3.1034e-08
3.3591e-02 2.4731e-02 3.1488e-08
3.3890e-02 2.4215e-02 3.1942e-08
3.4189e-02 2.3712e-02 3.2398e-08
3.4488e-02 2.3223e-02 3.2855e-08
3.4787e-02 2.2747e-02 3.3312e-08
3.5086e-02 2.2284e-02 3.3770e-08
3.5385e-02 2.1833e-02 3.4229e-08
3.5684e-02 2.1394e-02 3.4689e-08
3.5983e-02 2.0966e-02 3.5149e-08
3.6282e-02 2.0549e-02 3.5609e-08
