#  Q(A^-1)        R           dR         dQ(A^-1)    
6.99376e-03  1.00141e+00  1.31923e-02  6.99376e-04  
7.38061e-03  1.01099e+00  1.31923e-02  7.38061e-04  
7.76653e-03  1.00500e+00  1.31923e-02  7.76653e-04  
8.17591e-03  9.89495e-01  1.31923e-02  8.17591e-04  
8.54364e-03  9.88855e-01  1.31923e-02  8.54364e-04  
8.94544e-03  9.75710e-01  1.31923e-02  8.94544e-04  
9.31756e-03  9.79511e-01  1.31923e-02  9.31756e-04  
9.70898e-03  9.84480e-01  1.31923e-02  9.70898e-04  
1.01006e-02  9.92405e-01  1.31923e-02  1.01006e-03  
1.04814e-02  1.02140e+00  1.31923e-02  1.04814e-03  
1.08894e-02  1.01897e+00  1.31923e-02  1.08894e-03  
1.12699e-02  9.95757e-01  1.31923e-02  1.12699e-03  
1.16487e-02  1.01834e+00  1.31923e-02  1.16487e-03  
1.20593e-02  1.00914e+00  1.31923e-02  1.20593e-03  
1.24323e-02  1.02642e+00  1.31923e-02  1.24323e-03  
1.28256e-02  1.03594e+00  1.31906e-02  1.28256e-03  
1.32173e-02  9.87336e-01  1.31610e-02  1.32173e-03  
1.36046e-02  9.61933e-01  1.30168e-02  1.36046e-03  
1.39951e-02  8.95750e-01  1.24663e-02  1.39951e-03  
1.43900e-02  7.11305e-01  1.12092e-02  1.43900e-03  
1.47340e-02  5.43262e-01  9.71111e-03  1.47340e-03  
1.51435e-02  3.29448e-01  7.64342e-03  1.51435e-03  
1.55351e-02  1.80510e-01  5.68804e-03  1.55351e-03  
1.58956e-02  9.91594e-02  4.13314e-03  1.58956e-03  
1.62911e-02  5.09165e-02  2.86477e-03  1.62911e-03  
1.66812e-02  2.24137e-02  2.04058e-03  1.66812e-03  
1.70511e-02  1.53161e-02  1.48208e-03  1.70511e-03  
1.74432e-02  5.37771e-03  1.05093e-03  1.74432e-03  
1.78512e-02  2.81304e-03  7.50052e-04  1.78512e-03  
1.82093e-02  1.20097e-03  5.44824e-04  1.82093e-03  
1.86203e-02  1.02500e-03  3.69545e-04  1.86203e-03  
1.89896e-02  9.04439e-04  2.79036e-04  1.89896e-03  
1.93846e-02  5.52225e-04  2.43451e-04  1.93846e-03  
1.97962e-02  3.28117e-04  2.50994e-04  1.97962e-03  
2.02041e-02  7.69314e-04  2.78057e-04  2.02041e-03  
2.05556e-02  3.44623e-04  3.01820e-04  2.05556e-03  
2.09456e-02  7.45981e-04  3.23171e-04  2.09456e-03  
2.13565e-02  1.38292e-03  3.38471e-04  2.13565e-03  
2.16987e-02  6.08079e-04  3.45231e-04  2.16987e-03  
2.21316e-02  1.03844e-03  3.47615e-04  2.21316e-03  
2.24765e-02  1.29739e-03  3.45502e-04  2.24765e-03  
2.28750e-02  6.41454e-05  3.39393e-04  2.28750e-03  
2.32985e-02  7.53951e-04  3.29720e-04  2.32985e-03  
2.36863e-02  6.51866e-04  3.19069e-04  2.36863e-03  
2.40382e-02  3.17638e-04  3.08399e-04  2.40382e-03  
2.44756e-02  5.46105e-04  2.94536e-04  2.44756e-03  
