#  Q(A^-1)        R           dR         dQ(A^-1)    
6.99153e-03  1.00059e+00  1.24279e-02  6.99153e-04  
7.64406e-03  1.02049e+00  1.24279e-02  7.64406e-04  
8.31619e-03  1.01227e+00  1.24279e-02  8.31619e-04  
8.97561e-03  1.01064e+00  1.24279e-02  8.97561e-04  
9.61733e-03  1.00400e+00  1.24279e-02  9.61733e-04  
1.02689e-02  1.01264e+00  1.24279e-02  1.02689e-03  
1.09261e-02  1.01044e+00  1.24279e-02  1.09261e-03  
1.15978e-02  1.02051e+00  1.24279e-02  1.15978e-03  
1.22365e-02  9.92646e-01  1.24279e-02  1.22365e-03  
1.28859e-02  1.00309e+00  1.24279e-02  1.28859e-03  
1.35533e-02  1.01475e+00  1.24279e-02  1.35533e-03  
1.42171e-02  1.00197e+00  1.24279e-02  1.42171e-03  
1.48775e-02  9.91750e-01  1.24279e-02  1.48775e-03  
1.55335e-02  1.00597e+00  1.24264e-02  1.55335e-03  
1.61400e-02  1.00710e+00  1.23629e-02  1.61400e-03  
1.68254e-02  9.23880e-01  1.18993e-02  1.68254e-03  
1.74688e-02  7.09343e-01  1.05350e-02  1.74688e-03  
1.81324e-02  4.51433e-01  8.27569e-03  1.81324e-03  
1.87739e-02  2.38054e-01  6.16921e-03  1.87739e-03  
1.94212e-02  1.33512e-01  4.58633e-03  1.94212e-03  
2.01244e-02  7.32708e-02  3.45108e-03  2.01244e-03  
2.07399e-02  5.05817e-02  2.82520e-03  2.07399e-03  
2.14147e-02  3.17901e-02  2.33439e-03  2.14147e-03  
2.20778e-02  2.43223e-02  1.96251e-03  2.20778e-03  
2.27270e-02  1.94459e-02  1.67179e-03  2.27270e-03  
2.33680e-02  1.17050e-02  1.43786e-03  2.33680e-03  
2.40465e-02  8.26170e-03  1.23454e-03  2.40465e-03  
2.46917e-02  8.51941e-03  1.07563e-03  2.46917e-03  
2.53257e-02  5.49567e-03  9.44427e-04  2.53257e-03  
2.59850e-02  4.29558e-03  8.29585e-04  2.59850e-03  
2.49955e-02  6.60137e-03  6.30919e-05  2.49955e-03  
2.73979e-02  2.64192e-03  4.03633e-05  2.73979e-03  
2.98369e-02  1.25616e-03  2.76905e-05  2.98369e-03  
3.22378e-02  6.33837e-04  2.01306e-05  3.22378e-03  
3.47155e-02  3.05269e-04  1.47297e-05  3.47155e-03  
3.71490e-02  1.51556e-04  1.06754e-05  3.71490e-03  
3.94745e-02  6.78742e-05  7.60373e-06  3.94745e-03  
4.19417e-02  2.14384e-05  5.08044e-06  4.19417e-03  
4.43411e-02  1.32807e-05  3.31883e-06  4.43411e-03  
4.68061e-02  6.71459e-07  2.22279e-06  4.68061e-03  
4.91544e-02  1.08489e-06  1.89408e-06  4.91544e-03  
5.16604e-02  2.08243e-06  1.98095e-06  5.16604e-03  
5.40650e-02  1.83078e-08  2.06212e-06  5.40650e-03  
5.65189e-02  1.06120e-06  2.05632e-06  5.65189e-03  
5.88063e-02  4.06416e-06  1.99463e-06  5.88063e-03  
6.12447e-02  6.25246e-06  1.90383e-06  6.12447e-03  
6.62302e-02  1.07899e-06  1.72783e-06  6.62302e-03  
6.85573e-02  1.41472e-06  1.66398e-06  6.85573e-03  
7.09617e-02  2.33941e-07  1.60886e-06  7.09617e-03  
7.58508e-02  1.30367e-06  1.51851e-06  7.58508e-03  
7.82332e-02  5.96929e-07  1.48113e-06  7.82332e-03  
8.03592e-02  3.13292e-07  1.45047e-06  8.03592e-03  
8.55977e-02  1.88857e-07  1.38420e-06  8.55977e-03  
8.80554e-02  2.55743e-06  1.35715e-06  8.80554e-03  
9.27300e-02  5.11400e-07  1.31174e-06  9.27300e-03  
9.76699e-02  2.38992e-07  1.27103e-06  9.76699e-03  
9.50533e-02  7.03103e-08  1.13048e-06  9.50533e-03  
1.01189e-01  1.55355e-06  1.10993e-06  1.01189e-02  
1.13168e-01  1.31351e-06  1.07963e-06  1.13168e-02  
1.19367e-01  6.97588e-07  1.06772e-06  1.19367e-02  
1.25677e-01  1.05250e-06  1.05758e-06  1.25677e-02  
1.31886e-01  1.41631e-06  1.04917e-06  1.31886e-02  
1.44095e-01  2.45649e-07  1.03621e-06  1.44095e-02  
1.56856e-01  6.91074e-07  1.00723e-06  1.56856e-02  
1.65556e-01  7.89952e-07  1.00583e-06  1.65556e-02  
1.73803e-01  1.15083e-06  1.00475e-06  1.73803e-02  
1.90740e-01  1.34611e-06  1.00312e-06  1.90740e-02  
1.98973e-01  5.14238e-07  1.00254e-06  1.98973e-02  
2.32746e-01  1.08069e-06  1.00107e-06  2.32746e-02  
2.40984e-01  5.14805e-07  1.00086e-06  2.40984e-02  
2.49764e-01  7.62912e-07  1.00068e-06  2.49764e-02  
2.57654e-01  1.48196e-06  1.00055e-06  2.57654e-02  
2.66527e-01  2.82972e-07  1.00043e-06  2.66527e-02  
2.74365e-01  7.98382e-07  1.00035e-06  2.74365e-02  
2.83134e-01  4.50360e-07  1.00027e-06  2.83134e-02  
2.99728e-01  5.41396e-07  1.00017e-06  2.99728e-02  
