#  Q(A^-1)        R           dR         dQ(A^-1)    
6.99320e-03  1.00309e+00  1.98747e-02  6.99320e-04  
7.38432e-03  9.60936e-01  1.98747e-02  7.38432e-04  
7.77848e-03  9.78008e-01  1.98747e-02  7.77848e-04  
8.17336e-03  9.31613e-01  1.98747e-02  8.17336e-04  
8.53582e-03  9.85701e-01  1.98747e-02  8.53582e-04  
8.93439e-03  9.65691e-01  1.98747e-02  8.93439e-04  
9.33677e-03  1.02742e+00  1.98747e-02  9.33677e-04  
9.71155e-03  9.88358e-01  1.98747e-02  9.71155e-04  
1.01042e-02  1.03111e+00  1.98747e-02  1.01042e-03  
1.04934e-02  1.00066e+00  1.98747e-02  1.04934e-03  
1.08864e-02  1.03077e+00  1.98747e-02  1.08864e-03  
1.12658e-02  1.01846e+00  1.98747e-02  1.12658e-03  
1.16528e-02  1.00805e+00  1.98747e-02  1.16528e-03  
1.20195e-02  9.95689e-01  1.98747e-02  1.20195e-03  
1.24434e-02  1.01612e+00  1.98747e-02  1.24434e-03  
1.28160e-02  1.02023e+00  1.98747e-02  1.28160e-03  
1.32078e-02  1.01628e+00  1.98747e-02  1.32078e-03  
1.36146e-02  1.02376e+00  1.98747e-02  1.36146e-03  
1.39864e-02  9.91520e-01  1.98747e-02  1.39864e-03  
1.43760e-02  9.75671e-01  1.98747e-02  1.43760e-03  
1.47371e-02  9.45736e-01  1.98747e-02  1.47371e-03  
1.51264e-02  1.02627e+00  1.98747e-02  1.51264e-03  
1.55200e-02  1.01211e+00  1.98747e-02  1.55200e-03  
1.59235e-02  9.98667e-01  1.98747e-02  1.59235e-03  
1.62698e-02  9.90157e-01  1.98747e-02  1.62698e-03  
1.66795e-02  1.00222e+00  1.98747e-02  1.66795e-03  
1.70882e-02  1.00838e+00  1.98747e-02  1.70882e-03  
1.74760e-02  9.87879e-01  1.98747e-02  1.74760e-03  
1.78364e-02  1.00791e+00  1.98747e-02  1.78364e-03  
1.82437e-02  9.86065e-01  1.98747e-02  1.82437e-03  
1.86154e-02  1.00906e+00  1.98747e-02  1.86154e-03  
1.89970e-02  1.00444e+00  1.98747e-02  1.89970e-03  
1.94007e-02  9.80708e-01  1.98747e-02  1.94007e-03  
1.98338e-02  1.00602e+00  1.98747e-02  1.98338e-03  
2.01583e-02  9.93525e-01  1.98747e-02  2.01583e-03  
2.05484e-02  9.87984e-01  1.98746e-02  2.05484e-03  
2.09668e-02  9.89007e-01  1.98746e-02  2.09668e-03  
2.13855e-02  1.00371e+00  1.98746e-02  2.13855e-03  
2.17709e-02  1.02032e+00  1.98746e-02  2.17709e-03  
2.21485e-02  1.01668e+00  1.98745e-02  2.21485e-03  
2.24700e-02  9.81561e-01  1.98744e-02  2.24700e-03  
2.28948e-02  1.01647e+00  1.98740e-02  2.28948e-03  
2.33043e-02  1.02745e+00  1.98726e-02  2.33043e-03  
2.36927e-02  9.82545e-01  1.98677e-02  2.36927e-03  
2.40873e-02  1.00871e+00  1.98474e-02  2.40873e-03  
2.44686e-02  9.87706e-01  1.97954e-02  2.44686e-03  
2.48104e-02  9.83732e-01  1.96970e-02  2.48104e-03  
2.52167e-02  9.69236e-01  1.94678e-02  2.52167e-03  
2.55820e-02  9.30698e-01  1.90789e-02  2.55820e-03  
2.60449e-02  8.50962e-01  1.83245e-02  2.60449e-03  
2.49872e-02  9.71774e-01  1.20813e-03  2.49872e-03  
2.74017e-02  5.31093e-01  8.93217e-04  2.74017e-03  
2.98346e-02  1.70749e-01  5.07870e-04  2.98346e-03  
3.22292e-02  8.48914e-02  3.56414e-04  3.22292e-03  
3.47086e-02  4.65948e-02  2.65209e-04  3.47086e-03  
3.70731e-02  3.11521e-02  2.17701e-04  3.70731e-03  
3.95114e-02  2.11198e-02  1.78458e-04  3.95114e-03  
4.20213e-02  1.52910e-02  1.50965e-04  4.20213e-03  
4.43383e-02  1.10984e-02  1.30158e-04  4.43383e-03  
4.67694e-02  8.50146e-03  1.13189e-04  4.67694e-03  
4.92743e-02  6.48363e-03  9.88698e-05  4.92743e-03  
5.15468e-02  5.18781e-03  8.81015e-05  5.15468e-03  
5.40701e-02  3.80013e-03  7.80800e-05  5.40701e-03  
5.63858e-02  3.17883e-03  7.02643e-05  5.63858e-03  
5.87947e-02  2.48990e-03  6.32786e-05  5.87947e-03  
6.12268e-02  2.04785e-03  5.71856e-05  6.12268e-03  
6.36757e-02  1.76474e-03  5.18513e-05  6.36757e-03  
6.61060e-02  1.40353e-03  4.72174e-05  6.61060e-03  
6.85312e-02  1.17288e-03  4.31429e-05  6.85312e-03  
7.08536e-02  9.88688e-04  3.96788e-05  7.08536e-03  
7.34005e-02  7.65459e-04  3.62970e-05  7.34005e-03  
7.58485e-02  6.75020e-04  3.34016e-05  7.58485e-03  
