# Q (A^-1),  R, RQ^4 (A^-4)
1.0000e-03 9.8971e-01 9.8971e-13
1.2990e-03 9.8667e-01 2.8094e-12
1.5980e-03 9.8357e-01 6.4138e-12
1.8970e-03 9.8038e-01 1.2696e-11
2.1960e-03 9.7709e-01 2.2723e-11
2.4950e-03 9.7368e-01 3.7731e-11
2.7940e-03 9.7013e-01 5.9120e-11
3.0930e-03 9.6644e-01 8.8449e-11
3.3920e-03 9.6259e-01 1.2743e-10
3.6910e-03 9.5856e-01 1.7791e-10
3.9900e-03 9.5434e-01 2.4188e-10
4.2890e-03 9.4992e-01 3.2145e-10
4.5880e-03 9.4529e-01 4.1885e-10
4.8870e-03 9.4044e-01 5.3641e-10
5.1860e-03 9.3535e-01 6.7656e-10
5.4850e-03 9.3002e-01 8.4178e-10
5.7840e-03 9.2444e-01 1.0346e-09
6.0830e-03 9.1859e-01 1.2577e-09
6.3820e-03 9.1246e-01 1.5137e-09
6.6810e-03 9.0606e-01 1.8052e-09
6.9800e-03 8.9936e-01 2.1348e-09
7.2790e-03 8.9237e-01 2.5051e-09
7.5780e-03 8.8507e-01 2.9187e-09
7.8770e-03 8.7746e-01 3.3781e-09
8.1760e-03 8.6952e-01 3.8855e-09
8.4750e-03 8.6126e-01 4.4432e-09
8.7740e-03 8.5267e-01 5.0533e-09
9.0730e-03 8.4374e-01 5.7176e-09
9.3720e-03 8.3447e-01 6.4378e-09
9.6710e-03 8.2486e-01 7.2155e-09
9.9700e-03 8.1489e-01 8.0516e-09
1.0269e-02 8.0458e-01 8.9471e-09
1.0568e-02 7.9391e-01 9.9025e-09
1.0867e-02 7.8289e-01 1.0918e-08
1.1166e-02 7.7152e-01 1.1993e-08
1.1465e-02 7.5980e-01 1.3128e-08
1.1764e-02 7.4774e-01 1.4321e-08
1.2063e-02 7.3533e-01 1.5571e-08
1.2362e-02 7.2258e-01 1.6875e-08
1.2661e-02 7.0951e-01 1.8232e-08
1.2960e-02 6.9611e-01 1.9638e-08
1.3259e-02 6.8240e-01 2.1090e-08
1.3558e-02 6.6839e-01 2.2585e-08
1.3857e-02 6.5410e-01 2.4117e-08
1.4156e-02 6.3953e-01 2.5682e-08
1.4455e-02 6.2470e-01 2.7274e-08
1.4754e-02 6.0964e-01 2.8888e-08
1.5053e-02 5.9435e-01 3.0517e-08
1.5352e-02 5.7886e-01 3.2154e-08
1.5651e-02 5.6320e-01 3.3793e-08
1.5950e-02 5.4738e-01 3.5427e-08
1.6249e-02 5.3143e-01 3.7047e-08
1.6548e-02 5.1537e-01 3.8646e-08
1.6847e-02 4.9924e-01 4.0216e-08
1.7146e-02 4.8305e-01 4.1749e-08
1.7445e-02 4.6684e-01 4.3237e-08
1.7744e-02 4.5063e-01 4.4672e-08
1.8043e-02 4.3446e-01 4.6046e-08
1.8342e-02 4.1835e-01 4.7351e-08
1.8641e-02 4.0234e-01 4.8581e-08
1.8940e-02 3.8644e-01 4.9728e-08
1.9239e-02 3.7069e-01 5.0786e-08
1.9538e-02 3.5512e-01 5.1748e-08
1.9837e-02 3.3974e-01 5.2609e-08
2.0136e-02 3.2460e-01 5.3364e-08
2.0435e-02 3.0971e-01 5.4008e-08
2.0734e-02 2.9510e-01 5.4538e-08
2.1033e-02 2.8078e-01 5.4951e-08
2.1332e-02 2.6679e-01 5.5245e-08
2.1631e-02 2.5313e-01 5.5418e-08
2.1930e-02 2.3982e-01 5.5469e-08
2.2229e-02 2.2689e-01 5.5398e-08
2.2528e-02 2.1434e-01 5.5206e-08
2.2827e-02 2.0218e-01 5.4894e-08
2.3126e-02 1.9042e-01 5.4465e-08
2.3425e-02 1.7908e-01 5.3921e-08
2.3724e-02 1.6815e-01 5.3265e-08
2.4023e-02 1.5764e-01 5.2503e-08
2.4322e-02 1.4756e-01 5.1637e-08
2.4621e-02 1.3790e-01 5.0674e-08
2.4920e-02 1.2866e-01 4.9618e-08
2.5219e-02 1.1984e-01 4.8476e-08
2.5518e-02 1.1144e-01 4.7254e-08
2.5817e-02 1.0345e-01 4.5958e-08
2.6116e-02 9.5867e-02 4.4596e-08
2.6415e-02 8.8679e-02 4.3174e-08
2.6714e-02 8.1879e-02 4.1699e-08
2.7013e-02 7.5458e-02 4.0179e-08
2.7312e-02 6.9407e-02 3.8620e-08
2.7611e-02 6.3713e-02 3.7030e-08
2.7910e-02 5.8367e-02 3.5417e-08
2.8209e-02 5.3356e-02 3.3786e-08
2.8508e-02 4.8668e-02 3.2145e-08
2.8807e-02 4.4290e-02 3.0500e-08
