#  Q(A^-1)        R           dR         dQ(A^-1)    
6.99397e-03  1.02469e+00  1.66612e-02  6.99397e-04  
7.99473e-03  9.82157e-01  1.66612e-02  7.99473e-04  
8.99503e-03  9.90969e-01  1.66612e-02  8.99503e-04  
9.98103e-03  9.83357e-01  1.66612e-02  9.98103e-04  
1.10097e-02  9.93615e-01  1.66612e-02  1.10097e-03  
1.19665e-02  9.86161e-01  1.66612e-02  1.19665e-03  
1.29929e-02  9.99215e-01  1.66612e-02  1.29929e-03  
1.40013e-02  9.65813e-01  1.66612e-02  1.40013e-03  
1.49917e-02  1.00126e+00  1.66612e-02  1.49917e-03  
1.60118e-02  1.01780e+00  1.66612e-02  1.60118e-03  
1.69918e-02  9.69460e-01  1.66612e-02  1.69918e-03  
1.79986e-02  9.82257e-01  1.66612e-02  1.79986e-03  
1.89984e-02  1.00559e+00  1.66612e-02  1.89984e-03  
2.00056e-02  9.96548e-01  1.66589e-02  2.00056e-03  
2.09960e-02  9.89634e-01  1.64996e-02  2.09960e-03  
2.20467e-02  8.19947e-01  1.50655e-02  2.20467e-03  
2.29857e-02  4.95783e-01  1.16744e-02  2.29857e-03  
2.40314e-02  1.97871e-01  7.38878e-03  2.40314e-03  
2.50586e-02  7.25241e-02  4.51626e-03  2.50586e-03  
2.59983e-02  3.33768e-02  2.98344e-03  2.59983e-03  
2.49732e-02  7.81969e-02  2.88490e-04  2.49732e-03  
2.74053e-02  1.16317e-02  1.11238e-04  2.74053e-03  
2.98172e-02  3.37528e-03  5.90455e-05  2.98172e-03  
3.22578e-02  2.29070e-03  5.03406e-05  3.22578e-03  
3.46969e-02  2.79292e-03  5.52669e-05  3.46969e-03  
3.70159e-02  3.26494e-03  5.96200e-05  3.70159e-03  
3.94808e-02  3.52688e-03  6.15470e-05  3.94808e-03  
4.19095e-02  3.45830e-03  6.10052e-05  4.19095e-03  
4.43136e-02  3.13668e-03  5.87045e-05  4.43136e-03  
4.67481e-02  2.86067e-03  5.51553e-05  4.67481e-03  
4.91623e-02  2.30469e-03  5.08742e-05  4.91623e-03  
5.16552e-02  1.94135e-03  4.60314e-05  5.16552e-03  
5.39705e-02  1.57577e-03  4.14061e-05  5.39705e-03  
5.64387e-02  1.20541e-03  3.65542e-05  5.64387e-03  
5.88868e-02  8.99968e-04  3.19868e-05  5.88868e-03  
6.11807e-02  6.33494e-04  2.80421e-05  6.11807e-03  
6.36738e-02  5.09550e-04  2.42164e-05  6.36738e-03  
6.61808e-02  3.69916e-04  2.09187e-05  6.61808e-03  
6.85272e-02  2.98325e-04  1.83689e-05  6.85272e-03  
7.10262e-02  2.25312e-04  1.62210e-05  7.10262e-03  
7.33670e-02  1.86212e-04  1.47047e-05  7.33670e-03  
7.59277e-02  1.24619e-04  1.35158e-05  7.59277e-03  
7.82170e-02  1.44860e-04  1.27709e-05  7.82170e-03  
8.06616e-02  1.41560e-04  1.22000e-05  8.06616e-03  
8.30891e-02  1.23948e-04  1.17658e-05  8.30891e-03  
8.55569e-02  9.99206e-05  1.13833e-05  8.55569e-03  
8.78902e-02  8.73780e-05  1.10302e-05  8.78902e-03  
9.02050e-02  6.20445e-05  1.06637e-05  9.02050e-03  
9.26536e-02  6.07535e-05  1.02480e-05  9.26536e-03  
9.51674e-02  5.54100e-05  9.79125e-06  9.51674e-03  
9.73915e-02  8.27477e-05  9.36756e-06  9.73915e-03  
9.99313e-02  5.58243e-05  8.87157e-06  9.99313e-03  
9.49714e-02  6.97033e-05  4.94792e-06  9.49714e-03  
1.00997e-01  5.88608e-05  4.42682e-06  1.00997e-02  
1.07194e-01  3.69866e-05  3.90257e-06  1.07194e-02  
1.13400e-01  3.24627e-05  3.45153e-06  1.13400e-02  
1.19481e-01  2.51556e-05  3.10238e-06  1.19481e-02  
1.25344e-01  1.78605e-05  2.84097e-06  1.25344e-02  
1.31629e-01  1.67028e-05  2.61651e-06  1.31629e-02  
1.37901e-01  1.01797e-05  2.42735e-06  1.37901e-02  
1.43801e-01  8.79697e-06  2.27011e-06  1.43801e-02  
1.49982e-01  5.77419e-06  2.12286e-06  1.49982e-02  
1.40184e-01  1.08654e-05  1.37367e-06  1.40184e-02  
1.48436e-01  6.05316e-06  1.31716e-06  1.48436e-02  
1.56941e-01  4.43550e-06  1.26762e-06  1.56941e-02  
1.65311e-01  1.18835e-06  1.22687e-06  1.65311e-02  
1.73566e-01  1.22940e-06  1.19336e-06  1.73566e-02  
1.81840e-01  1.03542e-06  1.16515e-06  1.81840e-02  
1.90644e-01  2.59819e-06  1.13986e-06  1.90644e-02  
1.98777e-01  1.40131e-06  1.12005e-06  1.98777e-02  
2.40931e-01  4.45112e-07  1.05459e-06  2.40931e-02  
2.49707e-01  1.03465e-06  1.04630e-06  2.49707e-02  
2.57664e-01  2.43239e-07  1.03985e-06  2.57664e-02  
2.66288e-01  1.21730e-06  1.03385e-06  2.66288e-02  
2.74311e-01  9.79517e-07  1.02905e-06  2.74311e-02  
2.91473e-01  4.34556e-07  1.02088e-06  2.91473e-02  
2.99507e-01  7.32836e-07  1.01786e-06  2.99507e-02  
