#  Q(A^-1)        R           dR         dQ(A^-1)    
6.98722e-03  1.01072e+00  1.22987e-02  6.98722e-04  
7.38667e-03  1.00682e+00  1.22986e-02  7.38667e-04  
7.78376e-03  1.00249e+00  1.22985e-02  7.78376e-04  
8.15736e-03  9.97877e-01  1.22984e-02  8.15736e-04  
8.55634e-03  1.00892e+00  1.22982e-02  8.55634e-04  
8.93468e-03  9.94543e-01  1.22981e-02  8.93468e-04  
9.30997e-03  1.01274e+00  1.22979e-02  9.30997e-04  
9.71109e-03  1.00341e+00  1.22977e-02  9.71109e-04  
1.01165e-02  9.90783e-01  1.22974e-02  1.01165e-03  
1.05041e-02  9.79264e-01  1.22970e-02  1.05041e-03  
1.08892e-02  1.01282e+00  1.22966e-02  1.08892e-03  
1.12721e-02  9.76360e-01  1.22962e-02  1.12721e-03  
1.16547e-02  9.95180e-01  1.22956e-02  1.16547e-03  
1.20461e-02  1.01539e+00  1.22949e-02  1.20461e-03  
1.24277e-02  9.57519e-01  1.22940e-02  1.24277e-03  
1.28163e-02  9.92198e-01  1.22929e-02  1.28163e-03  
1.32053e-02  1.01097e+00  1.22916e-02  1.32053e-03  
1.36134e-02  9.81949e-01  1.22899e-02  1.36134e-03  
1.39541e-02  9.79825e-01  1.22880e-02  1.39541e-03  
1.43522e-02  9.80181e-01  1.22854e-02  1.43522e-03  
1.47356e-02  9.75325e-01  1.22822e-02  1.47356e-03  
1.51517e-02  9.95361e-01  1.22776e-02  1.51517e-03  
1.55088e-02  9.76063e-01  1.22725e-02  1.55088e-03  
1.59290e-02  1.00494e+00  1.22648e-02  1.59290e-03  
1.62848e-02  9.55341e-01  1.22561e-02  1.62848e-03  
1.66955e-02  1.00046e+00  1.22427e-02  1.66955e-03  
1.70826e-02  1.00268e+00  1.22258e-02  1.70826e-03  
1.74951e-02  9.68867e-01  1.22009e-02  1.74951e-03  
1.78499e-02  9.68192e-01  1.21710e-02  1.78499e-03  
1.82441e-02  9.74975e-01  1.21256e-02  1.82441e-03  
1.86482e-02  9.67436e-01  1.20603e-02  1.86482e-03  
1.90026e-02  9.53713e-01  1.19762e-02  1.90026e-03  
1.94191e-02  9.31599e-01  1.18348e-02  1.94191e-03  
1.97897e-02  8.84411e-01  1.16564e-02  1.97897e-03  
2.01685e-02  8.82320e-01  1.13977e-02  2.01685e-03  
2.05602e-02  8.19555e-01  1.10193e-02  2.05602e-03  
