#  Q(A^-1)        R           dR         dQ(A^-1)    
7.00866e-03  1.12589e-01  4.60699e-03  7.00866e-04  
7.25629e-03  6.28937e-02  3.52122e-03  7.25629e-04  
7.54176e-03  3.82850e-02  2.72581e-03  7.54176e-04  
7.83412e-03  1.90440e-02  2.16815e-03  7.83412e-04  
8.09446e-03  1.53966e-02  1.80646e-03  8.09446e-04  
8.38434e-03  1.11815e-02  1.49050e-03  8.38434e-04  
8.66545e-03  8.21624e-03  1.25310e-03  8.66545e-04  
8.93133e-03  7.04890e-03  1.07392e-03  8.93133e-04  
9.20838e-03  5.45777e-03  9.22106e-04  9.20838e-04  
9.47444e-03  3.02844e-03  8.01700e-04  9.47444e-04  
9.75437e-03  1.10633e-03  6.95855e-04  9.75437e-04  
1.00388e-02  2.14155e-03  6.04684e-04  1.00388e-03  
1.02977e-02  1.32649e-03  5.31847e-04  1.02977e-03  
1.05973e-02  1.42482e-03  4.58710e-04  1.05973e-03  
1.08550e-02  7.69149e-04  4.02257e-04  1.08550e-03  
1.11122e-02  2.41445e-04  3.52381e-04  1.11122e-03  
1.16735e-02  2.88807e-04  2.57597e-04  1.16735e-03  
1.19524e-02  1.59082e-04  2.17668e-04  1.19524e-03  
1.22126e-02  1.58862e-05  1.84516e-04  1.22126e-03  
1.25098e-02  1.86393e-04  1.51367e-04  1.25098e-03  
1.27754e-02  2.74220e-05  1.25948e-04  1.27754e-03  
1.33470e-02  1.73233e-05  8.48798e-05  1.33470e-03  
1.36240e-02  5.46632e-05  7.12885e-05  1.36240e-03  
1.52479e-02  6.37455e-05  4.24688e-05  1.52479e-03  
1.57886e-02  8.01748e-05  3.72767e-05  1.57886e-03  
1.60823e-02  6.14761e-05  3.40803e-05  1.60823e-03  
1.63864e-02  3.66328e-05  3.05545e-05  1.63864e-03  
1.66479e-02  6.32858e-05  2.74335e-05  1.66479e-03  
1.74722e-02  1.19152e-05  1.80962e-05  1.74722e-03  
1.77263e-02  2.22197e-06  1.57082e-05  1.77263e-03  
1.79927e-02  1.26490e-05  1.36489e-05  1.79927e-03  
1.83049e-02  5.03677e-06  1.17652e-05  1.83049e-03  
