#  Q(A^-1)        R           dR         dQ(A^-1)    
7.01174e-03  9.93276e-01  1.16715e-02  7.01174e-04  
7.27872e-03  9.89772e-01  1.16715e-02  7.27872e-04  
7.54376e-03  9.92648e-01  1.16715e-02  7.54376e-04  
7.82874e-03  9.75669e-01  1.16715e-02  7.82874e-04  
8.10580e-03  9.91251e-01  1.16715e-02  8.10580e-04  
8.37238e-03  9.96722e-01  1.16715e-02  8.37238e-04  
8.65726e-03  1.00594e+00  1.16715e-02  8.65726e-04  
8.91611e-03  9.83104e-01  1.16715e-02  8.91611e-04  
9.19997e-03  1.01428e+00  1.16715e-02  9.19997e-04  
9.47617e-03  9.94797e-01  1.16715e-02  9.47617e-04  
9.77516e-03  9.95699e-01  1.16715e-02  9.77516e-04  
1.00260e-02  9.94950e-01  1.16715e-02  1.00260e-03  
1.03076e-02  1.00129e+00  1.16715e-02  1.03076e-03  
1.05909e-02  1.00631e+00  1.16715e-02  1.05909e-03  
1.08668e-02  1.01249e+00  1.16715e-02  1.08668e-03  
1.11199e-02  1.00682e+00  1.16715e-02  1.11199e-03  
1.13862e-02  9.86057e-01  1.16715e-02  1.13862e-03  
1.16862e-02  1.01291e+00  1.16715e-02  1.16862e-03  
1.19760e-02  1.01648e+00  1.16715e-02  1.19760e-03  
1.22127e-02  9.90186e-01  1.16715e-02  1.22127e-03  
1.25212e-02  9.94740e-01  1.16715e-02  1.25212e-03  
1.27991e-02  1.00710e+00  1.16715e-02  1.27991e-03  
1.30523e-02  1.00792e+00  1.16715e-02  1.30523e-03  
1.33257e-02  1.00690e+00  1.16715e-02  1.33257e-03  
1.36205e-02  1.00948e+00  1.16715e-02  1.36205e-03  
1.38846e-02  9.90482e-01  1.16715e-02  1.38846e-03  
1.41548e-02  1.00690e+00  1.16715e-02  1.41548e-03  
1.44120e-02  9.83634e-01  1.16715e-02  1.44120e-03  
1.46994e-02  1.00873e+00  1.16715e-02  1.46994e-03  
1.49468e-02  9.92909e-01  1.16715e-02  1.49468e-03  
1.52548e-02  9.93557e-01  1.16715e-02  1.52548e-03  
1.55515e-02  1.00495e+00  1.16715e-02  1.55515e-03  
1.58298e-02  9.97188e-01  1.16715e-02  1.58298e-03  
1.60939e-02  1.00207e+00  1.16715e-02  1.60939e-03  
1.63961e-02  9.88936e-01  1.16715e-02  1.63961e-03  
1.66639e-02  9.93900e-01  1.16715e-02  1.66639e-03  
1.69304e-02  9.97954e-01  1.16715e-02  1.69304e-03  
1.71962e-02  9.93250e-01  1.16715e-02  1.71962e-03  
1.74452e-02  9.73012e-01  1.16715e-02  1.74452e-03  
1.77401e-02  1.00217e+00  1.16715e-02  1.77401e-03  
1.80097e-02  1.00516e+00  1.16715e-02  1.80097e-03  
1.82719e-02  9.89922e-01  1.16715e-02  1.82719e-03  
1.85546e-02  9.96312e-01  1.16715e-02  1.85546e-03  
1.88450e-02  9.98918e-01  1.16715e-02  1.88450e-03  
1.90913e-02  9.83990e-01  1.16715e-02  1.90913e-03  
1.93374e-02  9.86590e-01  1.16715e-02  1.93374e-03  
1.96526e-02  9.93398e-01  1.16715e-02  1.96526e-03  
1.99499e-02  9.95371e-01  1.16715e-02  1.99499e-03  
2.02520e-02  9.93554e-01  1.16715e-02  2.02520e-03  
2.04894e-02  9.70356e-01  1.16715e-02  2.04894e-03  
2.07346e-02  9.84309e-01  1.16715e-02  2.07346e-03  
2.10514e-02  9.66763e-01  1.16715e-02  2.10514e-03  
2.13452e-02  9.97878e-01  1.16715e-02  2.13452e-03  
2.16132e-02  1.00145e+00  1.16715e-02  2.16132e-03  
2.18703e-02  1.00950e+00  1.16715e-02  2.18703e-03  
2.21443e-02  9.85321e-01  1.16715e-02  2.21443e-03  
2.23971e-02  1.00534e+00  1.16697e-02  2.23971e-03  
2.27106e-02  1.00743e+00  1.16618e-02  2.27106e-03  
2.29615e-02  9.96897e-01  1.16445e-02  2.29615e-03  
2.32637e-02  1.00204e+00  1.16087e-02  2.32637e-03  
2.35149e-02  9.66494e-01  1.15657e-02  2.35149e-03  
2.38227e-02  9.55995e-01  1.14535e-02  2.38227e-03  
2.40315e-02  9.22249e-01  1.13088e-02  2.40315e-03  
2.43417e-02  8.54532e-01  1.09539e-02  2.43417e-03  
2.46498e-02  8.26962e-01  1.05839e-02  2.46498e-03  
