#  Q(A^-1)        R           dR         dQ(A^-1)    
7.00035e-03  9.86663e-01  1.70863e-02  7.00035e-04  
7.27336e-03  1.00110e+00  1.70863e-02  7.27336e-04  
7.56307e-03  9.81689e-01  1.70863e-02  7.56307e-04  
7.82332e-03  9.94389e-01  1.70863e-02  7.82332e-04  
8.08716e-03  9.93109e-01  1.70863e-02  8.08716e-04  
8.37111e-03  9.90985e-01  1.70863e-02  8.37111e-04  
8.64924e-03  1.00396e+00  1.70863e-02  8.64924e-04  
8.91910e-03  9.84216e-01  1.70863e-02  8.91910e-04  
9.20395e-03  9.80300e-01  1.70863e-02  9.20395e-04  
9.47756e-03  9.98498e-01  1.70863e-02  9.47756e-04  
9.75952e-03  9.94707e-01  1.70863e-02  9.75952e-04  
1.00399e-02  9.85797e-01  1.70863e-02  1.00399e-03  
1.02918e-02  1.00740e+00  1.70863e-02  1.02918e-03  
1.05857e-02  9.92154e-01  1.70863e-02  1.05857e-03  
1.08695e-02  1.00187e+00  1.70863e-02  1.08695e-03  
1.11269e-02  1.01044e+00  1.70863e-02  1.11269e-03  
1.14119e-02  9.88392e-01  1.70863e-02  1.14119e-03  
1.16857e-02  1.00561e+00  1.70863e-02  1.16857e-03  
1.19512e-02  1.01075e+00  1.70863e-02  1.19512e-03  
1.22315e-02  9.90575e-01  1.70863e-02  1.22315e-03  
1.25130e-02  1.02725e+00  1.70863e-02  1.25130e-03  
1.27773e-02  9.88420e-01  1.70863e-02  1.27773e-03  
1.30403e-02  9.99730e-01  1.70863e-02  1.30403e-03  
1.33358e-02  9.84205e-01  1.70863e-02  1.33358e-03  
1.36131e-02  9.80005e-01  1.70863e-02  1.36131e-03  
1.38852e-02  9.88585e-01  1.70863e-02  1.38852e-03  
1.41572e-02  9.85821e-01  1.70863e-02  1.41572e-03  
1.44334e-02  9.85569e-01  1.70863e-02  1.44334e-03  
1.47179e-02  9.88828e-01  1.70863e-02  1.47179e-03  
1.49911e-02  9.70355e-01  1.70863e-02  1.49911e-03  
1.52295e-02  1.01004e+00  1.70863e-02  1.52295e-03  
1.55381e-02  1.02705e+00  1.70863e-02  1.55381e-03  
1.58228e-02  9.99331e-01  1.70863e-02  1.58228e-03  
1.60826e-02  1.00249e+00  1.70863e-02  1.60826e-03  
1.63643e-02  9.96620e-01  1.70863e-02  1.63643e-03  
1.66155e-02  9.97181e-01  1.70863e-02  1.66155e-03  
1.68854e-02  1.00243e+00  1.70863e-02  1.68854e-03  
1.71786e-02  9.99237e-01  1.70863e-02  1.71786e-03  
1.74669e-02  1.02000e+00  1.70863e-02  1.74669e-03  
1.77116e-02  9.95077e-01  1.70863e-02  1.77116e-03  
1.80309e-02  1.02053e+00  1.70863e-02  1.80309e-03  
1.82900e-02  9.85802e-01  1.70863e-02  1.82900e-03  
1.85370e-02  9.82191e-01  1.70863e-02  1.85370e-03  
1.88231e-02  1.00549e+00  1.70863e-02  1.88231e-03  
1.91153e-02  1.02565e+00  1.70863e-02  1.91153e-03  
1.93917e-02  9.81098e-01  1.70863e-02  1.93917e-03  
1.96653e-02  1.01675e+00  1.70863e-02  1.96653e-03  
1.99574e-02  1.01739e+00  1.70863e-02  1.99574e-03  
2.01984e-02  1.00571e+00  1.70863e-02  2.01984e-03  
2.04952e-02  1.02925e+00  1.70863e-02  2.04952e-03  
2.07723e-02  9.81052e-01  1.70863e-02  2.07723e-03  
2.10526e-02  1.00943e+00  1.70863e-02  2.10526e-03  
2.13376e-02  9.95099e-01  1.70863e-02  2.13376e-03  
2.15594e-02  1.00641e+00  1.70863e-02  2.15594e-03  
2.18940e-02  9.72386e-01  1.70863e-02  2.18940e-03  
2.22218e-02  1.03623e+00  1.70827e-02  2.22218e-03  
2.24511e-02  9.84719e-01  1.70733e-02  2.24511e-03  
2.27407e-02  9.66284e-01  1.70510e-02  2.27407e-03  
2.29599e-02  9.96583e-01  1.70286e-02  2.29599e-03  
2.32735e-02  1.00279e+00  1.69456e-02  2.32735e-03  
2.35121e-02  9.70406e-01  1.68020e-02  2.35121e-03  
2.38054e-02  9.38801e-01  1.64983e-02  2.38054e-03  
2.40911e-02  8.91314e-01  1.61358e-02  2.40911e-03  
2.43384e-02  8.66934e-01  1.59103e-02  2.43384e-03  
2.46148e-02  8.03610e-01  1.50886e-02  2.46148e-03  
2.48855e-02  6.68711e-01  1.40672e-02  2.48855e-03  
2.52281e-02  5.76569e-01  1.29766e-02  2.52281e-03  
2.54536e-02  4.96898e-01  1.21479e-02  2.54536e-03  
2.57228e-02  3.94494e-01  1.08135e-02  2.57228e-03  
2.59888e-02  3.27949e-01  9.83436e-03  2.59888e-03  
2.49821e-02  6.46259e-01  8.46852e-04  2.49821e-03  
2.74112e-02  6.37057e-02  2.65788e-04  2.74112e-03  
2.98065e-02  4.47847e-03  7.14826e-05  2.98065e-03  
3.22558e-02  1.25941e-03  3.86354e-05  3.22558e-03  
3.46386e-02  8.65499e-04  3.12991e-05  3.46386e-03  
3.70706e-02  5.31618e-04  2.60469e-05  3.70706e-03  
3.95072e-02  4.47245e-04  2.28655e-05  3.95072e-03  
4.18833e-02  3.33379e-04  2.01901e-05  4.18833e-03  
4.43572e-02  2.72020e-04  1.79416e-05  4.43572e-03  
4.67721e-02  2.03691e-04  1.60853e-05  4.67721e-03  
4.92430e-02  1.49789e-04  1.44774e-05  4.92430e-03  
5.15335e-02  1.32439e-04  1.31945e-05  5.15335e-03  
5.40187e-02  9.51999e-05  1.19907e-05  5.40187e-03  
5.63700e-02  8.12936e-05  1.09993e-05  5.63700e-03  
5.88518e-02  6.26828e-05  1.00833e-05  5.88518e-03  
6.12918e-02  5.36169e-05  9.29216e-06  6.12918e-03  
6.37125e-02  5.47748e-05  8.59784e-06  6.37125e-03  
6.61617e-02  5.04396e-05  7.97360e-06  6.61617e-03  
6.86008e-02  2.75956e-05  7.41914e-06  6.86008e-03  
7.08589e-02  2.18902e-05  6.95753e-06  7.08589e-03  
7.33555e-02  2.62755e-05  6.49710e-06  7.33555e-03  
7.58288e-02  2.47034e-05  6.08658e-06  7.58288e-03  
7.81953e-02  2.59766e-05  5.73061e-06  7.81953e-03  
8.07114e-02  1.63812e-05  5.38705e-06  8.07114e-03  
8.30351e-02  1.45035e-05  5.09794e-06  8.30351e-03  
8.54362e-02  1.13679e-05  4.82444e-06  8.54362e-03  
8.79798e-02  8.39574e-06  4.55957e-06  8.79798e-03  
9.04028e-02  4.53457e-06  4.32854e-06  9.04028e-03  
9.27076e-02  8.59127e-06  4.12609e-06  9.27076e-03  
9.99797e-02  3.55204e-06  3.57994e-06  9.99797e-03  
9.49090e-02  7.70829e-06  2.31785e-06  9.49090e-03  
1.01067e-01  3.62260e-06  2.12195e-06  1.01067e-02  
1.07203e-01  2.98738e-06  1.96089e-06  1.07203e-02  
1.13348e-01  3.18859e-06  1.82654e-06  1.13348e-02  
1.19506e-01  3.14749e-06  1.71350e-06  1.19506e-02  
1.25460e-01  4.47053e-06  1.62085e-06  1.25460e-02  
1.37579e-01  1.61768e-06  1.47131e-06  1.37579e-02  
1.43923e-01  1.70449e-06  1.40930e-06  1.43923e-02  
1.39953e-01  6.81462e-07  1.12241e-06  1.39953e-02  
1.48501e-01  9.23127e-08  1.10135e-06  1.48501e-02  
1.57040e-01  9.89977e-07  1.08415e-06  1.57040e-02  
1.65323e-01  5.72277e-07  1.07039e-06  1.65323e-02  
1.73773e-01  7.46166e-07  1.05875e-06  1.73773e-02  
1.90769e-01  6.69814e-08  1.04092e-06  1.90769e-02  
1.98590e-01  9.69464e-07  1.03465e-06  1.98590e-02  
2.15908e-01  6.25361e-07  1.02396e-06  2.15908e-02  
2.41067e-01  6.79677e-08  1.01393e-06  2.41067e-02  
2.49174e-01  1.56156e-06  1.01167e-06  2.49174e-02  
2.58432e-01  4.97651e-07  1.00952e-06  2.58432e-02  
2.65860e-01  5.69260e-07  1.00807e-06  2.65860e-02  
2.74718e-01  9.17820e-07  1.00662e-06  2.74718e-02  
2.99850e-01  1.16018e-06  1.00373e-06  2.99850e-02  
