#  Q(A^-1)        R           dR         dQ(A^-1)    
7.00344e-03  1.02629e+00  1.35026e-02  7.00344e-04  
7.38139e-03  9.97019e-01  1.35026e-02  7.38139e-04  
7.77201e-03  9.93177e-01  1.35026e-02  7.77201e-04  
8.16795e-03  1.00054e+00  1.35026e-02  8.16795e-04  
8.55087e-03  9.98878e-01  1.35026e-02  8.55087e-04  
8.92249e-03  1.00864e+00  1.35026e-02  8.92249e-04  
9.32651e-03  1.00915e+00  1.35026e-02  9.32651e-04  
9.72353e-03  9.96544e-01  1.35026e-02  9.72353e-04  
1.00898e-02  9.92934e-01  1.35026e-02  1.00898e-03  
1.04793e-02  9.86013e-01  1.35026e-02  1.04793e-03  
1.08740e-02  9.85376e-01  1.35026e-02  1.08740e-03  
1.12573e-02  1.00331e+00  1.35026e-02  1.12573e-03  
1.16381e-02  9.74560e-01  1.35026e-02  1.16381e-03  
1.20377e-02  9.86987e-01  1.35026e-02  1.20377e-03  
1.24318e-02  1.02162e+00  1.35026e-02  1.24318e-03  
1.28048e-02  1.01625e+00  1.35026e-02  1.28048e-03  
1.31940e-02  1.01161e+00  1.35026e-02  1.31940e-03  
1.35985e-02  1.01670e+00  1.35025e-02  1.35985e-03  
1.39872e-02  9.89348e-01  1.35025e-02  1.39872e-03  
1.43821e-02  9.97516e-01  1.35025e-02  1.43821e-03  
1.47602e-02  9.91527e-01  1.35025e-02  1.47602e-03  
1.51398e-02  1.01482e+00  1.35025e-02  1.51398e-03  
1.55347e-02  9.81776e-01  1.35025e-02  1.55347e-03  
1.59193e-02  1.00554e+00  1.35025e-02  1.59193e-03  
1.62851e-02  9.74848e-01  1.35025e-02  1.62851e-03  
1.66876e-02  9.91983e-01  1.35025e-02  1.66876e-03  
1.71044e-02  1.00118e+00  1.35024e-02  1.71044e-03  
1.74738e-02  9.99229e-01  1.35024e-02  1.74738e-03  
1.78585e-02  1.01656e+00  1.35023e-02  1.78585e-03  
1.82641e-02  1.01787e+00  1.35021e-02  1.82641e-03  
1.86156e-02  9.89788e-01  1.35019e-02  1.86156e-03  
1.90133e-02  1.00773e+00  1.35015e-02  1.90133e-03  
1.93982e-02  9.87290e-01  1.35007e-02  1.93982e-03  
1.97687e-02  1.00215e+00  1.34993e-02  1.97687e-03  
2.01812e-02  9.94246e-01  1.34958e-02  2.01812e-03  
2.05535e-02  1.02230e+00  1.34877e-02  2.05535e-03  
2.09357e-02  1.00974e+00  1.34660e-02  2.09357e-03  
2.13486e-02  9.85467e-01  1.34066e-02  2.13486e-03  
2.17379e-02  9.60456e-01  1.32646e-02  2.17379e-03  
2.21186e-02  9.29817e-01  1.29991e-02  2.21186e-03  
2.25069e-02  8.25674e-01  1.25477e-02  2.25069e-03  
2.29338e-02  7.70019e-01  1.17793e-02  2.29338e-03  
2.32945e-02  6.46212e-01  1.09773e-02  2.32945e-03  
2.36448e-02  5.57684e-01  1.01442e-02  2.36448e-03  
2.40895e-02  4.52592e-01  9.14974e-03  2.40895e-03  
2.44474e-02  4.05197e-01  8.53119e-03  2.44474e-03  
2.48722e-02  3.50948e-01  7.96140e-03  2.48722e-03  
2.52230e-02  3.11566e-01  7.59321e-03  2.52230e-03  
2.55982e-02  2.99363e-01  7.18487e-03  2.55982e-03  
2.59819e-02  2.40138e-01  6.69658e-03  2.59819e-03  
2.50036e-02  3.34216e-01  4.82051e-04  2.50036e-03  
2.74022e-02  1.18942e-01  2.87522e-04  2.74022e-03  
2.98082e-02  9.29025e-02  2.54059e-04  2.98082e-03  
3.22516e-02  3.55193e-02  1.57604e-04  3.22516e-03  
3.46304e-02  3.25394e-02  1.50913e-04  3.46304e-03  
3.70661e-02  1.87648e-02  1.14259e-04  3.70661e-03  
3.94655e-02  1.17678e-02  9.12420e-05  3.94655e-03  
4.19349e-02  1.06576e-02  8.68774e-05  4.19349e-03  
4.43968e-02  6.02454e-03  6.55944e-05  4.43968e-03  
4.67503e-02  5.25501e-03  6.11230e-05  4.67503e-03  
4.91504e-02  4.20154e-03  5.48638e-05  4.91504e-03  
5.15979e-02  2.93123e-03  4.59123e-05  5.15979e-03  
5.40333e-02  2.55281e-03  4.27952e-05  5.40333e-03  
5.64567e-02  2.06514e-03  3.84987e-05  5.64567e-03  
5.88722e-02  1.53249e-03  3.42630e-05  5.88722e-03  
6.13493e-02  1.35480e-03  3.17435e-05  6.13493e-03  
6.36816e-02  1.12627e-03  2.91541e-05  6.36816e-03  
6.62127e-02  9.30315e-04  2.65761e-05  6.62127e-03  
6.85307e-02  8.51998e-04  2.47931e-05  6.85307e-03  
7.09582e-02  7.07226e-04  2.29982e-05  7.09582e-03  
7.34173e-02  6.05030e-04  2.13350e-05  7.34173e-03  
7.57821e-02  5.18734e-04  1.99744e-05  7.57821e-03  
7.82105e-02  4.38552e-04  1.86913e-05  7.82105e-03  
8.06461e-02  4.05782e-04  1.75120e-05  8.06461e-03  
8.30282e-02  3.49496e-04  1.64804e-05  8.30282e-03  
8.55435e-02  3.25848e-04  1.54871e-05  8.55435e-03  
8.79581e-02  2.70507e-04  1.46126e-05  8.79581e-03  
9.04123e-02  2.46334e-04  1.38012e-05  9.04123e-03  
9.28027e-02  2.04584e-04  1.30756e-05  9.28027e-03  
9.51906e-02  1.92126e-04  1.24062e-05  9.51906e-03  
9.76845e-02  1.82345e-04  1.17615e-05  9.76845e-03  
9.99089e-02  1.43952e-04  1.12287e-05  9.99089e-03  
9.49434e-02  1.72642e-04  6.13095e-06  9.49434e-03  
1.01033e-01  1.49647e-04  5.46016e-06  1.01033e-02  
1.07260e-01  1.08499e-04  4.89348e-06  1.07260e-02  
1.13378e-01  8.56613e-05  4.42848e-06  1.13378e-02  
1.19515e-01  6.85496e-05  4.03445e-06  1.19515e-02  
1.25789e-01  5.27675e-05  3.69175e-06  1.25789e-02  
1.31573e-01  4.23771e-05  3.41979e-06  1.31573e-02  
1.37554e-01  3.58701e-05  3.17510e-06  1.37554e-02  
