#  Q(A^-1)        R           dR         dQ(A^-1)    
7.01093e-03  1.00301e+00  1.41890e-02  7.01093e-04  
7.38526e-03  9.65724e-01  1.41890e-02  7.38526e-04  
7.76856e-03  9.90719e-01  1.41890e-02  7.76856e-04  
8.15265e-03  1.00385e+00  1.41890e-02  8.15265e-04  
8.56831e-03  1.01535e+00  1.41890e-02  8.56831e-04  
8.93903e-03  1.00718e+00  1.41890e-02  8.93903e-04  
9.31213e-03  1.01233e+00  1.41890e-02  9.31213e-04  
9.70102e-03  9.92953e-01  1.41890e-02  9.70102e-04  
1.01150e-02  9.94896e-01  1.41890e-02  1.01150e-03  
1.04866e-02  1.00001e+00  1.41890e-02  1.04866e-03  
1.08769e-02  9.93371e-01  1.41890e-02  1.08769e-03  
1.12671e-02  1.01145e+00  1.41890e-02  1.12671e-03  
1.16531e-02  9.98771e-01  1.41890e-02  1.16531e-03  
1.20450e-02  1.01020e+00  1.41890e-02  1.20450e-03  
1.24236e-02  9.84761e-01  1.41890e-02  1.24236e-03  
1.28321e-02  1.00497e+00  1.41890e-02  1.28321e-03  
1.32272e-02  1.00159e+00  1.41890e-02  1.32272e-03  
1.35822e-02  9.84451e-01  1.41890e-02  1.35822e-03  
1.39958e-02  9.95245e-01  1.41890e-02  1.39958e-03  
1.43713e-02  9.93502e-01  1.41890e-02  1.43713e-03  
1.47650e-02  9.79486e-01  1.41890e-02  1.47650e-03  
1.51425e-02  9.98409e-01  1.41890e-02  1.51425e-03  
1.55331e-02  1.00914e+00  1.41890e-02  1.55331e-03  
1.59049e-02  9.86690e-01  1.41890e-02  1.59049e-03  
1.62810e-02  9.99437e-01  1.41890e-02  1.62810e-03  
1.66876e-02  9.95060e-01  1.41890e-02  1.66876e-03  
1.70704e-02  9.99548e-01  1.41890e-02  1.70704e-03  
1.74526e-02  1.01140e+00  1.41890e-02  1.74526e-03  
1.78935e-02  9.91058e-01  1.41890e-02  1.78935e-03  
1.82510e-02  9.89964e-01  1.41890e-02  1.82510e-03  
1.86371e-02  9.95200e-01  1.41890e-02  1.86371e-03  
1.90462e-02  1.00705e+00  1.41890e-02  1.90462e-03  
1.94433e-02  1.01695e+00  1.41890e-02  1.94433e-03  
1.98009e-02  9.75879e-01  1.41890e-02  1.98009e-03  
2.01544e-02  1.00053e+00  1.41889e-02  2.01544e-03  
2.05434e-02  1.03960e+00  1.41821e-02  2.05434e-03  
2.09850e-02  1.00007e+00  1.41487e-02  2.09850e-03  
2.13568e-02  9.98838e-01  1.40726e-02  2.13568e-03  
2.17231e-02  9.63088e-01  1.39317e-02  2.17231e-03  
2.21241e-02  8.86410e-01  1.34748e-02  2.21241e-03  
2.25106e-02  8.00383e-01  1.26897e-02  2.25106e-03  
2.28714e-02  6.99570e-01  1.17693e-02  2.28714e-03  
2.33107e-02  5.33539e-01  1.04859e-02  2.33107e-03  
2.36850e-02  3.85307e-01  8.81497e-03  2.36850e-03  
2.41146e-02  2.61753e-01  7.38470e-03  2.41146e-03  
2.44331e-02  1.83999e-01  6.17071e-03  2.44331e-03  
2.48486e-02  1.13773e-01  4.92472e-03  2.48486e-03  
2.52485e-02  6.91355e-02  3.92671e-03  2.52485e-03  
2.55963e-02  5.87751e-02  3.36152e-03  2.55963e-03  
2.59824e-02  3.88257e-02  3.03463e-03  2.59824e-03  
2.49786e-02  1.06162e-01  2.85375e-04  2.49786e-03  
2.74449e-02  3.71724e-02  1.68675e-04  2.74449e-03  
2.98452e-02  2.42361e-02  1.37173e-04  2.98452e-03  
3.22058e-02  7.88604e-03  7.88841e-05  3.22058e-03  
3.46960e-02  2.19524e-03  4.15155e-05  3.46960e-03  
3.71056e-02  2.64570e-03  4.66792e-05  3.71056e-03  
3.95534e-02  3.01027e-03  4.83221e-05  3.95534e-03  
4.19928e-02  1.94439e-03  3.98782e-05  4.19928e-03  
4.43875e-02  1.20596e-03  3.09737e-05  4.43875e-03  
4.67978e-02  8.92283e-04  2.70841e-05  4.67978e-03  
4.91540e-02  7.88891e-04  2.59471e-05  4.91540e-03  
5.16676e-02  6.96366e-04  2.41189e-05  5.16676e-03  
5.39744e-02  5.94066e-04  2.17544e-05  5.39744e-03  
5.64635e-02  4.50963e-04  1.94774e-05  5.64635e-03  
5.89021e-02  3.74052e-04  1.78856e-05  5.89021e-03  
6.12828e-02  3.06869e-04  1.66659e-05  6.12828e-03  
6.37497e-02  2.65283e-04  1.54833e-05  6.37497e-03  
6.62466e-02  2.31103e-04  1.43485e-05  6.62466e-03  
6.85182e-02  1.81916e-04  1.34216e-05  6.85182e-03  
7.09437e-02  1.51167e-04  1.25535e-05  7.09437e-03  
7.34697e-02  1.55932e-04  1.17536e-05  7.34697e-03  
7.58588e-02  1.42159e-04  1.10689e-05  7.58588e-03  
7.82967e-02  1.25328e-04  1.04317e-05  7.82967e-03  
8.06111e-02  1.00950e-04  9.88011e-06  8.06111e-03  
8.31876e-02  8.14409e-05  9.32180e-06  8.31876e-03  
8.53003e-02  8.96588e-05  8.90268e-06  8.53003e-03  
8.79067e-02  6.67996e-05  8.42780e-06  8.79067e-03  
9.03610e-02  5.06355e-05  8.01823e-06  9.03610e-03  
9.26606e-02  6.19102e-05  7.66429e-06  9.26606e-03  
9.51406e-02  4.07544e-05  7.31148e-06  9.51406e-03  
9.76369e-02  6.24807e-05  6.98375e-06  9.76369e-03  
1.00024e-01  4.76881e-05  6.69346e-06  1.00024e-02  
9.50382e-02  5.22403e-05  3.82886e-06  9.50382e-03  
1.01099e-01  3.84925e-05  3.49077e-06  1.01099e-02  
1.07377e-01  3.74532e-05  3.20008e-06  1.07377e-02  
1.13345e-01  2.67518e-05  2.96800e-06  1.13345e-02  
1.19248e-01  2.15737e-05  2.77229e-06  1.19248e-02  
1.25578e-01  1.81229e-05  2.59268e-06  1.25578e-02  
1.31514e-01  1.05882e-05  2.44752e-06  1.31514e-02  
1.37746e-01  7.37605e-06  2.31505e-06  1.37746e-02  
1.44001e-01  8.79012e-06  2.19917e-06  1.44001e-02  
1.49724e-01  1.03870e-05  2.10574e-06  1.49724e-02  
1.39999e-01  1.32760e-05  1.34822e-06  1.39999e-02  
1.48544e-01  6.33600e-06  1.30785e-06  1.48544e-02  
1.56785e-01  7.06272e-06  1.27506e-06  1.56785e-02  
1.65104e-01  5.24614e-06  1.24685e-06  1.65104e-02  
1.74096e-01  5.55650e-06  1.22081e-06  1.74096e-02  
1.82402e-01  3.22988e-06  1.20013e-06  1.82402e-02  
1.90831e-01  2.48467e-06  1.18186e-06  1.90831e-02  
1.98788e-01  2.03717e-06  1.16672e-06  1.98788e-02  
2.07372e-01  2.02081e-06  1.15231e-06  2.07372e-02  
2.15328e-01  1.38335e-06  1.14047e-06  2.15328e-02  
2.24352e-01  1.97356e-06  1.12855e-06  2.24352e-02  
2.32375e-01  5.42682e-07  1.11910e-06  2.32375e-02  
2.41183e-01  2.19687e-06  1.10981e-06  2.41183e-02  
2.49593e-01  2.62931e-06  1.10184e-06  2.49593e-02  
2.57505e-01  1.06766e-06  1.09505e-06  2.57505e-02  
2.66355e-01  1.54566e-06  1.08817e-06  2.66355e-02  
2.83288e-01  1.78367e-06  1.07678e-06  2.83288e-02  
2.91750e-01  9.35459e-08  1.07182e-06  2.91750e-02  
