#  Q(A^-1)        R           dR         dQ(A^-1)    
6.99341e-03  9.64333e-01  1.38382e-02  6.99341e-04  
7.39789e-03  1.01720e+00  1.38302e-02  7.39789e-04  
7.77717e-03  9.85317e-01  1.38213e-02  7.77717e-04  
8.16406e-03  1.00321e+00  1.38106e-02  8.16406e-04  
8.55242e-03  9.86079e-01  1.37974e-02  8.55242e-04  
8.93336e-03  1.00458e+00  1.37819e-02  8.93336e-04  
9.31066e-03  9.70712e-01  1.37635e-02  9.31066e-04  
9.69999e-03  9.69367e-01  1.37404e-02  9.69999e-04  
1.01005e-02  9.68192e-01  1.37109e-02  1.01005e-03  
1.04782e-02  9.90999e-01  1.36772e-02  1.04782e-03  
1.08828e-02  9.66278e-01  1.36329e-02  1.08828e-03  
1.12691e-02  9.87867e-01  1.35795e-02  1.12691e-03  
1.16698e-02  9.44602e-01  1.35115e-02  1.16698e-03  
1.20487e-02  9.21837e-01  1.34324e-02  1.20487e-03  
1.24206e-02  9.16702e-01  1.33347e-02  1.24206e-03  
1.28164e-02  9.14841e-01  1.32057e-02  1.28164e-03  
1.31880e-02  8.90584e-01  1.30568e-02  1.31880e-03  
1.35942e-02  8.57707e-01  1.28544e-02  1.35942e-03  
1.39576e-02  8.38086e-01  1.26283e-02  1.39576e-03  
1.43529e-02  7.58794e-01  1.23293e-02  1.43529e-03  
1.47718e-02  7.40065e-01  1.19431e-02  1.47718e-03  
1.51371e-02  6.81659e-01  1.15326e-02  1.51371e-03  
1.55141e-02  6.47680e-01  1.10382e-02  1.55141e-03  
1.59229e-02  5.65655e-01  1.04198e-02  1.59229e-03  
1.62817e-02  4.83805e-01  9.80427e-03  1.62817e-03  
1.66730e-02  4.27764e-01  9.06635e-03  1.66730e-03  
1.70828e-02  3.43271e-01  8.23485e-03  1.70828e-03  
1.74766e-02  2.87620e-01  7.39975e-03  1.74766e-03  
1.78683e-02  2.25577e-01  6.56454e-03  1.78683e-03  
1.82101e-02  1.90081e-01  5.84392e-03  1.82101e-03  
1.86115e-02  1.34843e-01  5.02548e-03  1.86115e-03  
1.90043e-02  9.58951e-02  4.29462e-03  1.90043e-03  
1.94014e-02  7.02874e-02  3.63583e-03  1.94014e-03  
1.97897e-02  4.88732e-02  3.07274e-03  1.97897e-03  
2.01970e-02  3.65862e-02  2.60000e-03  2.01970e-03  
2.05945e-02  3.01012e-02  2.25699e-03  2.05945e-03  
2.09510e-02  1.95351e-02  2.03885e-03  2.09510e-03  
2.13209e-02  1.77045e-02  1.89525e-03  2.13209e-03  
2.17234e-02  1.83514e-02  1.82453e-03  2.17234e-03  
2.21390e-02  1.93697e-02  1.80335e-03  2.21390e-03  
2.25302e-02  1.56538e-02  1.80965e-03  2.25302e-03  
2.28869e-02  1.51008e-02  1.82449e-03  2.28869e-03  
2.32875e-02  1.66612e-02  1.83906e-03  2.32875e-03  
2.36987e-02  1.56801e-02  1.84618e-03  2.36987e-03  
2.40623e-02  1.62955e-02  1.84207e-03  2.40623e-03  
2.44635e-02  1.78512e-02  1.82565e-03  2.44635e-03  
2.48289e-02  1.56977e-02  1.80101e-03  2.48289e-03  
2.52389e-02  1.93199e-02  1.76319e-03  2.52389e-03  
2.56243e-02  1.49443e-02  1.71841e-03  2.56243e-03  
2.60400e-02  1.33552e-02  1.66310e-03  2.60400e-03  
2.49553e-02  1.66324e-02  1.11145e-04  2.49553e-03  
2.74077e-02  1.09664e-02  9.02330e-05  2.74077e-03  
2.98820e-02  6.04751e-03  6.79723e-05  2.98820e-03  
3.22402e-02  3.84918e-03  5.46995e-05  3.22402e-03  
3.46755e-02  2.89598e-03  4.69008e-05  3.46755e-03  
3.71415e-02  2.21635e-03  4.10393e-05  3.71415e-03  
3.95776e-02  1.70498e-03  3.59416e-05  3.95776e-03  
4.19493e-02  1.29517e-03  3.16792e-05  4.19493e-03  
4.43510e-02  9.86383e-04  2.81131e-05  4.43510e-03  
4.67125e-02  8.39766e-04  2.52195e-05  4.67125e-03  
4.91967e-02  6.29824e-04  2.26645e-05  4.91967e-03  
5.15959e-02  5.20277e-04  2.05609e-05  5.15959e-03  
5.40382e-02  4.62353e-04  1.87151e-05  5.40382e-03  
5.63930e-02  3.79315e-04  1.71687e-05  5.63930e-03  
5.88839e-02  3.04208e-04  1.57410e-05  5.88839e-03  
6.12242e-02  2.49226e-04  1.45627e-05  6.12242e-03  
6.36561e-02  2.01941e-04  1.34792e-05  6.36561e-03  
6.61342e-02  1.69998e-04  1.25006e-05  6.61342e-03  
6.85278e-02  1.64878e-04  1.16582e-05  6.85278e-03  
7.09533e-02  1.16396e-04  1.08929e-05  7.09533e-03  
7.34434e-02  1.06838e-04  1.01876e-05  7.34434e-03  
7.57460e-02  1.22356e-04  9.59800e-06  7.57460e-03  
7.81271e-02  9.73533e-05  9.04403e-06  7.81271e-03  
8.07042e-02  8.53227e-05  8.50047e-06  8.07042e-03  
8.30937e-02  6.02769e-05  8.04205e-06  8.30937e-03  
8.55390e-02  7.00268e-05  7.61310e-06  8.55390e-03  
8.79339e-02  5.00497e-05  7.22807e-06  8.79339e-03  
9.03730e-02  5.96229e-05  6.86766e-06  9.03730e-03  
9.27649e-02  4.06863e-05  6.54213e-06  9.27649e-03  
9.50789e-02  3.42439e-05  6.25085e-06  9.50789e-03  
9.75287e-02  3.35410e-05  5.96522e-06  9.75287e-03  
1.00100e-01  3.01813e-05  5.68824e-06  1.00100e-02  
9.49472e-02  3.66991e-05  3.35540e-06  9.49472e-03  
1.01220e-01  2.48712e-05  3.04565e-06  1.01220e-02  
1.07249e-01  1.66767e-05  2.79867e-06  1.07249e-02  
1.13255e-01  1.83149e-05  2.59151e-06  1.13255e-02  
1.19466e-01  1.08017e-05  2.40996e-06  1.19466e-02  
1.25620e-01  1.15631e-05  2.25647e-06  1.25620e-02  
1.31649e-01  9.81523e-06  2.12692e-06  1.31649e-02  
1.37795e-01  6.41562e-06  2.01236e-06  1.37795e-02  
1.43981e-01  2.79126e-06  1.91190e-06  1.43981e-02  
1.49965e-01  3.46997e-06  1.82663e-06  1.49965e-02  
1.39969e-01  6.20736e-06  1.26715e-06  1.39969e-02  
1.48451e-01  5.02009e-06  1.23201e-06  1.48451e-02  
1.56590e-01  4.84619e-06  1.20367e-06  1.56590e-02  
1.65120e-01  3.96430e-06  1.17849e-06  1.65120e-02  
1.73806e-01  3.80662e-06  1.15670e-06  1.73806e-02  
1.81955e-01  1.48723e-06  1.13915e-06  1.81955e-02  
1.90571e-01  1.01229e-06  1.12311e-06  1.90571e-02  
2.07574e-01  6.40784e-07  1.09743e-06  2.07574e-02  
2.15614e-01  1.16770e-06  1.08749e-06  2.15614e-02  
2.24005e-01  8.74589e-07  1.07833e-06  2.24005e-02  
2.40805e-01  1.72396e-06  1.06305e-06  2.40805e-02  
2.58437e-01  1.69086e-06  1.05047e-06  2.58437e-02  
2.66304e-01  8.79762e-07  1.04575e-06  2.66304e-02  
2.75059e-01  1.58682e-06  1.04106e-06  2.75059e-02  
2.91779e-01  1.37986e-06  1.03344e-06  2.91779e-02  
