#  Q(A^-1)        R           dR         dQ(A^-1)    
6.99559e-03  9.79674e-01  1.32204e-02  6.99559e-04  
7.65748e-03  9.94089e-01  1.30765e-02  7.65748e-04  
8.29721e-03  9.54707e-01  1.29323e-02  8.29721e-04  
8.96404e-03  9.31809e-01  1.27955e-02  8.96404e-04  
9.62649e-03  9.03820e-01  1.26549e-02  9.62649e-04  
1.02683e-02  8.87947e-01  1.25088e-02  1.02683e-03  
1.09454e-02  8.79642e-01  1.23410e-02  1.09454e-03  
1.15974e-02  8.42776e-01  1.21650e-02  1.15974e-03  
1.22586e-02  8.13285e-01  1.19706e-02  1.22586e-03  
1.29257e-02  7.81570e-01  1.17572e-02  1.29257e-03  
1.35618e-02  7.57169e-01  1.15366e-02  1.35618e-03  
1.41988e-02  7.17115e-01  1.12979e-02  1.41988e-03  
1.48436e-02  7.12208e-01  1.10382e-02  1.48436e-03  
1.55055e-02  6.56656e-01  1.07526e-02  1.55055e-03  
1.61778e-02  6.22745e-01  1.04429e-02  1.61778e-03  
1.68218e-02  5.87437e-01  1.01279e-02  1.68218e-03  
1.74566e-02  5.46025e-01  9.80059e-03  1.74566e-03  
1.81231e-02  5.14471e-01  9.43996e-03  1.81231e-03  
1.87781e-02  4.59553e-01  9.07031e-03  1.87781e-03  
1.94424e-02  4.14920e-01  8.68161e-03  1.94424e-03  
2.01248e-02  3.87504e-01  8.26992e-03  2.01248e-03  
2.07657e-02  3.59316e-01  7.87440e-03  2.07657e-03  
2.14193e-02  3.23060e-01  7.46464e-03  2.14193e-03  
2.20956e-02  2.92968e-01  7.03622e-03  2.20956e-03  
2.27301e-02  2.41385e-01  6.63269e-03  2.27301e-03  
2.33599e-02  2.12937e-01  6.23297e-03  2.33599e-03  
2.40450e-02  1.81545e-01  5.80166e-03  2.40450e-03  
2.47219e-02  1.65229e-01  5.38278e-03  2.47219e-03  
2.53737e-02  1.43825e-01  4.98713e-03  2.53737e-03  
2.59757e-02  1.18371e-01  4.63047e-03  2.59757e-03  
2.50032e-02  1.55443e-01  3.21640e-04  2.50032e-03  
2.74485e-02  8.25766e-02  2.34902e-04  2.74485e-03  
2.98795e-02  3.85327e-02  1.60836e-04  2.98795e-03  
3.22464e-02  1.54060e-02  1.02521e-04  3.22464e-03  
3.47254e-02  4.77244e-03  5.70158e-05  3.47254e-03  
3.71188e-02  1.43329e-03  3.14226e-05  3.71188e-03  
3.94740e-02  1.29764e-03  2.97804e-05  3.94740e-03  
4.19464e-02  2.18243e-03  3.90433e-05  4.19464e-03  
4.43330e-02  2.94978e-03  4.59516e-05  4.43330e-03  
4.67395e-02  3.49778e-03  4.89445e-05  4.67395e-03  
4.92376e-02  3.40132e-03  4.83470e-05  4.92376e-03  
5.15446e-02  2.88992e-03  4.52887e-05  5.15446e-03  
5.41013e-02  2.22617e-03  4.00406e-05  5.41013e-03  
5.65653e-02  1.62554e-03  3.40077e-05  5.65653e-03  
5.88281e-02  1.11560e-03  2.82861e-05  5.88281e-03  
6.13523e-02  6.83622e-04  2.23599e-05  6.13523e-03  
6.38240e-02  4.02414e-04  1.76573e-05  6.38240e-03  
6.61180e-02  2.82963e-04  1.47544e-05  6.61180e-03  
6.85388e-02  2.53746e-04  1.33923e-05  6.85388e-03  
7.09728e-02  2.32860e-04  1.33446e-05  7.09728e-03  
7.34578e-02  2.58069e-04  1.38425e-05  7.34578e-03  
7.58766e-02  2.64071e-04  1.42643e-05  7.58766e-03  
7.82406e-02  2.56670e-04  1.43598e-05  7.82406e-03  
8.05838e-02  2.56395e-04  1.40877e-05  8.05838e-03  
8.31825e-02  2.30480e-04  1.34081e-05  8.31825e-03  
8.54498e-02  2.18165e-04  1.25807e-05  8.54498e-03  
8.77944e-02  1.66545e-04  1.16012e-05  8.77944e-03  
9.02931e-02  1.37471e-04  1.05362e-05  9.02931e-03  
9.28045e-02  1.21683e-04  9.55367e-06  9.28045e-03  
9.52700e-02  7.82110e-05  8.75471e-06  9.52700e-03  
9.74949e-02  8.61442e-05  8.20334e-06  9.74949e-03  
9.99977e-02  6.51167e-05  7.76562e-06  9.99977e-03  
9.50765e-02  8.77207e-05  4.49296e-06  9.50765e-03  
1.00995e-01  6.88259e-05  3.96765e-06  1.00995e-02  
1.07298e-01  5.16490e-05  3.73006e-06  1.07298e-02  
1.13337e-01  4.85298e-05  3.50851e-06  1.13337e-02  
