#  Q(A^-1)        R           dR         dQ(A^-1)    
7.00573e-03  1.03033e+00  1.97603e-02  7.00573e-04  
7.39747e-03  1.02467e+00  1.97603e-02  7.39747e-04  
7.77884e-03  1.00559e+00  1.97603e-02  7.77884e-04  
8.16828e-03  1.01558e+00  1.97603e-02  8.16828e-04  
8.54409e-03  9.65491e-01  1.97603e-02  8.54409e-04  
8.94776e-03  9.89990e-01  1.97603e-02  8.94776e-04  
9.33413e-03  1.02736e+00  1.97603e-02  9.33413e-04  
9.70839e-03  9.86443e-01  1.97603e-02  9.70839e-04  
1.00837e-02  9.96177e-01  1.97603e-02  1.00837e-03  
1.04780e-02  9.74516e-01  1.97603e-02  1.04780e-03  
1.08816e-02  9.99297e-01  1.97603e-02  1.08816e-03  
1.12555e-02  1.01421e+00  1.97603e-02  1.12555e-03  
1.16694e-02  9.87274e-01  1.97603e-02  1.16694e-03  
1.20434e-02  9.98957e-01  1.97603e-02  1.20434e-03  
1.24303e-02  1.01702e+00  1.97603e-02  1.24303e-03  
1.28160e-02  1.00967e+00  1.97603e-02  1.28160e-03  
1.31971e-02  1.00777e+00  1.97603e-02  1.31971e-03  
1.36168e-02  1.04899e+00  1.97603e-02  1.36168e-03  
1.39876e-02  1.02762e+00  1.97603e-02  1.39876e-03  
1.43729e-02  1.02805e+00  1.97603e-02  1.43729e-03  
1.47383e-02  1.02459e+00  1.97603e-02  1.47383e-03  
1.51287e-02  1.04793e+00  1.97603e-02  1.51287e-03  
1.55490e-02  1.00625e+00  1.97603e-02  1.55490e-03  
1.59130e-02  1.00028e+00  1.97603e-02  1.59130e-03  
1.63302e-02  9.96987e-01  1.97603e-02  1.63302e-03  
1.67130e-02  9.97416e-01  1.97603e-02  1.67130e-03  
1.70646e-02  1.02686e+00  1.97603e-02  1.70646e-03  
1.74863e-02  9.74435e-01  1.97603e-02  1.74863e-03  
1.78750e-02  9.83872e-01  1.97603e-02  1.78750e-03  
1.82676e-02  1.00466e+00  1.97603e-02  1.82676e-03  
1.86157e-02  9.80444e-01  1.97603e-02  1.86157e-03  
1.90038e-02  1.02272e+00  1.97602e-02  1.90038e-03  
1.94126e-02  1.01203e+00  1.97596e-02  1.94126e-03  
1.98079e-02  9.87516e-01  1.97578e-02  1.98079e-03  
2.01208e-02  9.85401e-01  1.97545e-02  2.01208e-03  
2.05961e-02  1.03355e+00  1.97412e-02  2.05961e-03  
2.09368e-02  1.01790e+00  1.97204e-02  2.09368e-03  
2.13644e-02  1.00719e+00  1.96660e-02  2.13644e-03  
2.16897e-02  9.78598e-01  1.95826e-02  2.16897e-03  
2.21404e-02  9.66145e-01  1.93660e-02  2.21404e-03  
2.24957e-02  9.34188e-01  1.90736e-02  2.24957e-03  
2.28663e-02  8.88188e-01  1.85943e-02  2.28663e-03  
2.32942e-02  7.89317e-01  1.77736e-02  2.32942e-03  
2.36487e-02  7.16887e-01  1.68797e-02  2.36487e-03  
2.40946e-02  6.26648e-01  1.54990e-02  2.40946e-03  
2.44239e-02  5.27391e-01  1.43512e-02  2.44239e-03  
2.48152e-02  4.48892e-01  1.29331e-02  2.48152e-03  
2.52213e-02  3.27677e-01  1.14874e-02  2.52213e-03  
2.56221e-02  2.56588e-01  1.02338e-02  2.56221e-03  
2.59907e-02  2.21639e-01  9.23795e-03  2.59907e-03  
2.49592e-02  3.94879e-01  7.64681e-04  2.49592e-03  
2.74393e-02  1.19113e-01  4.21571e-04  2.74393e-03  
2.98593e-02  6.30695e-02  3.06857e-04  2.98593e-03  
3.22608e-02  3.79090e-02  2.38439e-04  3.22608e-03  
3.47122e-02  2.51654e-02  1.92895e-04  3.47122e-03  
3.71292e-02  1.71534e-02  1.60742e-04  3.71292e-03  
3.94966e-02  1.24857e-02  1.37017e-04  3.94966e-03  
4.19266e-02  9.08009e-03  1.18066e-04  4.19266e-03  
4.43241e-02  7.13965e-03  1.03180e-04  4.43241e-03  
4.67228e-02  5.50851e-03  9.10611e-05  4.67228e-03  
4.91722e-02  4.34980e-03  8.08494e-05  4.91722e-03  
5.15496e-02  3.37879e-03  7.25497e-05  5.15496e-03  
5.40499e-02  2.81125e-03  6.51698e-05  5.40499e-03  
5.63706e-02  2.28939e-03  5.93052e-05  5.63706e-03  
5.88964e-02  1.82337e-03  5.37992e-05  5.88964e-03  
6.14112e-02  1.53072e-03  4.90567e-05  6.14112e-03  
6.36753e-02  1.32650e-03  4.53140e-05  6.36753e-03  
6.60933e-02  1.10231e-03  4.17753e-05  6.60933e-03  
6.85306e-02  9.98938e-04  3.86159e-05  6.85306e-03  
7.09006e-02  8.00866e-04  3.58785e-05  7.09006e-03  
7.32931e-02  7.44285e-04  3.34015e-05  7.32931e-03  
7.56637e-02  5.91915e-04  3.11928e-05  7.56637e-03  
7.82233e-02  5.52402e-04  2.90456e-05  7.82233e-03  
8.06779e-02  4.97016e-04  2.71883e-05  8.06779e-03  
8.30825e-02  3.56253e-04  2.55359e-05  8.30825e-03  
8.55438e-02  3.55308e-04  2.39953e-05  8.55438e-03  
8.78114e-02  3.01330e-04  2.26956e-05  8.78114e-03  
9.02527e-02  2.98542e-04  2.14102e-05  9.02527e-03  
9.28893e-02  2.47080e-04  2.01400e-05  9.28893e-03  
9.51418e-02  2.63783e-04  1.91414e-05  9.51418e-03  
9.75320e-02  1.97131e-04  1.81602e-05  9.75320e-03  
9.99785e-02  1.67028e-04  1.72311e-05  9.99785e-03  
9.50139e-02  2.19158e-04  9.13762e-06  9.50139e-03  
1.01172e-01  1.85146e-04  8.06736e-06  1.01172e-02  
1.07034e-01  1.33771e-04  7.22241e-06  1.07034e-02  
1.13197e-01  1.04061e-04  6.47709e-06  1.13197e-02  
1.19377e-01  7.02992e-05  5.84673e-06  1.19377e-02  
1.25656e-01  6.27759e-05  5.30244e-06  1.25656e-02  
1.31711e-01  4.86308e-05  4.85211e-06  1.31711e-02  
1.37848e-01  3.94001e-05  4.45701e-06  1.37848e-02  
1.43950e-01  2.99782e-05  4.11491e-06  1.43950e-02  
1.49658e-01  2.37524e-05  3.83348e-06  1.49658e-02  
1.39861e-01  3.92828e-05  1.91443e-06  1.39861e-02  
1.48512e-01  2.65271e-05  1.79072e-06  1.48512e-02  
1.56885e-01  2.10389e-05  1.69069e-06  1.56885e-02  
1.65109e-01  1.56217e-05  1.60746e-06  1.65109e-02  
1.73655e-01  1.25223e-05  1.53377e-06  1.73655e-02  
1.82033e-01  1.09482e-05  1.47187e-06  1.82033e-02  
1.90278e-01  9.15276e-06  1.41921e-06  1.90278e-02  
1.98402e-01  5.45456e-06  1.37401e-06  1.98402e-02  
2.07147e-01  6.03756e-06  1.33160e-06  2.07147e-02  
2.15760e-01  6.36604e-06  1.29517e-06  2.15760e-02  
2.24189e-01  1.97772e-06  1.26388e-06  2.24189e-02  
2.32550e-01  3.22350e-06  1.23648e-06  2.32550e-02  
2.41115e-01  2.59056e-06  1.21166e-06  2.41115e-02  
2.49507e-01  1.63080e-06  1.19008e-06  2.49507e-02  
2.57893e-01  1.88684e-06  1.17089e-06  2.57893e-02  
2.66745e-01  2.00581e-06  1.15287e-06  2.66745e-02  
2.74799e-01  1.70973e-06  1.13822e-06  2.74799e-02  
2.82874e-01  7.68322e-08  1.12502e-06  2.82874e-02  
2.92016e-01  2.24849e-06  1.11164e-06  2.92016e-02  
3.00543e-01  1.22852e-06  1.10117e-06  3.00543e-02  
