#  Q(A^-1)        R           dR         dQ(A^-1)    
6.98581e-03  1.01121e+00  1.31208e-02  6.98581e-04  
7.27129e-03  1.02262e+00  1.31208e-02  7.27129e-04  
7.55220e-03  1.02255e+00  1.31208e-02  7.55220e-04  
7.82858e-03  1.02427e+00  1.31208e-02  7.82858e-04  
8.08868e-03  9.93137e-01  1.31208e-02  8.08868e-04  
8.36642e-03  1.00641e+00  1.31208e-02  8.36642e-04  
8.64912e-03  1.00302e+00  1.31209e-02  8.64912e-04  
8.91731e-03  1.01573e+00  1.31209e-02  8.91731e-04  
9.21433e-03  1.02031e+00  1.31209e-02  9.21433e-04  
9.48109e-03  1.02943e+00  1.31209e-02  9.48109e-04  
9.76853e-03  9.75960e-01  1.31209e-02  9.76853e-04  
1.00205e-02  9.92473e-01  1.31209e-02  1.00205e-03  
1.03055e-02  1.00106e+00  1.31209e-02  1.03055e-03  
1.05617e-02  1.02475e+00  1.31209e-02  1.05617e-03  
1.08622e-02  1.02470e+00  1.31209e-02  1.08622e-03  
1.11169e-02  9.92776e-01  1.31209e-02  1.11169e-03  
1.14089e-02  1.01256e+00  1.31208e-02  1.14089e-03  
1.16752e-02  1.00722e+00  1.31207e-02  1.16752e-03  
1.19404e-02  9.94527e-01  1.31206e-02  1.19404e-03  
1.22599e-02  9.91127e-01  1.31202e-02  1.22599e-03  
1.24993e-02  1.00097e+00  1.31196e-02  1.24993e-03  
1.27765e-02  1.00154e+00  1.31183e-02  1.27765e-03  
1.30468e-02  9.90853e-01  1.31159e-02  1.30468e-03  
1.33403e-02  1.01338e+00  1.31106e-02  1.33403e-03  
1.36016e-02  9.99699e-01  1.31012e-02  1.36016e-03  
1.39039e-02  9.97712e-01  1.30768e-02  1.39039e-03  
1.41520e-02  1.00318e+00  1.30387e-02  1.41520e-03  
1.44598e-02  9.72774e-01  1.29337e-02  1.44598e-03  
1.47240e-02  9.33380e-01  1.27527e-02  1.47240e-03  
1.49923e-02  9.09003e-01  1.24353e-02  1.49923e-03  
1.52734e-02  8.04028e-01  1.19185e-02  1.52734e-03  
1.55266e-02  7.28873e-01  1.12684e-02  1.55266e-03  
1.57999e-02  6.35534e-01  1.03918e-02  1.57999e-03  
1.61078e-02  5.16060e-01  9.24693e-03  1.61078e-03  
1.63690e-02  3.89809e-01  8.23797e-03  1.63690e-03  
1.66473e-02  2.88832e-01  7.22457e-03  1.66473e-03  
1.68903e-02  2.49378e-01  6.44798e-03  1.68903e-03  
1.71989e-02  1.95085e-01  5.70107e-03  1.71989e-03  
1.74712e-02  1.62301e-01  5.21887e-03  1.74712e-03  
1.77408e-02  1.44261e-01  4.86928e-03  1.77408e-03  
1.79733e-02  1.24093e-01  4.63338e-03  1.79733e-03  
1.83123e-02  1.08579e-01  4.31590e-03  1.83123e-03  
1.85505e-02  1.01233e-01  4.10699e-03  1.85505e-03  
1.88041e-02  9.32359e-02  3.88954e-03  1.88041e-03  
1.90981e-02  8.06157e-02  3.64805e-03  1.90981e-03  
1.93623e-02  6.97388e-02  3.44609e-03  1.93623e-03  
1.96908e-02  5.99298e-02  3.22126e-03  1.96908e-03  
1.99640e-02  5.38561e-02  3.05777e-03  1.99640e-03  
2.02287e-02  4.48180e-02  2.91863e-03  2.02287e-03  
2.04982e-02  4.72951e-02  2.79425e-03  2.04982e-03  
2.07663e-02  4.41774e-02  2.68443e-03  2.07663e-03  
2.10246e-02  4.13826e-02  2.58887e-03  2.10246e-03  
2.13216e-02  3.45157e-02  2.48820e-03  2.13216e-03  
2.15790e-02  3.11422e-02  2.40683e-03  2.15790e-03  
2.18450e-02  3.10234e-02  2.32632e-03  2.18450e-03  
2.21373e-02  3.01840e-02  2.24150e-03  2.21373e-03  
2.24155e-02  2.48171e-02  2.16427e-03  2.24155e-03  
2.26982e-02  2.40550e-02  2.08911e-03  2.26982e-03  
2.29636e-02  2.30478e-02  2.02172e-03  2.29636e-03  
2.32425e-02  2.33671e-02  1.95422e-03  2.32425e-03  
2.35061e-02  2.19050e-02  1.89351e-03  2.35061e-03  
2.38067e-02  1.81738e-02  1.82819e-03  2.38067e-03  
2.40540e-02  1.69153e-02  1.77701e-03  2.40540e-03  
2.43398e-02  1.82298e-02  1.72120e-03  2.43398e-03  
2.46058e-02  1.94379e-02  1.67208e-03  2.46058e-03  
2.49139e-02  1.43201e-02  1.61819e-03  2.49139e-03  
2.51901e-02  1.60946e-02  1.57258e-03  2.51901e-03  
2.54453e-02  1.34422e-02  1.53243e-03  2.54453e-03  
2.57246e-02  1.16470e-02  1.49027e-03  2.57246e-03  
2.60256e-02  1.07670e-02  1.44685e-03  2.60256e-03  
2.49527e-02  1.50356e-02  1.00137e-04  2.49527e-03  
2.73971e-02  9.47521e-03  7.92435e-05  2.73971e-03  
2.98678e-02  6.06479e-03  6.44068e-05  2.98678e-03  
3.22841e-02  4.25291e-03  5.37513e-05  3.22841e-03  
3.46962e-02  3.03582e-03  4.56384e-05  3.46962e-03  
3.70818e-02  2.19611e-03  3.93485e-05  3.70818e-03  
3.95060e-02  1.59531e-03  3.42339e-05  3.95060e-03  
4.19622e-02  1.27431e-03  3.00265e-05  4.19622e-03  
4.44622e-02  1.02237e-03  2.65117e-05  4.44622e-03  
4.67558e-02  7.82515e-04  2.38100e-05  4.67558e-03  
4.92260e-02  6.35658e-04  2.13467e-05  4.92260e-03  
5.15861e-02  5.09872e-04  1.93380e-05  5.15861e-03  
5.40746e-02  4.41019e-04  1.75169e-05  5.40746e-03  
5.64772e-02  3.48228e-04  1.59950e-05  5.64772e-03  
5.89098e-02  2.95432e-04  1.46500e-05  5.89098e-03  
6.13193e-02  2.48671e-04  1.34804e-05  6.13193e-03  
6.35297e-02  2.07513e-04  1.25278e-05  6.35297e-03  
6.60379e-02  1.60975e-04  1.15662e-05  6.60379e-03  
6.84764e-02  1.43109e-04  1.07347e-05  6.84764e-03  
7.09756e-02  1.29754e-04  9.97339e-06  7.09756e-03  
7.33955e-02  1.21534e-04  9.31221e-06  7.33955e-03  
7.56743e-02  8.86151e-05  8.74890e-06  7.56743e-03  
7.83618e-02  6.87625e-05  8.14892e-06  7.83618e-03  
8.07014e-02  7.32030e-05  7.67649e-06  8.07014e-03  
8.31237e-02  5.52676e-05  7.23025e-06  8.31237e-03  
