#  Q(A^-1)        R           dR         dQ(A^-1)    
6.99913e-03  9.79665e-01  1.30359e-02  6.99913e-04  
7.39121e-03  1.00726e+00  1.30359e-02  7.39121e-04  
7.77190e-03  9.89198e-01  1.30359e-02  7.77190e-04  
8.15955e-03  9.66581e-01  1.30359e-02  8.15955e-04  
8.54572e-03  9.88005e-01  1.30359e-02  8.54572e-04  
8.94783e-03  9.94984e-01  1.30359e-02  8.94783e-04  
9.32694e-03  9.91426e-01  1.30359e-02  9.32694e-04  
9.70339e-03  1.01509e+00  1.30359e-02  9.70339e-04  
1.01028e-02  1.03124e+00  1.30359e-02  1.01028e-03  
1.04942e-02  1.01802e+00  1.30359e-02  1.04942e-03  
1.08627e-02  1.01076e+00  1.30359e-02  1.08627e-03  
1.12815e-02  9.73358e-01  1.30359e-02  1.12815e-03  
1.16536e-02  1.02070e+00  1.30359e-02  1.16536e-03  
1.20428e-02  9.99805e-01  1.30359e-02  1.20428e-03  
1.24310e-02  1.01045e+00  1.30359e-02  1.24310e-03  
1.28074e-02  9.95640e-01  1.30359e-02  1.28074e-03  
1.31900e-02  1.01289e+00  1.30359e-02  1.31900e-03  
1.35553e-02  1.00562e+00  1.30359e-02  1.35553e-03  
1.39783e-02  9.85742e-01  1.30359e-02  1.39783e-03  
1.43607e-02  9.84187e-01  1.30359e-02  1.43607e-03  
1.47508e-02  1.01628e+00  1.30359e-02  1.47508e-03  
1.51456e-02  9.81670e-01  1.30359e-02  1.51456e-03  
1.55146e-02  9.91780e-01  1.30359e-02  1.55146e-03  
1.59087e-02  1.01427e+00  1.30359e-02  1.59087e-03  
1.62934e-02  1.01005e+00  1.30295e-02  1.62934e-03  
1.66808e-02  1.00589e+00  1.29784e-02  1.66808e-03  
1.70532e-02  9.62458e-01  1.28339e-02  1.70532e-03  
1.74625e-02  9.39005e-01  1.24486e-02  1.74625e-03  
1.78520e-02  7.97405e-01  1.17013e-02  1.78520e-03  
1.82227e-02  6.64961e-01  1.06671e-02  1.82227e-03  
1.86317e-02  5.08901e-01  9.26805e-03  1.86317e-03  
1.90048e-02  3.86834e-01  8.00745e-03  1.90048e-03  
1.93996e-02  2.72614e-01  6.77489e-03  1.93996e-03  
1.97983e-02  1.64412e-01  5.51257e-03  1.97983e-03  
2.02017e-02  1.23643e-01  4.57272e-03  2.02017e-03  
2.05631e-02  8.50896e-02  3.93550e-03  2.05631e-03  
2.09839e-02  6.32916e-02  3.32455e-03  2.09839e-03  
2.13657e-02  4.74593e-02  2.88018e-03  2.13657e-03  
2.17294e-02  3.94015e-02  2.53664e-03  2.17294e-03  
2.20804e-02  2.89748e-02  2.25212e-03  2.20804e-03  
2.24951e-02  2.60525e-02  1.96309e-03  2.24951e-03  
2.29350e-02  1.69624e-02  1.71435e-03  2.29350e-03  
2.32608e-02  1.37910e-02  1.55875e-03  2.32608e-03  
2.36384e-02  1.16027e-02  1.40612e-03  2.36384e-03  
2.41058e-02  9.90914e-03  1.25541e-03  2.41058e-03  
2.44557e-02  7.95864e-03  1.16686e-03  2.44557e-03  
2.48303e-02  6.93664e-03  1.09028e-03  2.48303e-03  
2.52236e-02  7.62960e-03  1.02647e-03  2.52236e-03  
2.56169e-02  5.86738e-03  9.78372e-04  2.56169e-03  
2.60152e-02  4.74820e-03  9.38924e-04  2.60152e-03  
2.50043e-02  6.61272e-03  6.62018e-05  2.50043e-03  
2.74470e-02  4.21936e-03  5.23273e-05  2.74470e-03  
2.98250e-02  2.46471e-03  4.07519e-05  2.98250e-03  
3.22052e-02  9.28912e-04  2.59735e-05  3.22052e-03  
3.46813e-02  2.04176e-04  1.22192e-05  3.46813e-03  
3.70818e-02  5.49316e-05  7.11766e-06  3.70818e-03  
3.94531e-02  8.91611e-05  9.02375e-06  3.94531e-03  
4.19704e-02  1.06778e-04  9.29348e-06  4.19704e-03  
4.43250e-02  7.90158e-05  7.88453e-06  4.43250e-03  
4.67370e-02  4.06328e-05  6.31629e-06  4.67370e-03  
4.91027e-02  4.20429e-05  5.51537e-06  4.91027e-03  
5.16320e-02  2.96892e-05  5.22331e-06  5.16320e-03  
5.40729e-02  2.70083e-05  4.97121e-06  5.40729e-03  
5.64752e-02  2.20234e-05  4.63711e-06  5.64752e-03  
5.88856e-02  2.19299e-05  4.29886e-06  5.88856e-03  
6.12842e-02  1.16975e-05  4.01613e-06  6.12842e-03  
6.37579e-02  1.42271e-05  3.77655e-06  6.37579e-03  
6.62419e-02  7.55230e-06  3.56619e-06  6.62419e-03  
6.84850e-02  1.49593e-05  3.39248e-06  6.84850e-03  
7.09973e-02  7.68802e-06  3.21472e-06  7.09973e-03  
7.32261e-02  8.54892e-06  3.07191e-06  7.32261e-03  
7.58054e-02  7.46592e-06  2.92250e-06  7.58054e-03  
7.81758e-02  6.68736e-06  2.79823e-06  7.81758e-03  
8.07358e-02  4.63361e-06  2.67613e-06  8.07358e-03  
8.31634e-02  4.28249e-06  2.57053e-06  8.31634e-03  
8.53278e-02  2.64281e-06  2.48387e-06  8.53278e-03  
9.05129e-02  2.57181e-06  2.30107e-06  9.05129e-03  
9.27411e-02  3.76989e-06  2.23179e-06  9.27411e-03  
9.76983e-02  1.67889e-06  2.09443e-06  9.76983e-03  
1.00086e-01  3.32927e-06  2.03549e-06  1.00086e-02  
9.50675e-02  2.06460e-06  1.52084e-06  9.50675e-03  
1.07230e-01  1.25987e-06  1.39455e-06  1.07230e-02  
1.13205e-01  1.29199e-06  1.34704e-06  1.13205e-02  
1.19511e-01  1.74232e-06  1.30454e-06  1.19511e-02  
1.44039e-01  3.69414e-07  1.19007e-06  1.44039e-02  
1.40205e-01  1.60861e-06  1.05586e-06  1.40205e-02  
