#  Q(A^-1)        R           dR         dQ(A^-1)    
7.00760e-03  9.92976e-01  1.39656e-02  7.00760e-04  
7.39289e-03  1.00745e+00  1.39656e-02  7.39289e-04  
7.77148e-03  9.86698e-01  1.39656e-02  7.77148e-04  
8.16730e-03  9.69988e-01  1.39656e-02  8.16730e-04  
8.53802e-03  9.99909e-01  1.39656e-02  8.53802e-04  
8.93152e-03  9.95801e-01  1.39656e-02  8.93152e-04  
9.33194e-03  9.89292e-01  1.39656e-02  9.33194e-04  
9.69214e-03  1.01380e+00  1.39656e-02  9.69214e-04  
1.01168e-02  9.91972e-01  1.39656e-02  1.01168e-03  
1.04962e-02  1.01895e+00  1.39656e-02  1.04962e-03  
1.08627e-02  9.98294e-01  1.39656e-02  1.08627e-03  
1.12896e-02  1.02930e+00  1.39656e-02  1.12896e-03  
1.16610e-02  1.02271e+00  1.39656e-02  1.16610e-03  
1.20384e-02  9.99342e-01  1.39656e-02  1.20384e-03  
1.24303e-02  9.79920e-01  1.39656e-02  1.24303e-03  
1.28204e-02  9.90176e-01  1.39656e-02  1.28204e-03  
1.31847e-02  9.97328e-01  1.39656e-02  1.31847e-03  
1.36089e-02  1.00440e+00  1.39656e-02  1.36089e-03  
1.39561e-02  1.01316e+00  1.39656e-02  1.39561e-03  
1.43490e-02  9.85372e-01  1.39656e-02  1.43490e-03  
1.47376e-02  9.75814e-01  1.39656e-02  1.47376e-03  
1.51549e-02  9.90640e-01  1.39656e-02  1.51549e-03  
1.55337e-02  9.82575e-01  1.39656e-02  1.55337e-03  
1.59118e-02  9.95081e-01  1.39656e-02  1.59118e-03  
1.62847e-02  9.93733e-01  1.39656e-02  1.62847e-03  
1.67004e-02  1.00874e+00  1.39656e-02  1.67004e-03  
1.70955e-02  1.02730e+00  1.39656e-02  1.70955e-03  
1.74462e-02  9.90539e-01  1.39656e-02  1.74462e-03  
1.78629e-02  9.89762e-01  1.39656e-02  1.78629e-03  
1.82386e-02  9.70382e-01  1.39656e-02  1.82386e-03  
1.86349e-02  1.00180e+00  1.39656e-02  1.86349e-03  
1.89932e-02  1.00112e+00  1.39656e-02  1.89932e-03  
1.93746e-02  9.88955e-01  1.39656e-02  1.93746e-03  
1.98176e-02  1.00851e+00  1.39656e-02  1.98176e-03  
2.02100e-02  1.00639e+00  1.39656e-02  2.02100e-03  
2.05698e-02  1.01232e+00  1.39656e-02  2.05698e-03  
2.09764e-02  1.00791e+00  1.39656e-02  2.09764e-03  
2.13303e-02  1.00840e+00  1.39624e-02  2.13303e-03  
2.17087e-02  9.68518e-01  1.39530e-02  2.17087e-03  
2.21392e-02  9.85862e-01  1.39075e-02  2.21392e-03  
2.25457e-02  9.82806e-01  1.37471e-02  2.25457e-03  
2.28590e-02  9.18449e-01  1.34470e-02  2.28590e-03  
2.32784e-02  8.52025e-01  1.29784e-02  2.32784e-03  
2.36372e-02  7.82164e-01  1.22944e-02  2.36372e-03  
2.40779e-02  5.87349e-01  1.06493e-02  2.40779e-03  
2.44570e-02  4.56946e-01  9.43465e-03  2.44570e-03  
2.48319e-02  3.21418e-01  7.99327e-03  2.48319e-03  
2.52324e-02  1.76689e-01  6.05136e-03  2.52324e-03  
2.55985e-02  1.35471e-01  5.18834e-03  2.55985e-03  
2.59739e-02  7.60503e-02  3.71002e-03  2.59739e-03  
2.49637e-02  2.71206e-01  4.48768e-04  2.49637e-03  
2.73746e-02  4.57741e-03  5.95138e-05  2.73746e-03  
2.98138e-02  3.24817e-05  6.04703e-06  2.98138e-03  
3.22676e-02  2.37137e-05  5.07744e-06  3.22676e-03  
3.46242e-02  9.96081e-06  4.44556e-06  3.46242e-03  
3.71482e-02  9.38495e-06  3.98079e-06  3.71482e-03  
3.95712e-02  1.24061e-05  3.61757e-06  3.95712e-03  
4.19226e-02  8.52276e-06  3.32328e-06  4.19226e-03  
4.44105e-02  5.35709e-06  3.06172e-06  4.44105e-03  
4.67559e-02  3.12515e-06  2.85259e-06  4.67559e-03  
4.91912e-02  3.47108e-06  2.66661e-06  4.91912e-03  
5.15951e-02  6.25974e-06  2.50836e-06  5.15951e-03  
5.40622e-02  2.64827e-06  2.36754e-06  5.40622e-03  
5.64901e-02  1.55363e-07  2.24666e-06  5.64901e-03  
6.12468e-02  2.52197e-06  2.05036e-06  6.12468e-03  
6.37420e-02  8.29209e-07  1.96458e-06  6.37420e-03  
6.85354e-02  2.62898e-06  1.82548e-06  6.85354e-03  
7.08992e-02  2.71769e-06  1.76710e-06  7.08992e-03  
7.57194e-02  1.50670e-07  1.66463e-06  7.57194e-03  
7.81268e-02  5.75173e-07  1.62046e-06  7.81268e-03  
8.07437e-02  3.34176e-07  1.57690e-06  8.07437e-03  
8.30794e-02  1.39488e-06  1.54147e-06  8.30794e-03  
8.78053e-02  1.77386e-06  1.47831e-06  8.78053e-03  
9.04253e-02  1.73393e-06  1.44753e-06  9.04253e-03  
9.52721e-02  2.22292e-06  1.39721e-06  9.52721e-03  
9.49785e-02  1.12027e-06  1.17890e-06  9.49785e-03  
1.07336e-01  1.23565e-06  1.13443e-06  1.07336e-02  
1.13371e-01  1.08241e-06  1.11790e-06  1.13371e-02  
1.37830e-01  8.01432e-08  1.07213e-06  1.37830e-02  
1.44057e-01  1.45740e-06  1.06416e-06  1.44057e-02  
1.40101e-01  8.20150e-07  1.01892e-06  1.40101e-02  
1.56730e-01  9.84225e-07  1.01395e-06  1.56730e-02  
1.65089e-01  2.15321e-07  1.01203e-06  1.65089e-02  
1.82199e-01  1.25202e-06  1.00897e-06  1.82199e-02  
1.90221e-01  1.03855e-06  1.00784e-06  1.90221e-02  
2.15584e-01  7.38860e-07  1.00516e-06  2.15584e-02  
2.23900e-01  4.04556e-07  1.00451e-06  2.23900e-02  
2.32785e-01  4.06657e-07  1.00391e-06  2.32785e-02  
2.41323e-01  8.39518e-07  1.00340e-06  2.41323e-02  
2.49300e-01  5.52227e-07  1.00299e-06  2.49300e-02  
2.74640e-01  2.02279e-06  1.00199e-06  2.74640e-02  
2.83027e-01  2.09057e-06  1.00174e-06  2.83027e-02  
