#  Q(A^-1)        R           dR         dQ(A^-1)    
6.99003e-03  9.88714e-01  1.44257e-02  6.99003e-04  
7.66707e-03  1.01264e+00  1.44257e-02  7.66707e-04  
8.31685e-03  1.00056e+00  1.44257e-02  8.31685e-04  
8.96710e-03  1.00777e+00  1.44257e-02  8.96710e-04  
9.60831e-03  9.98857e-01  1.44257e-02  9.60831e-04  
1.02868e-02  1.01911e+00  1.44257e-02  1.02868e-03  
1.09338e-02  1.00097e+00  1.44257e-02  1.09338e-03  
1.15831e-02  1.01381e+00  1.44248e-02  1.15831e-03  
1.22455e-02  1.01657e+00  1.43192e-02  1.22455e-03  
1.28841e-02  8.84709e-01  1.34615e-02  1.28841e-03  
1.35551e-02  5.63588e-01  1.08070e-02  1.35551e-03  
1.42002e-02  3.13618e-01  8.22386e-03  1.42002e-03  
1.48333e-02  2.02952e-01  6.48768e-03  1.48333e-03  
1.55326e-02  1.36565e-01  5.33988e-03  1.55326e-03  
1.61613e-02  1.07885e-01  4.64289e-03  1.61613e-03  
1.68189e-02  6.77282e-02  4.08442e-03  1.68189e-03  
1.74736e-02  6.36811e-02  3.64068e-03  1.74736e-03  
1.81300e-02  5.34575e-02  3.27330e-03  1.81300e-03  
1.88092e-02  4.28444e-02  2.95123e-03  1.88092e-03  
1.94271e-02  3.54095e-02  2.69803e-03  1.94271e-03  
2.01394e-02  2.78755e-02  2.44262e-03  2.01394e-03  
2.07349e-02  2.58813e-02  2.25519e-03  2.07349e-03  
2.13888e-02  2.51286e-02  2.07156e-03  2.13888e-03  
2.20419e-02  1.65903e-02  1.90691e-03  2.20419e-03  
2.26982e-02  1.66561e-02  1.75755e-03  2.26982e-03  
2.33860e-02  1.33457e-02  1.61579e-03  2.33860e-03  
2.40063e-02  1.08738e-02  1.49970e-03  2.40063e-03  
2.46563e-02  7.46927e-03  1.38864e-03  2.46563e-03  
2.53764e-02  9.25584e-03  1.27670e-03  2.53764e-03  
2.59670e-02  6.09741e-03  1.19238e-03  2.59670e-03  
2.49983e-02  8.47481e-03  8.30507e-05  2.49983e-03  
2.73922e-02  4.99588e-03  6.33240e-05  2.73922e-03  
2.98605e-02  2.83569e-03  4.84757e-05  2.98605e-03  
3.22439e-02  1.69972e-03  3.80873e-05  3.22439e-03  
3.46418e-02  1.11446e-03  3.06971e-05  3.46418e-03  
3.70943e-02  7.63311e-04  2.56138e-05  3.70943e-03  
3.96381e-02  5.54189e-04  2.22641e-05  3.96381e-03  
4.18805e-02  4.94268e-04  2.03560e-05  4.18805e-03  
4.42259e-02  4.08049e-04  1.89217e-05  4.42259e-03  
4.67131e-02  3.26586e-04  1.76504e-05  4.67131e-03  
4.92243e-02  3.03343e-04  1.63906e-05  4.92243e-03  
5.16039e-02  2.31641e-04  1.51195e-05  5.16039e-03  
5.40257e-02  2.10436e-04  1.37270e-05  5.40257e-03  
5.64541e-02  1.70514e-04  1.22523e-05  5.64541e-03  
5.88206e-02  1.07250e-04  1.07813e-05  5.88206e-03  
6.13400e-02  9.02413e-05  9.23407e-06  6.13400e-03  
6.38003e-02  6.20554e-05  7.80043e-06  6.38003e-03  
6.61254e-02  3.62873e-05  6.56963e-06  6.61254e-03  
6.85872e-02  3.37944e-05  5.45136e-06  6.85872e-03  
7.09649e-02  1.79901e-05  4.60385e-06  7.09649e-03  
7.33173e-02  1.09374e-05  4.02819e-06  7.33173e-03  
7.58666e-02  2.94626e-06  3.69707e-06  7.58666e-03  
7.82831e-02  8.46608e-06  3.59558e-06  7.82831e-03  
8.06435e-02  9.14163e-06  3.59569e-06  8.06435e-03  
8.29946e-02  5.01379e-06  3.61107e-06  8.29946e-03  
8.56227e-02  8.84772e-06  3.58759e-06  8.56227e-03  
8.78995e-02  7.41740e-06  3.51116e-06  8.78995e-03  
9.04074e-02  6.38944e-06  3.36362e-06  9.04074e-03  
9.25595e-02  2.53078e-06  3.18962e-06  9.25595e-03  
9.51985e-02  7.73097e-07  2.93028e-06  9.51985e-03  
9.76322e-02  7.70246e-06  2.66194e-06  9.76322e-03  
1.00096e-01  4.81816e-06  2.37878e-06  1.00096e-02  
9.50204e-02  9.80997e-07  1.87164e-06  9.50204e-03  
1.01124e-01  7.26571e-07  1.56396e-06  1.01124e-02  
1.13412e-01  9.64706e-08  1.18878e-06  1.13412e-02  
1.19326e-01  5.52097e-08  1.23397e-06  1.19326e-02  
1.25729e-01  1.41955e-06  1.25275e-06  1.25729e-02  
1.31578e-01  2.29094e-06  1.22089e-06  1.31578e-02  
1.56898e-01  2.99438e-08  1.02541e-06  1.56898e-02  
1.73633e-01  8.10228e-07  1.02090e-06  1.73633e-02  
1.81843e-01  5.30711e-07  1.01738e-06  1.81843e-02  
1.90867e-01  1.73157e-06  1.01511e-06  1.90867e-02  
1.99014e-01  4.84106e-08  1.01370e-06  1.99014e-02  
2.15641e-01  2.06808e-06  1.01083e-06  2.15641e-02  
2.32580e-01  1.81152e-07  1.00854e-06  2.32580e-02  
2.41119e-01  7.98795e-07  1.00761e-06  2.41119e-02  
2.57838e-01  1.23747e-06  1.00608e-06  2.57838e-02  
2.66153e-01  2.49349e-07  1.00544e-06  2.66153e-02  
2.74808e-01  5.44221e-08  1.00485e-06  2.74808e-02  
2.83162e-01  3.77584e-08  1.00434e-06  2.83162e-02  
3.00083e-01  1.08179e-06  1.00348e-06  3.00083e-02  
