#  Q(A^-1)        R           dR         dQ(A^-1)    
6.99597e-03  1.00626e+00  1.79569e-02  6.99597e-04  
7.27642e-03  9.91069e-01  1.79569e-02  7.27642e-04  
7.54496e-03  9.78992e-01  1.79569e-02  7.54496e-04  
7.82598e-03  9.67741e-01  1.79569e-02  7.82598e-04  
8.09574e-03  1.00296e+00  1.79569e-02  8.09574e-04  
8.38543e-03  1.00720e+00  1.79569e-02  8.38543e-04  
8.65792e-03  1.00576e+00  1.79569e-02  8.65792e-04  
8.93771e-03  9.81929e-01  1.79569e-02  8.93771e-04  
9.20882e-03  1.01520e+00  1.79569e-02  9.20882e-04  
9.46235e-03  9.93798e-01  1.79569e-02  9.46235e-04  
9.75777e-03  9.87121e-01  1.79569e-02  9.75777e-04  
1.00385e-02  9.75632e-01  1.79569e-02  1.00385e-03  
1.03043e-02  9.91319e-01  1.79569e-02  1.03043e-03  
1.05967e-02  9.60601e-01  1.79569e-02  1.05967e-03  
1.08477e-02  1.01442e+00  1.79569e-02  1.08477e-03  
1.11427e-02  9.87620e-01  1.79569e-02  1.11427e-03  
1.14081e-02  1.01207e+00  1.79569e-02  1.14081e-03  
1.16870e-02  1.00024e+00  1.79569e-02  1.16870e-03  
1.19495e-02  9.69975e-01  1.79569e-02  1.19495e-03  
1.22164e-02  9.95416e-01  1.79569e-02  1.22164e-03  
1.25102e-02  9.92945e-01  1.79569e-02  1.25102e-03  
1.27805e-02  9.72142e-01  1.79569e-02  1.27805e-03  
1.30441e-02  1.00724e+00  1.79559e-02  1.30441e-03  
1.33175e-02  9.61202e-01  1.79450e-02  1.33175e-03  
1.35899e-02  1.02411e+00  1.78990e-02  1.35899e-03  
1.38920e-02  9.89642e-01  1.77688e-02  1.38920e-03  
1.41736e-02  9.62421e-01  1.74884e-02  1.41736e-03  
1.44381e-02  8.79959e-01  1.66988e-02  1.44381e-03  
1.47066e-02  7.67131e-01  1.57071e-02  1.47066e-03  
1.49911e-02  6.54708e-01  1.44163e-02  1.49911e-03  
1.52620e-02  5.28444e-01  1.30430e-02  1.52620e-03  
1.55352e-02  4.23002e-01  1.16503e-02  1.55352e-03  
1.57954e-02  3.27355e-01  1.04305e-02  1.57954e-03  
1.60816e-02  2.57394e-01  9.29982e-03  1.60816e-03  
1.63514e-02  2.31304e-01  8.46147e-03  1.63514e-03  
1.66082e-02  1.91465e-01  7.84101e-03  1.66082e-03  
1.68965e-02  1.65562e-01  7.29935e-03  1.68965e-03  
1.71666e-02  1.29184e-01  6.87114e-03  1.71666e-03  
1.74306e-02  1.30225e-01  6.49009e-03  1.74306e-03  
1.76910e-02  1.26602e-01  6.12765e-03  1.76910e-03  
1.80067e-02  9.71966e-02  5.68383e-03  1.80067e-03  
1.83014e-02  8.20586e-02  5.26097e-03  1.83014e-03  
1.85415e-02  6.64214e-02  4.90996e-03  1.85415e-03  
1.88925e-02  4.72711e-02  4.38308e-03  1.88925e-03  
1.91292e-02  5.14340e-02  4.02712e-03  1.91292e-03  
1.93833e-02  3.72035e-02  3.64387e-03  1.93833e-03  
1.96807e-02  3.63806e-02  3.20138e-03  1.96807e-03  
1.99347e-02  2.93805e-02  2.83392e-03  1.99347e-03  
2.02008e-02  1.58900e-02  2.46666e-03  2.02008e-03  
2.05014e-02  1.24091e-02  2.08878e-03  2.05014e-03  
2.07832e-02  7.93348e-03  1.77893e-03  2.07832e-03  
2.10358e-02  6.69587e-03  1.54666e-03  2.10358e-03  
2.13036e-02  3.83526e-03  1.37956e-03  2.13036e-03  
2.15741e-02  7.79908e-03  1.28754e-03  2.15741e-03  
2.18730e-02  4.62288e-03  1.26900e-03  2.18730e-03  
2.21327e-02  6.31090e-03  1.31192e-03  2.21327e-03  
2.24405e-02  5.74628e-03  1.40044e-03  2.24405e-03  
2.26723e-02  7.15511e-03  1.47872e-03  2.26723e-03  
2.29939e-02  5.32807e-03  1.58518e-03  2.29939e-03  
2.32711e-02  7.59035e-03  1.66413e-03  2.32711e-03  
2.35558e-02  7.46031e-03  1.72679e-03  2.35558e-03  
2.38123e-02  7.87492e-03  1.76495e-03  2.38123e-03  
2.40602e-02  7.26625e-03  1.78484e-03  2.40602e-03  
2.44158e-02  1.23737e-02  1.77960e-03  2.44158e-03  
2.46637e-02  1.24195e-02  1.75754e-03  2.46637e-03  
2.48862e-02  9.37382e-03  1.72355e-03  2.48862e-03  
2.51848e-02  8.76802e-03  1.65999e-03  2.51848e-03  
2.54362e-02  9.52565e-03  1.59218e-03  2.54362e-03  
2.57118e-02  6.39942e-03  1.50661e-03  2.57118e-03  
2.60363e-02  5.53933e-03  1.39370e-03  2.60363e-03  
2.50137e-02  8.80726e-03  1.05438e-04  2.50137e-03  
2.74041e-02  2.43951e-03  5.57523e-05  2.74041e-03  
2.99327e-02  1.66596e-03  4.55552e-05  2.99327e-03  
3.22586e-02  1.57468e-03  4.57780e-05  3.22586e-03  
3.46824e-02  8.06897e-04  3.28184e-05  3.46824e-03  
3.71239e-02  7.51820e-04  2.99614e-05  3.71239e-03  
3.95336e-02  5.80446e-04  2.70935e-05  3.95336e-03  
4.19204e-02  3.67550e-04  2.32305e-05  4.19204e-03  
4.43616e-02  3.16195e-04  2.10921e-05  4.43616e-03  
4.68308e-02  2.29696e-04  1.89397e-05  4.68308e-03  
4.91646e-02  1.94534e-04  1.71196e-05  4.91646e-03  
5.16586e-02  1.60373e-04  1.55490e-05  5.16586e-03  
5.41245e-02  1.15324e-04  1.41524e-05  5.41245e-03  
5.64609e-02  1.27744e-04  1.29943e-05  5.64609e-03  
5.89894e-02  1.04893e-04  1.18956e-05  5.89894e-03  
6.13288e-02  7.50123e-05  1.09924e-05  6.13288e-03  
6.36474e-02  6.45137e-05  1.01929e-05  6.36474e-03  
6.61602e-02  6.17365e-05  9.41850e-06  6.61602e-03  
6.85817e-02  6.05567e-05  8.75057e-06  6.85817e-03  
7.09210e-02  4.95509e-05  8.16910e-06  7.09210e-03  
7.33104e-02  3.59621e-05  7.63159e-06  7.33104e-03  
7.58917e-02  2.57277e-05  7.10718e-06  7.58917e-03  
7.80385e-02  1.21114e-05  6.71031e-06  7.80385e-03  
8.06158e-02  2.86223e-05  6.27550e-06  8.06158e-03  
8.29890e-02  2.77803e-05  5.91093e-06  8.29890e-03  
8.54497e-02  2.12019e-05  5.56518e-06  8.54497e-03  
8.77593e-02  1.34805e-05  5.26730e-06  8.77593e-03  
9.02635e-02  6.92237e-06  4.97058e-06  9.02635e-03  
9.27062e-02  1.58267e-05  4.70471e-06  9.27062e-03  
9.52155e-02  6.20690e-06  4.45339e-06  9.52155e-03  
9.75218e-02  1.02998e-05  4.24007e-06  9.75218e-03  
9.98966e-02  1.48076e-05  4.03639e-06  9.98966e-03  
9.50130e-02  7.89198e-06  2.55315e-06  9.50130e-03  
1.01247e-01  5.56385e-06  2.30911e-06  1.01247e-02  
1.07158e-01  3.62730e-06  2.11799e-06  1.07158e-02  
1.13357e-01  4.92184e-06  1.95095e-06  1.13357e-02  
1.19505e-01  1.91025e-06  1.81245e-06  1.19505e-02  
1.25599e-01  2.31378e-06  1.69677e-06  1.25599e-02  
