#  Q(A^-1)        R           dR         dQ(A^-1)    
7.01001e-03  7.93753e-02  4.06736e-03  7.01001e-04  
7.27676e-03  6.47746e-02  3.90039e-03  7.27676e-04  
7.56069e-03  6.03282e-02  3.73464e-03  7.56069e-04  
7.82546e-03  5.84177e-02  3.58934e-03  7.82546e-04  
8.09806e-03  5.14748e-02  3.44748e-03  8.09806e-04  
8.36982e-03  4.65630e-02  3.31338e-03  8.36982e-04  
8.65480e-03  5.37122e-02  3.17980e-03  8.65480e-04  
8.93033e-03  3.78720e-02  3.05701e-03  8.93033e-04  
9.20081e-03  3.60285e-02  2.94189e-03  9.20081e-04  
9.47351e-03  3.80085e-02  2.83077e-03  9.47351e-04  
9.76199e-03  2.85647e-02  2.71834e-03  9.76199e-04  
1.00348e-02  3.60617e-02  2.61629e-03  1.00348e-03  
1.03067e-02  2.73386e-02  2.51857e-03  1.03067e-03  
1.06039e-02  2.73834e-02  2.41640e-03  1.06039e-03  
1.08493e-02  2.61244e-02  2.33522e-03  1.08493e-03  
1.11313e-02  2.26314e-02  2.24599e-03  1.11313e-03  
1.14008e-02  2.25522e-02  2.16439e-03  1.14008e-03  
1.16827e-02  1.56504e-02  2.08264e-03  1.16827e-03  
1.19489e-02  1.78193e-02  2.00899e-03  1.19489e-03  
1.22465e-02  1.60101e-02  1.93052e-03  1.22465e-03  
1.25204e-02  1.48093e-02  1.86205e-03  1.25204e-03  
1.27635e-02  1.38639e-02  1.80408e-03  1.27635e-03  
1.30497e-02  1.29450e-02  1.73936e-03  1.30497e-03  
1.33156e-02  1.39569e-02  1.68235e-03  1.33156e-03  
1.36144e-02  1.24152e-02  1.62205e-03  1.36144e-03  
1.38958e-02  1.18995e-02  1.56843e-03  1.38958e-03  
1.41522e-02  1.12671e-02  1.52200e-03  1.41522e-03  
1.44346e-02  7.14589e-03  1.47389e-03  1.44346e-03  
1.47301e-02  7.21752e-03  1.42612e-03  1.47301e-03  
1.49918e-02  8.45529e-03  1.38605e-03  1.49918e-03  
1.52785e-02  9.29344e-03  1.34402e-03  1.52785e-03  
1.55545e-02  7.37719e-03  1.30534e-03  1.55545e-03  
1.58281e-02  6.57881e-03  1.26853e-03  1.58281e-03  
1.60859e-02  8.67402e-03  1.23509e-03  1.60859e-03  
1.63629e-02  5.49997e-03  1.20040e-03  1.63629e-03  
1.66542e-02  7.55525e-03  1.16522e-03  1.66542e-03  
1.69429e-02  4.01935e-03  1.13155e-03  1.69429e-03  
1.71922e-02  6.18247e-03  1.10332e-03  1.71922e-03  
1.74612e-02  3.30162e-03  1.07379e-03  1.74612e-03  
1.77434e-02  5.29605e-03  1.04386e-03  1.77434e-03  
1.80130e-02  4.28238e-03  1.01633e-03  1.80130e-03  
1.82604e-02  4.71083e-03  9.91878e-04  1.82604e-03  
1.85704e-02  4.21378e-03  9.62164e-04  1.85704e-03  
1.88636e-02  4.09139e-03  9.35182e-04  1.88636e-03  
1.91276e-02  4.32668e-03  9.11806e-04  1.91276e-03  
1.93654e-02  5.20984e-03  8.91437e-04  1.93654e-03  
1.96731e-02  4.94730e-03  8.66068e-04  1.96731e-03  
1.99231e-02  3.46680e-03  8.46207e-04  1.99231e-03  
2.02150e-02  3.11837e-03  8.23926e-04  2.02150e-03  
2.04830e-02  2.40791e-03  8.04230e-04  2.04830e-03  
2.07662e-02  2.83024e-03  7.84218e-04  2.07662e-03  
2.10275e-02  2.18235e-03  7.66403e-04  2.10275e-03  
2.13183e-02  2.52872e-03  7.47375e-04  2.13183e-03  
2.15675e-02  9.95070e-04  7.31690e-04  2.15675e-03  
2.18659e-02  2.03443e-03  7.13463e-04  2.18659e-03  
2.21333e-02  2.99013e-03  6.97712e-04  2.21333e-03  
2.24041e-02  1.42629e-03  6.82252e-04  2.24041e-03  
2.26613e-02  2.57310e-03  6.67998e-04  2.26613e-03  
2.29652e-02  2.06143e-03  6.51684e-04  2.29652e-03  
2.32477e-02  2.12572e-03  6.37004e-04  2.32477e-03  
2.34894e-02  1.68806e-03  6.24770e-04  2.34894e-03  
2.37720e-02  1.63767e-03  6.10886e-04  2.37720e-03  
2.41140e-02  6.02986e-04  5.94691e-04  2.41140e-03  
2.44124e-02  1.42081e-03  5.81006e-04  2.44124e-03  
2.45913e-02  1.31034e-03  5.72969e-04  2.45913e-03  
2.48709e-02  1.42734e-03  5.60794e-04  2.48709e-03  
2.51681e-02  1.44311e-03  5.48229e-04  2.51681e-03  
2.54675e-02  1.23304e-03  5.35972e-04  2.54675e-03  
2.57262e-02  1.41198e-03  5.25711e-04  2.57262e-03  
2.59886e-02  1.01596e-03  5.15583e-04  2.59886e-03  
2.50305e-02  1.32271e-03  3.50367e-05  2.50305e-03  
2.73987e-02  9.28771e-04  2.95964e-05  2.73987e-03  
2.98243e-02  7.14315e-04  2.52320e-05  2.98243e-03  
