#  Q(A^-1)        R           dR         dQ(A^-1)    
6.99540e-03  9.80513e-01  1.71510e-02  6.99540e-04  
7.39180e-03  1.03637e+00  1.71510e-02  7.39180e-04  
7.76729e-03  9.99156e-01  1.71510e-02  7.76729e-04  
8.17048e-03  9.88691e-01  1.71510e-02  8.17048e-04  
8.55557e-03  9.94092e-01  1.71510e-02  8.55557e-04  
8.92767e-03  9.92240e-01  1.71510e-02  8.92767e-04  
9.32827e-03  1.00703e+00  1.71510e-02  9.32827e-04  
9.73667e-03  1.01635e+00  1.71510e-02  9.73667e-04  
1.01026e-02  1.00094e+00  1.71510e-02  1.01026e-03  
1.04961e-02  1.00307e+00  1.71510e-02  1.04961e-03  
1.08796e-02  1.01222e+00  1.71510e-02  1.08796e-03  
1.12537e-02  9.91612e-01  1.71510e-02  1.12537e-03  
1.16572e-02  9.73612e-01  1.71510e-02  1.16572e-03  
1.20449e-02  9.90633e-01  1.71510e-02  1.20449e-03  
1.24290e-02  1.01562e+00  1.71510e-02  1.24290e-03  
1.28246e-02  9.98650e-01  1.71510e-02  1.28246e-03  
1.32139e-02  9.76049e-01  1.71510e-02  1.32139e-03  
1.35912e-02  9.89582e-01  1.71510e-02  1.35912e-03  
1.39856e-02  9.91790e-01  1.71510e-02  1.39856e-03  
1.43697e-02  9.86404e-01  1.71510e-02  1.43697e-03  
1.47487e-02  1.00723e+00  1.71510e-02  1.47487e-03  
1.51424e-02  9.77927e-01  1.71510e-02  1.51424e-03  
1.55146e-02  9.86848e-01  1.71510e-02  1.55146e-03  
1.59247e-02  9.84396e-01  1.71510e-02  1.59247e-03  
1.63103e-02  9.98389e-01  1.71510e-02  1.63103e-03  
1.66777e-02  9.79738e-01  1.71510e-02  1.66777e-03  
1.70965e-02  1.00566e+00  1.71510e-02  1.70965e-03  
1.74682e-02  1.00175e+00  1.71510e-02  1.74682e-03  
1.78421e-02  1.00851e+00  1.71510e-02  1.78421e-03  
1.82475e-02  9.96140e-01  1.71510e-02  1.82475e-03  
1.86024e-02  1.02082e+00  1.71510e-02  1.86024e-03  
1.90071e-02  9.89745e-01  1.71510e-02  1.90071e-03  
1.93965e-02  1.01510e+00  1.71510e-02  1.93965e-03  
1.97840e-02  9.92907e-01  1.71510e-02  1.97840e-03  
2.01969e-02  9.87418e-01  1.71418e-02  2.01969e-03  
2.05947e-02  1.01609e+00  1.70957e-02  2.05947e-03  
2.09938e-02  9.72108e-01  1.69417e-02  2.09938e-03  
2.13180e-02  9.28082e-01  1.66244e-02  2.13180e-03  
2.17326e-02  8.55494e-01  1.57660e-02  2.17326e-03  
2.21079e-02  7.56724e-01  1.49772e-02  2.21079e-03  
2.25350e-02  6.29781e-01  1.34959e-02  2.25350e-03  
2.28876e-02  4.34926e-01  1.15336e-02  2.28876e-03  
2.32960e-02  3.32631e-01  9.87594e-03  2.32960e-03  
2.36757e-02  2.22718e-01  8.14354e-03  2.36757e-03  
2.40553e-02  1.32768e-01  6.27450e-03  2.40553e-03  
2.44229e-02  1.09821e-01  5.42064e-03  2.44229e-03  
2.48500e-02  6.23173e-02  4.24933e-03  2.48500e-03  
2.53038e-02  4.86137e-02  3.70481e-03  2.53038e-03  
2.55660e-02  3.40686e-02  3.37600e-03  2.55660e-03  
2.59700e-02  3.28717e-02  3.12318e-03  2.59700e-03  
2.49865e-02  5.43617e-02  2.48180e-04  2.49865e-03  
2.74556e-02  2.31041e-02  1.61563e-04  2.74556e-03  
2.98302e-02  1.49095e-02  1.29711e-04  2.98302e-03  
3.22496e-02  1.00986e-02  1.06622e-04  3.22496e-03  
3.46697e-02  7.22477e-03  8.95186e-05  3.46697e-03  
3.70573e-02  5.03519e-03  7.65681e-05  3.70573e-03  
3.95610e-02  3.78529e-03  6.59033e-05  3.95610e-03  
4.19287e-02  2.95085e-03  5.78207e-05  4.19287e-03  
4.43817e-02  2.22815e-03  5.09668e-05  4.43817e-03  
4.67070e-02  1.76118e-03  4.55683e-05  4.67070e-03  
4.91732e-02  1.38104e-03  4.07521e-05  4.91732e-03  
5.16256e-02  1.17235e-03  3.67006e-05  5.16256e-03  
5.40881e-02  8.96322e-04  3.32237e-05  5.40881e-03  
5.64385e-02  8.06948e-04  3.03552e-05  5.64385e-03  
5.90245e-02  6.52456e-04  2.76155e-05  5.90245e-03  
6.13736e-02  4.54002e-04  2.54423e-05  6.13736e-03  
