#  Q(A^-1)        R           dR         dQ(A^-1)    
6.99582e-03  9.88226e-01  1.31576e-02  6.99582e-04  
7.65436e-03  1.00837e+00  1.31576e-02  7.65436e-04  
8.30899e-03  9.84902e-01  1.31576e-02  8.30899e-04  
8.96859e-03  9.92399e-01  1.31576e-02  8.96859e-04  
9.63542e-03  1.00564e+00  1.31576e-02  9.63542e-04  
1.02823e-02  1.00235e+00  1.31576e-02  1.02823e-03  
1.09239e-02  9.99885e-01  1.31576e-02  1.09239e-03  
1.16106e-02  9.92234e-01  1.31576e-02  1.16106e-03  
1.22372e-02  9.89145e-01  1.31576e-02  1.22372e-03  
1.29126e-02  9.93427e-01  1.31576e-02  1.29126e-03  
1.35831e-02  1.01505e+00  1.31576e-02  1.35831e-03  
1.41937e-02  1.03207e+00  1.31576e-02  1.41937e-03  
1.48544e-02  9.97491e-01  1.31576e-02  1.48544e-03  
1.55015e-02  9.95164e-01  1.31576e-02  1.55015e-03  
1.61900e-02  1.00032e+00  1.31576e-02  1.61900e-03  
1.68557e-02  9.98036e-01  1.31576e-02  1.68557e-03  
1.74473e-02  9.98188e-01  1.31576e-02  1.74473e-03  
1.81154e-02  1.00492e+00  1.31406e-02  1.81154e-03  
1.88059e-02  9.53677e-01  1.29607e-02  1.88059e-03  
1.94365e-02  8.55650e-01  1.22838e-02  1.94365e-03  
2.01358e-02  6.68353e-01  1.08516e-02  2.01358e-03  
2.07496e-02  4.50075e-01  8.87760e-03  2.07496e-03  
2.14103e-02  2.69449e-01  6.90488e-03  2.14103e-03  
2.21003e-02  1.70125e-01  5.46443e-03  2.21003e-03  
2.26933e-02  1.23837e-01  4.67476e-03  2.26933e-03  
2.33766e-02  9.50771e-02  4.07489e-03  2.33766e-03  
2.40446e-02  6.93268e-02  3.65962e-03  2.40446e-03  
2.46693e-02  6.40807e-02  3.34725e-03  2.46693e-03  
2.53509e-02  5.81050e-02  3.05071e-03  2.53509e-03  
2.60490e-02  4.58487e-02  2.77672e-03  2.60490e-03  
2.49953e-02  5.89652e-02  1.97942e-04  2.49953e-03  
2.74224e-02  3.04450e-02  1.42302e-04  2.74224e-03  
2.98215e-02  1.42305e-02  9.83254e-05  2.98215e-03  
3.22123e-02  5.76240e-03  6.28410e-05  3.22123e-03  
3.46502e-02  1.94605e-03  3.64546e-05  3.46502e-03  
3.70868e-02  8.00145e-04  2.37891e-05  3.70868e-03  
3.95353e-02  8.39883e-04  2.50711e-05  3.95353e-03  
4.18820e-02  1.22841e-03  2.91982e-05  4.18820e-03  
4.43362e-02  1.39236e-03  3.09520e-05  4.43362e-03  
4.67989e-02  1.21808e-03  2.94990e-05  4.67989e-03  
4.93474e-02  9.44697e-04  2.54045e-05  4.93474e-03  
5.17066e-02  5.59067e-04  2.02391e-05  5.17066e-03  
5.40469e-02  2.96789e-04  1.47197e-05  5.40469e-03  
5.64758e-02  1.10348e-04  9.51744e-06  5.64758e-03  
5.89802e-02  3.88838e-05  6.13017e-06  5.89802e-03  
6.13159e-02  3.67707e-05  6.20391e-06  6.13159e-03  
6.38505e-02  7.76451e-05  7.80332e-06  6.38505e-03  
6.61387e-02  9.28266e-05  8.82627e-06  6.61387e-03  
6.86346e-02  1.05682e-04  9.08371e-06  6.86346e-03  
7.10106e-02  1.15430e-04  8.57612e-06  7.10106e-03  
7.32959e-02  6.63215e-05  7.58975e-06  7.32959e-03  
7.57274e-02  5.74827e-05  6.25903e-06  7.57274e-03  
7.80968e-02  3.01562e-05  4.95529e-06  7.80968e-03  
8.06844e-02  1.93640e-05  3.86891e-06  8.06844e-03  
8.30646e-02  9.33266e-06  3.45609e-06  8.30646e-03  
8.54806e-02  8.86045e-06  3.54717e-06  8.54806e-03  
8.79517e-02  7.11249e-06  3.78761e-06  8.79517e-03  
9.03207e-02  1.42221e-05  3.91521e-06  9.03207e-03  
9.28759e-02  1.16665e-05  3.86480e-06  9.28759e-03  
9.54229e-02  1.31364e-05  3.64475e-06  9.54229e-03  
9.75469e-02  1.12998e-05  3.38090e-06  9.75469e-03  
9.98838e-02  1.14799e-06  3.06759e-06  9.98838e-03  
9.48335e-02  1.11211e-05  2.21085e-06  9.48335e-03  
1.00976e-01  2.94867e-06  1.86310e-06  1.00976e-02  
1.07142e-01  9.78332e-07  1.65815e-06  1.07142e-02  
1.13393e-01  3.17188e-06  1.61821e-06  1.13393e-02  
1.19362e-01  4.02539e-07  1.54584e-06  1.19362e-02  
1.25403e-01  3.92974e-06  1.44756e-06  1.25403e-02  
1.37840e-01  1.70187e-06  1.33141e-06  1.37840e-02  
1.56941e-01  7.14207e-07  1.05726e-06  1.56941e-02  
1.65030e-01  6.46203e-07  1.04749e-06  1.65030e-02  
1.73596e-01  4.86945e-07  1.03880e-06  1.73596e-02  
1.90460e-01  1.81220e-07  1.02609e-06  1.90460e-02  
1.98740e-01  6.60879e-07  1.02145e-06  1.98740e-02  
2.15670e-01  1.00802e-06  1.01432e-06  2.15670e-02  
2.24266e-01  2.94034e-08  1.01164e-06  2.24266e-02  
2.41068e-01  2.59243e-06  1.00772e-06  2.41068e-02  
2.66760e-01  1.03424e-06  1.00406e-06  2.66760e-02  
2.82857e-01  1.16086e-06  1.00268e-06  2.82857e-02  
2.91310e-01  1.76281e-06  1.00215e-06  2.91310e-02  
3.00080e-01  1.33491e-07  1.00170e-06  3.00080e-02  
