#  Q(A^-1)        R           dR         dQ(A^-1)    
6.99438e-03  9.98219e-01  1.35860e-02  6.99438e-04  
7.37954e-03  1.01632e+00  1.35860e-02  7.37954e-04  
7.78046e-03  9.96637e-01  1.35860e-02  7.78046e-04  
8.15034e-03  9.98833e-01  1.35860e-02  8.15034e-04  
8.54921e-03  9.95303e-01  1.35860e-02  8.54921e-04  
8.92419e-03  1.02012e+00  1.35860e-02  8.92419e-04  
9.30488e-03  9.97345e-01  1.35860e-02  9.30488e-04  
9.71436e-03  1.02389e+00  1.35860e-02  9.71436e-04  
1.01166e-02  9.90047e-01  1.35860e-02  1.01166e-03  
1.04899e-02  9.92423e-01  1.35860e-02  1.04899e-03  
1.08839e-02  1.00406e+00  1.35860e-02  1.08839e-03  
1.12441e-02  9.99862e-01  1.35860e-02  1.12441e-03  
1.16638e-02  9.99815e-01  1.35860e-02  1.16638e-03  
1.20732e-02  1.01632e+00  1.35860e-02  1.20732e-03  
1.24343e-02  1.00806e+00  1.35860e-02  1.24343e-03  
1.28130e-02  1.02034e+00  1.35860e-02  1.28130e-03  
1.32102e-02  1.00970e+00  1.35860e-02  1.32102e-03  
1.35935e-02  9.77953e-01  1.35860e-02  1.35935e-03  
1.39890e-02  1.00015e+00  1.35860e-02  1.39890e-03  
1.43678e-02  9.85116e-01  1.35860e-02  1.43678e-03  
1.47459e-02  1.00137e+00  1.35860e-02  1.47459e-03  
1.51363e-02  9.81189e-01  1.35860e-02  1.51363e-03  
1.55086e-02  1.01255e+00  1.35860e-02  1.55086e-03  
1.59507e-02  9.97555e-01  1.35860e-02  1.59507e-03  
1.63013e-02  9.75360e-01  1.35860e-02  1.63013e-03  
1.66802e-02  1.01574e+00  1.35860e-02  1.66802e-03  
1.70667e-02  9.98253e-01  1.35860e-02  1.70667e-03  
1.74570e-02  1.00698e+00  1.35860e-02  1.74570e-03  
1.78375e-02  1.00227e+00  1.35860e-02  1.78375e-03  
1.82327e-02  1.01237e+00  1.35860e-02  1.82327e-03  
1.85964e-02  1.00583e+00  1.35860e-02  1.85964e-03  
1.89969e-02  1.02583e+00  1.35860e-02  1.89969e-03  
1.94298e-02  1.00892e+00  1.35860e-02  1.94298e-03  
1.97999e-02  9.95257e-01  1.35860e-02  1.97999e-03  
2.01497e-02  1.02089e+00  1.35860e-02  2.01497e-03  
2.05748e-02  9.92700e-01  1.35860e-02  2.05748e-03  
2.09790e-02  1.00856e+00  1.35860e-02  2.09790e-03  
2.13733e-02  9.93292e-01  1.35860e-02  2.13733e-03  
2.17539e-02  9.86758e-01  1.35860e-02  2.17539e-03  
2.21254e-02  9.75904e-01  1.35860e-02  2.21254e-03  
2.24796e-02  1.00789e+00  1.35860e-02  2.24796e-03  
2.29150e-02  1.00471e+00  1.35860e-02  2.29150e-03  
2.32684e-02  9.96179e-01  1.35860e-02  2.32684e-03  
2.36791e-02  1.02011e+00  1.35840e-02  2.36791e-03  
2.40437e-02  1.00002e+00  1.35811e-02  2.40437e-03  
2.44233e-02  1.02578e+00  1.35548e-02  2.44233e-03  
2.48118e-02  9.82901e-01  1.34725e-02  2.48118e-03  
2.52360e-02  9.81957e-01  1.33746e-02  2.52360e-03  
2.55994e-02  9.48501e-01  1.30560e-02  2.55994e-03  
2.59970e-02  8.23720e-01  1.24696e-02  2.59970e-03  
2.49884e-02  9.78036e-01  8.27393e-04  2.49884e-03  
2.74531e-02  4.21324e-01  5.43839e-04  2.74531e-03  
2.98513e-02  3.23792e-02  1.51346e-04  2.98513e-03  
3.22758e-02  1.55538e-03  3.36061e-05  3.22758e-03  
3.47152e-02  1.57483e-04  1.14274e-05  3.47152e-03  
3.71332e-02  1.13876e-04  1.07678e-05  3.71332e-03  
3.95731e-02  1.12991e-04  9.63120e-06  3.95731e-03  
4.19669e-02  6.16133e-05  7.94124e-06  4.19669e-03  
4.43192e-02  5.17211e-05  6.84248e-06  4.43192e-03  
4.68345e-02  4.05403e-05  6.18579e-06  4.68345e-03  
4.92647e-02  2.45453e-05  5.71614e-06  4.92647e-03  
5.15166e-02  2.47215e-05  5.32180e-06  5.15166e-03  
5.41208e-02  2.46827e-05  4.91177e-06  5.41208e-03  
5.64007e-02  1.45857e-05  4.59695e-06  5.64007e-03  
5.87410e-02  1.74686e-05  4.31245e-06  5.87410e-03  
6.14015e-02  1.81261e-05  4.02868e-06  6.14015e-03  
6.36867e-02  1.44839e-05  3.81322e-06  6.36867e-03  
6.61169e-02  1.29965e-05  3.60824e-06  6.61169e-03  
6.86775e-02  1.17990e-05  3.41557e-06  6.86775e-03  
7.10363e-02  3.33320e-06  3.25632e-06  7.10363e-03  
7.33434e-02  5.86282e-06  3.11527e-06  7.33434e-03  
7.57500e-02  3.73304e-06  2.98177e-06  7.57500e-03  
7.83057e-02  4.25798e-06  2.85337e-06  7.83057e-03  
8.07354e-02  3.55765e-06  2.74247e-06  8.07354e-03  
8.30868e-02  2.07114e-06  2.64432e-06  8.30868e-03  
8.54093e-02  7.78169e-07  2.55527e-06  8.54093e-03  
8.80196e-02  4.63381e-06  2.46350e-06  8.80196e-03  
9.03404e-02  1.70414e-06  2.38856e-06  9.03404e-03  
9.27173e-02  2.93090e-06  2.31758e-06  9.27173e-03  
9.52507e-02  2.33059e-06  2.24772e-06  9.52507e-03  
9.74554e-02  7.66377e-07  2.19133e-06  9.74554e-03  
1.00275e-01  3.97976e-06  2.12456e-06  1.00275e-02  
1.01199e-01  1.17431e-06  1.49368e-06  1.01199e-02  
1.07212e-01  1.58764e-06  1.43927e-06  1.07212e-02  
1.25564e-01  1.61464e-06  1.31891e-06  1.25564e-02  
1.31356e-01  1.26269e-06  1.29100e-06  1.31356e-02  
1.50169e-01  4.09308e-07  1.22160e-06  1.50169e-02  
1.39872e-01  1.07633e-06  1.07014e-06  1.39872e-02  
1.48301e-01  5.45337e-07  1.06226e-06  1.48301e-02  
1.73458e-01  1.49052e-06  1.04519e-06  1.73458e-02  
1.81911e-01  8.31817e-07  1.04098e-06  1.81911e-02  
1.90610e-01  1.22045e-07  1.03722e-06  1.90610e-02  
2.07308e-01  9.55760e-07  1.03129e-06  2.07308e-02  
2.32931e-01  1.02930e-06  1.02455e-06  2.32931e-02  
2.41227e-01  1.45213e-06  1.02282e-06  2.41227e-02  
2.49381e-01  1.06910e-06  1.02128e-06  2.49381e-02  
2.66823e-01  9.03869e-07  1.01845e-06  2.66823e-02  
2.82591e-01  1.23238e-07  1.01633e-06  2.82591e-02  
